time,r11i1p1f1,r10i1p2f1,r11i1p2f1,r13i1p1f1,r13i1p2f1,r14i1p1f1,r10i1p1f1,r12i1p1f1,r12i1p2f1,r25i1p2f1,r9i1p2f1,r8i1p2f1,r9i1p1f1,r4i1p1f1,r4i1p2f1,r5i1p2f1,r6i1p1f1,r7i1p1f1,r7i1p2f1,r8i1p1f1,r5i1p1f1,r1i1p2f1,r19i1p1f1,r20i1p1f1,r21i1p1f1,r22i1p1f1,r20i1p2f1,r21i1p2f1,r1i1p1f1,r19i1p2f1,r24i1p1f1,r39i1p2f1,r3i1p1f1,r38i1p2f1,r24i1p2f1,r40i1p2f1,r3i1p2f1,r36i1p2f1,r37i1p2f1,r29i1p2f1,r27i1p2f1,r2i1p1f1,r25i1p1f1,r26i1p2f1,r22i1p2f1,r23i1p2f1,r23i1p1f1,r28i1p2f1,r18i1p1f1,r18i1p2f1,r17i1p1f1,r16i1p1f1,r15i1p2f1,r15i1p1f1,r14i1p2f1,r2i1p2f1,r35i1p2f1,r34i1p2f1,r30i1p2f1,r17i1p2f1,r16i1p2f1,r32i1p2f1,r31i1p2f1,r33i1p2f1,r6i1p2f1
2005-01-16 12:00:00,5.5315733,5.072431,5.747453,5.4921675,4.9515295,5.2938027,5.8601885,4.6605883,5.5905547,4.765208,4.9269705,5.106734,5.623189,5.4722643,5.088181,4.848236,5.240982,6.6063094,4.802701,5.1028233,5.391589,5.638648,7.067706,5.188821,4.275464,6.6201386,5.655492,5.147717,4.9946723,5.024661,5.2995734,5.773754,5.648368,5.536496,4.9672084,4.531899,5.4870343,5.6623325,5.286287,4.7830186,4.5752525,5.622734,5.6043916,4.895317,5.557554,4.9170313,6.7070527,6.4281263,5.60028,4.5439835,6.1179185,4.6894875,5.066821,4.634425,6.24288,6.2453156,5.430861,5.99401,5.588574,5.571028,6.1030893,5.729291,4.6757774,5.3563066,4.6148252
2005-02-15 00:00:00,5.6993585,6.1618023,4.990797,6.223349,5.927871,5.90335,5.6487656,6.3927183,5.828757,4.96902,5.0206304,5.5593634,5.2629943,6.474443,5.452691,6.16315,4.949422,4.9978247,5.9448023,6.98508,6.456468,4.985938,6.4707003,4.227295,4.9264307,5.796455,4.131035,5.957307,5.6293693,5.0668273,5.452308,5.3190756,5.330546,5.5571547,5.115605,5.973258,5.300621,5.4724083,5.288516,5.0834103,5.548545,5.387742,6.4228926,6.0160418,5.3244767,5.4883904,5.481871,5.609258,5.0693903,6.5436983,6.206395,6.4221964,5.570629,4.9235177,5.9865227,6.1642284,4.811738,5.691054,5.386961,5.56569,5.4377437,4.5117683,5.0926504,5.4005127,5.7331076
2005-03-16 12:00:00,5.7487154,5.2433004,4.4525046,5.127089,6.4991593,5.4548097,5.195567,5.6804323,6.004128,5.5660367,5.2705684,5.3369007,4.9077134,5.489458,5.8133683,6.100251,5.1381564,5.3910885,5.7281065,6.1903434,5.2027373,4.7956123,5.0876303,5.088031,4.6068954,5.6495824,5.345758,5.296492,4.7912955,5.9828734,5.441606,4.4635878,5.425354,6.235795,5.3454857,5.9560366,5.831048,5.59713,6.2289248,4.412353,5.1181707,5.5796127,5.2350054,4.7381353,5.388659,5.595515,4.570492,5.028067,4.991983,6.306938,5.3228655,4.977702,6.0761256,4.1740913,5.29677,6.5545664,5.3650494,4.9256954,7.225615,4.9266562,6.135848,5.1248035,5.184184,6.168414,6.2991133
2005-04-16 00:00:00,4.9362073,5.7051787,5.0234213,4.305945,5.598624,5.863353,4.4988155,5.387859,4.9183607,4.6755524,4.9633317,5.460139,5.525164,4.6987596,4.861517,5.106504,5.2196226,5.384196,5.8470373,5.330748,6.047778,5.2253695,4.88331,5.5922174,5.13782,5.0166464,4.9201136,4.9279203,4.7200937,5.113707,5.701191,5.120093,5.1267157,5.5227275,4.5730376,5.564509,5.4328227,5.6260285,5.1627645,4.951356,5.2481527,4.454579,5.012252,6.487947,5.930876,4.97724,5.277621,4.634329,5.117509,5.714007,5.415597,5.120381,5.2222624,5.187426,5.7038064,5.3207383,5.08808,5.368719,5.699689,5.146579,4.790132,6.0742197,4.9146028,4.690688,5.7169476
2005-05-16 12:00:00,4.7722583,4.753034,4.768858,4.433853,4.551258,5.3920794,4.4932213,5.323448,4.968348,4.776366,4.660326,5.4635158,5.437264,4.906343,4.9422383,4.071044,4.390682,5.4845533,4.779856,4.580806,4.9177794,4.335946,4.6284013,4.421071,4.3020005,5.079956,4.157824,4.9971275,3.9491158,4.239016,4.4206285,4.720718,5.618527,4.5361443,4.646469,4.800265,4.8337107,4.56614,4.6674776,4.806485,4.550456,4.936231,4.181399,5.253392,4.9334426,4.7046967,4.306736,5.311801,4.7482853,5.059329,4.9002557,3.772245,4.6160994,5.5915327,5.2940555,5.10702,4.2266226,4.60245,5.071107,4.835697,4.394984,5.712432,4.619858,4.6126876,5.8518486
2005-06-16 00:00:00,4.4937124,4.1914062,4.0489235,3.5528762,4.2786155,4.2298036,4.521411,4.791444,5.1197586,4.176606,3.7419324,4.3049536,4.7054954,4.595189,4.328045,5.226381,3.872892,4.5895514,4.632495,5.643289,4.9547143,4.568385,4.250581,4.778833,4.643157,4.879088,4.930088,4.551933,4.2023745,4.2516036,4.237699,5.005572,3.9939766,4.21982,4.127726,4.700856,4.18234,4.207963,4.3811827,4.818116,4.325695,4.2370243,4.3833117,4.2216606,4.064206,4.625325,4.363752,4.12093,4.417005,4.3114867,4.0915313,4.348342,4.9148345,5.0244613,4.58755,4.2528925,3.9597154,3.9279537,5.3471155,4.8214912,4.042169,4.1513796,3.8618035,4.2567525,4.783685
2005-07-16 12:00:00,4.298478,4.283291,3.9527996,4.0475993,4.212147,4.5756974,4.0300646,4.2022038,4.9027705,4.5353913,3.6774716,4.068564,4.345715,5.2110353,4.269205,4.2252564,4.4060073,4.765827,4.4403176,5.662093,4.3070283,4.278031,4.9078875,4.1503615,4.0229607,4.3314075,4.330331,3.9439893,4.513247,4.5221925,4.4000096,4.5142922,3.9021065,5.1406946,4.3103495,4.699768,4.6979303,4.9028063,4.578717,4.961628,4.862768,4.5189257,3.73876,4.628574,4.145118,4.2367215,4.090495,4.4688773,4.656085,4.0427914,3.9067028,4.1796336,4.515803,5.3425856,4.831556,4.0743494,4.267163,4.087492,4.3889093,5.0694995,4.223296,4.0033517,4.0285277,4.6673627,4.1563935
2005-08-16 12:00:00,4.850148,5.0039315,5.6460023,4.192972,4.602973,5.892504,4.6292386,5.024163,4.7650867,5.118205,4.6608014,4.9417315,5.0653353,4.814933,5.1985803,4.8402443,4.5512786,4.597184,4.837307,4.253308,4.2864666,4.31832,4.6407647,4.637145,4.870761,5.207589,4.691972,4.699853,4.58069,4.112067,4.6328464,5.116731,4.5700235,4.3177133,4.567643,4.469309,4.2260156,4.3577666,5.051553,4.5894427,4.7789106,4.2127647,5.444008,5.2849746,4.7643304,4.6911187,4.6519156,4.6282663,4.644719,4.543529,4.746679,4.4986887,5.020295,4.7731733,5.1651945,4.6889296,4.337241,5.251519,4.619338,4.73078,4.5649137,4.4632826,5.03806,4.702756,5.0480785
2005-09-16 00:00:00,5.129861,5.1648827,5.619725,5.372624,4.7382803,5.131095,4.537523,5.2889056,5.4368734,5.271756,5.2401114,5.549811,5.039687,4.871224,4.8143044,5.441153,4.8413954,5.3224363,5.055833,5.030648,4.5700245,4.9156313,5.0780034,5.947466,5.3822775,4.7215767,4.671502,4.564016,4.7804337,5.236793,5.1061845,4.609484,4.7089043,4.3950715,5.660356,4.7269645,5.1562033,4.97511,4.6281786,4.8522563,4.813805,4.7455516,4.958018,5.362123,4.8767066,5.322203,4.7849555,4.8044853,4.870761,5.1978755,5.347945,4.8480597,4.920315,5.2889667,5.3367195,5.3535323,5.074849,4.5399427,5.2913857,4.610532,5.270237,4.5735016,5.501479,5.296087,5.2537727
2005-10-16 12:00:00,5.0255957,4.788018,4.988166,5.552041,4.645409,5.92668,5.30109,5.2890334,5.8440394,4.684269,4.7182755,5.6734934,5.8785477,5.4254656,4.8447123,5.731674,5.4153924,5.1868873,5.444829,5.7227335,4.555522,5.3668966,5.1219606,5.0703115,5.404141,4.9917364,5.396283,5.10701,5.001324,4.495262,4.5890946,4.788245,5.3162856,4.939837,5.5027647,4.5677633,5.2165947,5.1765504,4.9524636,5.0393353,5.3690314,4.8691382,4.3250556,4.822234,4.9952908,4.96231,5.192749,5.0329995,5.1484504,5.7119637,5.959024,4.727282,4.649372,5.1569333,5.206148,5.4406953,5.2540145,5.1286054,6.1809034,5.085923,5.3596945,4.9977865,5.1870604,4.702817,6.104438
2005-11-16 00:00:00,5.420568,4.97067,6.7238097,4.6263366,5.503816,5.1514974,5.884376,5.3592825,5.620314,5.8092513,6.031007,4.896966,5.455438,5.4220285,4.9143744,5.330558,5.4842052,5.027004,5.0182676,5.149701,4.8375893,5.1685386,5.308088,5.250955,5.104121,4.8786545,4.6119976,4.146501,4.753999,5.860923,5.4467936,5.453659,5.4328127,4.959664,5.200997,5.5421653,5.4103556,4.547803,5.0856376,6.0036564,4.9046087,5.8258734,6.0952163,5.0689173,5.3588552,5.599532,4.861544,5.2368307,4.8804226,4.7553086,6.0413046,5.1940284,4.3717794,5.2639794,4.6535873,5.678445,4.795259,5.2442336,4.8301096,6.149713,4.931347,5.0970097,5.2915382,5.2446275,4.9245367
2005-12-16 12:00:00,5.540528,5.504807,5.8522987,5.716878,5.67988,5.332351,5.415269,4.9888787,5.9769053,5.2916512,5.0102177,5.9577813,5.092819,4.644023,5.282649,5.6106186,4.758797,5.7517567,4.973059,4.721152,5.8216076,5.456479,4.920146,5.5676966,5.019004,5.1239195,5.121928,5.3365936,4.9319057,5.1894145,5.4554124,5.347729,5.5165477,5.7739353,4.776729,5.8565865,5.8501205,4.875874,5.5751495,5.5844946,5.503792,5.3157988,6.2161016,4.46527,5.146623,5.551957,6.495153,5.0486917,5.8752275,6.3340096,5.6243773,5.628484,5.1631937,6.0081043,5.954468,5.2128844,5.6780357,4.7895765,7.230382,5.952716,5.0914526,5.363823,5.6355925,6.1582227,4.57812
2006-01-16 12:00:00,4.822877,5.382247,5.124257,4.919688,6.50463,5.9528837,6.1164517,6.299018,6.0598984,4.8834825,5.423406,5.2874703,5.7405787,4.893409,4.8969436,5.69251,5.306784,5.1954684,4.408758,5.28317,5.0956573,6.257727,4.062233,5.1891007,4.9506903,5.3053083,5.2081413,5.6939735,4.906198,6.019416,5.135801,6.087411,6.447338,5.7184486,5.8092427,5.3944235,5.3947287,5.0876617,4.9085045,5.4213266,5.130201,6.367217,5.3583155,4.832696,5.9913297,6.8054223,6.0521116,6.9165726,4.566793,5.8165884,5.624674,5.314576,5.348146,4.7598,5.2105,6.022916,5.3749228,6.234571,6.166439,5.5388346,5.8601923,5.7558837,5.416365,6.295329,5.3333464
2006-02-15 00:00:00,4.511879,6.1477737,6.2980747,5.0267973,4.833992,5.3471174,5.2363243,5.123052,5.757674,5.834457,6.124158,6.111762,5.054761,5.762982,5.9380007,4.745784,5.682879,5.4970527,5.696941,5.823781,4.739192,4.8876066,4.7679486,6.0278153,5.7404385,4.673673,5.619642,5.7009554,5.3195066,6.8045793,5.614119,5.0646086,4.921236,5.7207403,5.9961767,6.2803116,6.455662,5.9172773,6.251029,4.7867575,5.762081,5.4296637,5.155824,5.105419,4.993707,5.233079,5.7607155,5.366417,5.6219873,5.9106627,5.6057777,4.7656484,4.526288,5.6929865,7.076213,6.042644,4.6161137,5.550921,4.8122087,6.228522,5.1149516,4.376632,6.650664,5.643201,5.7330046
2006-03-16 12:00:00,5.4677672,5.999639,6.076004,5.3087626,6.3359265,5.3885517,4.3786235,5.791265,5.761605,5.7698517,4.710607,5.33893,4.751271,5.900586,5.7991652,4.8732743,4.317665,5.5463586,5.3344526,5.2807217,4.400014,5.5136046,4.9972115,4.7844872,5.483014,6.242662,4.926202,4.447735,6.0748377,5.2834396,5.5252004,5.258154,5.3498545,5.487437,6.137211,5.130741,5.175031,5.449645,5.0378766,5.761083,5.6614814,4.5869355,4.4733496,5.3863525,5.0065203,5.2090516,5.936501,5.523194,5.171834,6.1841373,5.12473,4.25637,5.228382,6.4715376,5.785606,5.386103,6.0325465,5.639474,4.855796,5.629541,5.4006095,5.7186804,4.433825,5.441888,6.561887
2006-04-16 00:00:00,6.2448792,4.963219,5.172493,5.662719,5.613206,4.986069,5.374934,5.486772,4.974666,5.2384887,4.216918,6.300621,5.293648,5.2685695,4.7078094,5.7232733,4.4550743,4.768106,5.3789186,4.7036786,4.6568213,5.907341,6.1307006,4.7618914,6.229252,5.8005657,4.513858,4.0219603,5.1848283,5.5372806,4.6901193,4.6500397,5.3412066,4.968491,4.9866877,5.7463837,5.0395727,5.017642,4.0338087,4.8758955,5.2122107,4.428196,5.405246,5.6666536,5.232156,5.3345556,5.1201253,5.4859,4.8741007,6.082545,4.660843,5.421937,5.0667357,5.161512,5.587541,4.7287455,5.797866,6.080716,4.9900656,5.4635863,4.9296594,5.938572,4.740093,5.104988,5.1113157
2006-05-16 12:00:00,4.555379,4.129131,4.6973886,4.822215,5.8033824,4.4004574,4.4893556,4.6111903,4.237365,4.1596313,5.0996857,4.268234,3.8425698,4.541438,4.4775114,4.4325614,5.429085,5.0741715,4.872641,4.1537843,4.7713523,5.9926796,4.4248877,4.7698,4.805659,5.0044794,4.2313337,4.0587597,4.282356,4.214723,4.673799,4.198601,4.7724905,4.5295153,4.0522428,4.410998,4.9285965,4.3069253,4.7433023,4.2200594,4.29465,4.2822714,5.1559324,5.8891616,4.5260572,4.8790755,4.9625716,4.615059,4.5826273,5.199914,5.5288873,4.990569,4.2155395,4.4729004,4.2714677,5.5360475,5.55354,5.6601133,3.97207,5.5658484,4.2588916,4.9927053,4.824467,5.057739,4.753342
2006-06-16 00:00:00,4.312206,3.9343574,3.8497841,3.9251342,4.275389,3.7600594,4.258889,4.04098,4.1227865,4.6269994,4.187194,4.366116,4.5410957,3.9875236,4.253428,4.1209044,4.1019044,4.1903815,4.21601,4.0203056,4.4238586,4.532905,4.853341,4.9059334,4.0318527,3.9535575,3.8458488,3.8935332,4.0266924,3.5982795,3.7639298,4.3415627,3.9757526,4.417642,4.795312,4.1131153,4.379461,4.5699363,3.9567306,4.200328,4.0481873,5.5451784,3.9178092,4.2354784,3.9009774,4.433183,4.9080515,4.8996406,4.282443,4.253387,4.3931885,4.594827,4.0238066,4.3224626,4.2296166,4.8699174,4.938082,4.755979,4.8401833,3.875401,3.955529,4.053245,3.7429166,4.539493,4.294281
2006-07-16 12:00:00,4.074422,5.006277,4.173152,4.240332,4.4603,4.2554064,4.2551126,4.637703,4.723611,4.681386,5.1551604,5.206539,3.947763,4.536981,5.1290736,4.3941126,4.6666565,4.759612,4.8415575,4.433973,3.9512775,4.4949217,3.8841336,4.698806,4.399525,4.2587004,4.231416,4.620038,4.701938,4.137975,4.5568085,4.006419,4.2565703,4.9120774,4.835924,4.581955,4.134264,4.1021132,4.8848104,3.9444966,4.083268,5.2026186,4.209291,4.349722,4.4212446,4.2233887,4.6144385,4.8103604,4.4070106,4.109422,3.9114761,4.4440064,3.6499963,4.273694,4.9337144,4.62386,5.423272,4.4489427,4.307477,4.3003974,4.59956,4.0923567,4.596005,4.024646,4.065034
2006-08-16 12:00:00,4.6058073,5.0565233,4.4629946,5.257098,5.018908,4.724156,4.9782557,4.680692,4.5571346,4.827653,4.8187103,5.1469727,4.973442,5.467317,5.2992682,4.556929,4.6228857,4.8072047,4.6416903,4.6953936,4.859252,4.544693,4.291738,5.2753983,5.491294,5.050257,4.8277516,4.2129,5.000013,5.266961,5.4238944,4.839958,4.676717,4.738492,4.9161086,4.81301,4.375411,4.351139,4.8233347,5.4864793,4.61222,4.452621,4.9490395,4.407372,4.4216833,4.940839,4.5103035,4.6876287,4.5306997,4.2030244,5.0193934,4.984469,4.788294,5.4282293,5.111918,4.5853662,4.9065714,4.121863,5.663337,4.3521523,4.833806,4.58058,4.3040237,4.787978,4.4933724
2006-09-16 00:00:00,5.5281596,5.2068434,5.027129,4.7636056,4.861932,4.819955,4.8702493,5.130248,5.5423594,5.2100706,4.71902,5.760076,5.078669,5.354144,4.2418213,4.839636,4.9590096,4.9839854,4.851552,4.34439,4.628095,4.5663137,5.3856516,5.432187,5.2989974,5.1001205,4.431647,4.2696466,4.768897,4.8247623,5.2611923,5.570235,5.181429,4.430726,5.341087,5.5033555,5.017443,5.3548956,5.180403,5.028495,5.0611525,4.707601,4.784106,4.747474,4.740493,5.623965,5.4590373,4.3313475,4.521979,5.2566595,4.892847,5.140916,4.7281294,4.998703,4.5299034,4.673031,5.818708,4.887169,5.040001,5.010001,5.2724776,4.902832,5.328927,4.969725,5.4061646
2006-10-16 12:00:00,4.9327574,5.3344398,5.4483767,5.1266932,5.0409865,5.725983,4.58459,4.809661,5.127928,5.714342,5.456208,5.346173,5.2487144,5.6278586,5.201434,5.110056,5.252076,4.737958,5.4688935,5.2132974,6.3919916,4.955882,5.4635468,5.152545,5.4200807,5.007984,5.39478,5.285016,5.5147896,5.210127,5.113711,4.8996296,4.934436,5.0644503,5.826315,4.9600782,5.969645,5.939099,4.8253026,5.1036863,4.6841645,4.8433394,5.1803946,5.1498284,4.8966165,5.4385314,5.008039,5.9569645,5.535737,4.6170483,5.766432,4.809488,5.548725,4.5772295,5.4688816,5.041687,4.5901003,5.314357,5.9437,4.893979,4.8711305,5.0490875,5.5067153,5.996862,6.4711723
2006-11-16 00:00:00,4.305032,5.233928,5.868989,5.180458,4.7706347,6.1693125,4.8243794,5.626315,5.2352924,5.464148,5.948285,4.9089823,5.3064666,5.888013,4.6951537,5.838022,4.863328,5.58387,6.0265813,4.582451,5.5494223,5.421038,5.464747,5.028463,4.5693216,5.3177032,5.2918096,5.8740797,4.8490005,5.106576,5.0883193,5.1945715,5.798358,5.611396,5.21239,5.865613,5.8643866,6.1170397,5.219414,5.1726294,5.646227,5.7093368,5.7248354,5.9461493,5.301892,5.290866,5.883493,4.84979,5.2388577,4.6529846,5.8849688,5.5281105,5.441723,5.8590555,5.0126457,5.2708015,4.9856124,6.0802526,5.884782,5.274951,5.126083,5.87322,5.2726755,5.3609953,5.1137757
2006-12-16 12:00:00,6.50533,5.2618723,5.85486,4.98002,5.6497855,5.607904,5.791364,5.5320992,5.116646,5.087163,6.047612,5.730774,4.572762,5.481242,5.2434826,5.2692323,4.7422786,5.681328,6.2504816,4.9326386,5.6028056,4.412791,6.3505077,5.396168,5.81669,5.9829407,5.4978895,4.883304,4.819194,6.50707,5.7259316,4.5018053,5.006962,6.1023664,5.717832,5.433436,5.1080604,5.191781,6.18403,5.0328665,4.6054673,5.689846,5.021657,5.688016,4.73903,5.001836,5.5245423,4.804059,4.3722205,5.0202446,5.211734,4.8429747,4.8138857,5.094162,4.6179323,4.740674,5.936046,4.8627915,4.7012916,5.7846856,5.3569593,5.717304,5.2154016,5.7192497,4.5227594
2007-01-16 12:00:00,5.8045826,5.8919344,5.3664165,5.0038095,5.0904922,5.218194,5.7072463,5.437849,5.3376036,5.531488,5.973822,4.706474,5.29444,4.854128,5.3532,5.0931025,6.6307974,6.7298117,5.46028,5.667711,5.466859,5.036332,6.0633903,4.630927,5.8591413,5.7563868,5.359507,6.0057178,5.4859858,5.2442255,5.5099416,4.6901283,6.5359664,5.304782,5.87204,6.0653615,4.823602,4.901804,5.8248367,5.4866385,4.780366,6.067765,5.448096,5.319828,4.651002,5.3208694,5.5036035,4.433345,5.029233,6.205159,5.020044,6.7188606,5.7682533,6.2601137,5.077969,5.686888,6.580701,5.395653,4.8950014,5.525573,5.458937,5.539691,5.258724,5.9910727,5.218047
2007-02-15 00:00:00,5.4734945,4.4936843,5.5093203,5.671035,5.9597645,5.6681166,5.6173387,5.0099373,5.952903,5.6240883,5.7714624,4.398801,6.893959,6.544551,5.5183573,5.6009417,6.304685,5.2084665,6.370776,5.1985064,5.400267,5.774719,5.1695848,5.5890713,5.0203404,6.511808,5.6719103,4.980417,4.5807285,6.064903,4.7958817,5.490426,4.865239,5.5739517,4.6922684,6.0432215,5.0190873,5.7195683,5.011134,5.0061126,5.57229,5.2061725,6.019409,5.067276,5.5101686,6.278412,5.0816865,4.581401,4.745368,5.874697,5.451459,6.076063,5.3541355,5.9792356,6.164038,6.0384107,5.7914186,5.888542,5.212682,4.8149447,5.763362,5.069478,6.2533536,6.696251,6.0645385
2007-03-16 12:00:00,5.0807915,4.7546287,5.034085,4.7777686,4.7611933,5.248235,6.3127985,5.583118,5.381879,5.4856234,5.874312,5.2551737,4.997324,6.0333323,5.326537,4.93281,6.380144,5.709077,5.350833,5.8649306,4.533566,5.934198,6.8977647,6.077298,5.398538,5.59368,6.040134,5.303118,4.578381,5.6874914,4.893424,5.4571543,5.6897264,6.3270597,5.3251414,5.688548,5.811498,5.089278,5.140094,5.314322,5.004134,5.197088,5.5291567,5.2225814,5.1592746,5.0306516,5.0942297,5.051624,6.32814,5.419143,6.10016,5.9588943,5.4111695,4.7694993,5.57031,5.0873556,6.079332,4.888623,5.1208,6.172474,4.644889,5.4006233,5.1331606,5.245789,6.724663
2007-04-16 00:00:00,5.302862,4.876816,5.3683977,6.3756857,4.873365,5.1010165,5.0579076,5.8978677,4.788479,5.5017977,4.548661,5.7693877,4.55729,4.315632,6.557868,4.769815,5.4266906,5.5167685,4.889756,4.761537,4.2667913,5.904026,5.7432103,4.829074,5.0426064,4.584476,5.001582,7.081188,4.7254133,5.325203,5.9495635,5.100341,6.2479424,5.729844,5.6293263,5.638297,5.7834787,5.1438546,5.6583896,4.8314586,5.6484137,4.846713,5.0690904,6.3042383,6.241952,5.1484923,5.163676,4.588538,4.6921206,6.147124,5.146514,4.772077,5.6841307,4.727988,4.484717,5.882997,5.4493446,5.063855,4.9211397,5.076708,4.5450473,5.1781745,5.0808725,4.497243,5.2766743
2007-05-16 12:00:00,3.6326458,5.565793,4.440513,5.0124564,3.6493142,5.3219385,4.5943174,5.388983,5.1185784,4.36868,5.1079154,5.0194616,4.562665,4.9283776,6.4443398,4.8737044,5.118819,5.065508,4.34305,4.1882296,4.630199,5.0403466,4.9867554,4.4686103,4.123628,5.0183473,5.373834,4.658,5.75717,4.9778986,5.2132807,4.9410377,5.147399,4.5673895,4.5613303,4.4938316,5.4457664,4.321433,4.2020073,4.9726496,4.9256353,4.2720284,5.562941,5.0335793,4.9963717,4.776764,4.8493514,4.112155,4.692273,4.554061,4.97826,3.6630254,5.0009055,4.402316,4.1749506,4.931076,4.455765,4.2906976,3.825602,5.5422063,4.165739,5.992438,4.4215593,5.201656,5.3996553
2007-06-16 00:00:00,4.0827317,4.4417825,4.331319,4.983284,4.4873824,4.089719,4.491521,5.6545005,4.329962,4.3973913,4.3068933,4.250846,4.4924073,4.0930557,5.769488,3.6537354,4.5393095,4.3058867,4.246011,4.745477,4.128791,4.471873,4.03568,5.004966,4.2932262,3.9771588,3.8022475,4.3600984,5.7560167,4.424445,4.495763,4.0339556,4.6984076,4.1945677,4.114233,4.6215754,4.908585,4.5530157,4.3205576,3.3452206,4.100638,4.3641686,4.357192,4.088569,5.018195,5.245384,4.3985496,4.4074793,4.830326,3.8154664,5.046037,4.6418424,4.3964753,4.3006353,4.5722857,4.626996,4.27946,4.1357985,5.3076563,3.9345024,4.1366982,4.520743,4.8630424,5.2552977,4.140629
2007-07-16 12:00:00,4.304864,4.853419,4.4295607,4.8549147,4.0404882,4.5711203,3.9090667,4.811249,5.0679855,3.9028459,4.184737,4.855871,5.2208905,4.801657,4.7364974,4.292524,4.9578924,4.0971184,4.1382494,4.9425135,4.8124094,3.983165,4.599018,4.6016064,4.4600782,4.1532717,4.1550393,4.1817217,4.717869,4.1064363,4.713553,5.002954,4.5133095,4.770421,4.0473847,4.8798385,4.231206,4.8845086,5.52689,4.4093437,4.054113,4.280234,4.977948,4.5842624,3.9679642,4.8155313,4.6245484,4.393798,4.907748,4.6352677,4.867219,5.8876395,4.314064,4.077661,3.9949489,4.0722885,4.174781,4.493488,4.8930216,4.2759414,4.2295485,3.9173305,4.5560923,4.3214407,4.9079466
2007-08-16 12:00:00,4.9914265,4.8200636,5.27681,4.9474587,5.2060246,4.5291595,4.5209317,4.9955635,4.3159113,4.38193,4.4647017,4.6853957,4.811163,5.229819,4.4132466,4.4741592,4.6953435,4.306938,4.497499,5.0108123,5.114293,4.6022124,4.559846,4.7589664,4.3691483,5.0434003,4.575841,4.850281,4.3321414,5.037489,4.9497843,5.6916084,4.429001,4.539957,4.731143,4.7905626,4.702614,4.6177263,5.4902067,4.4260893,4.537417,4.551163,4.799084,4.607582,4.69279,4.499179,5.15462,4.727866,4.963894,5.1855836,4.6304555,5.404109,4.806484,4.2787604,4.7154074,4.6773367,4.4908185,4.814509,4.6398454,4.781941,4.832025,4.3528714,4.495053,4.627519,4.621483
2007-09-16 00:00:00,5.551093,6.029831,5.6563115,5.3353834,5.1922493,5.1208754,4.3428917,5.69415,5.5062723,4.98468,4.7653313,5.0517244,5.5445876,5.673362,4.6031256,4.995233,4.9069777,5.672949,4.9663024,5.06293,4.852752,5.047406,5.239206,5.201654,5.151566,4.9318476,4.457973,5.047882,5.1668153,5.5370126,5.250657,4.8503165,4.729013,5.2511277,5.333831,5.1550317,5.087283,5.0776687,4.799372,5.285441,4.430381,5.153094,5.3854017,5.12601,5.1752954,4.658956,5.36846,4.621774,5.7374063,5.3396225,4.9212093,5.590575,5.2680902,5.1811156,5.1097364,4.7151957,5.337818,5.183358,5.33937,4.9739776,5.3126364,5.1398935,5.838576,5.180153,4.810654
2007-10-16 12:00:00,5.1721725,4.9326577,5.0864143,5.9043403,5.403741,5.2925777,5.040879,5.226265,4.972359,5.3051033,5.406828,4.874593,4.7458353,4.786298,4.700596,5.3753457,6.0730166,4.885034,5.4562674,5.0092287,5.145687,5.039417,4.699848,5.2438498,4.7127743,5.4265738,6.031543,5.1849756,5.0265775,4.9828253,4.870215,5.563851,4.908589,5.3600845,4.961963,5.128463,5.2828374,5.655722,4.723672,4.3072615,6.463804,5.2275734,5.237487,5.769454,4.856267,4.296847,4.804584,4.3970957,5.8218546,4.947774,5.2601576,4.851915,4.8906393,5.3820357,5.666854,5.160718,5.8495955,4.8398695,5.0588365,5.3738904,5.659304,5.176359,5.435899,4.7966933,5.7249055
2007-11-16 00:00:00,5.6827,4.9584856,5.6005754,5.7295523,5.3421283,6.313285,5.1604743,5.177257,5.4231553,5.0734067,5.1113687,5.55221,5.511344,5.996433,4.963376,4.864423,5.0573072,5.219163,5.513449,5.319898,5.2285132,5.6219916,5.1742234,5.3836474,5.991029,5.1050615,5.212726,5.984329,6.0724688,5.266839,5.4575157,4.967237,5.2570853,5.251321,6.256118,5.883484,5.715438,4.5490885,4.8391113,5.713512,5.237602,5.8031406,5.2257094,5.240424,5.29904,5.2857614,4.3224525,4.796552,5.4736614,5.288841,5.801283,4.8433146,5.4883184,4.456507,5.013829,5.2394905,5.216558,5.2044196,5.6794176,5.751604,5.256241,5.4876294,5.577089,6.3375087,5.5815954
2007-12-16 12:00:00,5.0350776,5.0381284,5.0861526,4.671982,4.9896407,5.0334477,4.6556726,5.012077,5.4661446,5.206414,5.7742143,4.4219007,4.929387,5.0784144,4.936942,4.964637,5.023904,5.1179605,5.5902405,5.0207086,5.215985,5.636266,6.2489004,4.966329,5.284218,4.4192457,5.05773,5.355005,5.3891644,5.842299,5.302402,5.4037285,5.1290164,5.077176,5.1815434,5.3775454,4.949513,5.7806234,5.550462,5.849989,5.6355042,5.7367516,5.183312,6.0854597,6.348563,6.561361,5.233344,4.592537,5.1484847,5.77662,4.8175592,5.5163326,4.5739317,5.4790454,5.9083014,5.355966,5.25515,6.115382,5.35563,5.5594344,5.5445323,4.7624717,5.2396035,5.4710207,6.226432
