time,r11i1p1f1,r10i1p2f1,r11i1p2f1,r13i1p1f1,r13i1p2f1,r14i1p1f1,r10i1p1f1,r12i1p1f1,r12i1p2f1,r25i1p2f1,r9i1p2f1,r8i1p2f1,r9i1p1f1,r4i1p1f1,r4i1p2f1,r5i1p2f1,r6i1p1f1,r7i1p1f1,r7i1p2f1,r8i1p1f1,r5i1p1f1,r1i1p2f1,r19i1p1f1,r20i1p1f1,r21i1p1f1,r22i1p1f1,r20i1p2f1,r21i1p2f1,r1i1p1f1,r19i1p2f1,r24i1p1f1,r39i1p2f1,r3i1p1f1,r38i1p2f1,r24i1p2f1,r40i1p2f1,r3i1p2f1,r36i1p2f1,r37i1p2f1,r29i1p2f1,r27i1p2f1,r2i1p1f1,r25i1p1f1,r26i1p2f1,r22i1p2f1,r23i1p2f1,r23i1p1f1,r28i1p2f1,r18i1p1f1,r18i1p2f1,r17i1p1f1,r16i1p1f1,r15i1p2f1,r15i1p1f1,r14i1p2f1,r2i1p2f1,r35i1p2f1,r34i1p2f1,r30i1p2f1,r17i1p2f1,r16i1p2f1,r32i1p2f1,r31i1p2f1,r33i1p2f1,r6i1p2f1
2002-01-16 12:00:00,6.0451937,4.6512866,5.8670225,5.967064,6.2179723,5.845025,6.639617,4.9983826,6.784747,4.9526105,5.8135138,4.615014,5.9676814,5.4960146,5.1512556,5.4867344,5.300642,5.3171935,7.106032,4.8020144,6.255904,5.9293823,4.819499,5.8833513,6.3456597,5.155712,5.3923893,5.610652,6.5733824,5.1514487,5.097136,5.919593,5.455953,5.312745,5.234828,5.2295785,4.629815,5.026626,5.008731,4.9848223,5.62341,4.9009156,4.89071,6.6013184,5.233072,4.9731116,6.252206,4.925229,5.8743567,5.4612937,5.4217124,5.0263186,5.679832,5.077714,5.3761826,4.995932,4.873435,4.941406,4.6080704,4.5961146,5.9820504,4.90381,5.4526267,5.8362427,5.430902
2002-02-15 00:00:00,5.922418,4.806264,5.580832,5.6927156,4.921899,5.6256022,4.9322004,5.124381,5.3649306,5.218413,6.506105,5.5379386,4.959834,5.0197096,5.2968607,5.283353,4.717498,4.7214203,5.3447967,6.2160606,5.4804645,6.689865,5.0429163,6.052805,5.07524,5.5613317,6.361017,5.3868456,5.716857,5.79276,6.1200166,5.3430915,4.929905,5.983474,5.622885,5.868815,5.4837217,5.1161327,5.7258935,5.3063726,5.5820303,5.8954496,5.637506,5.8260665,5.838182,5.429177,5.539116,5.1100326,5.491259,6.829857,5.994185,5.613426,5.361577,5.907449,5.3345757,4.8465776,5.072862,5.163928,5.3600707,5.2361794,5.446925,6.643645,4.7089186,4.6442423,4.8877807
2002-03-16 12:00:00,5.19253,4.9214907,5.2200994,5.8260193,5.1249304,5.552234,5.948951,5.252745,5.103777,5.0057364,4.8997507,4.743581,6.4963737,4.604369,5.32228,6.309764,4.9748983,4.6421547,6.200325,5.817029,5.028942,5.7318487,6.269147,5.419272,5.1123257,6.207095,5.4364634,4.434987,5.6721716,5.760019,5.503217,5.6334405,6.125085,5.848984,4.8702545,6.161201,5.876935,6.5639954,5.3101907,5.4245596,5.1099753,6.1767473,5.079896,5.627703,5.298,5.127897,5.617629,5.5914,5.64477,4.8283205,5.581677,6.19871,4.343848,5.7413125,5.289316,5.229764,5.6618147,4.53773,5.93089,5.5009537,4.9305215,5.527651,5.407651,4.760478,5.3351808
2002-04-16 00:00:00,5.2957315,4.3203297,4.7449512,4.8754244,5.188325,5.1284423,5.6096616,5.654757,4.524457,5.262294,4.405176,5.0438333,4.939782,5.091515,5.034428,4.937787,4.713281,5.314467,5.6938353,5.517583,5.047602,5.0943737,5.0941095,5.3054285,5.6953807,5.529071,4.5984488,4.751565,6.2000647,4.467763,5.158786,5.40315,5.603271,6.3110895,4.2945023,5.884465,4.7125754,4.4869723,5.504243,4.6671724,4.9224358,4.7957764,4.4817667,4.617874,6.2102523,5.5976706,5.16942,4.7027116,4.6431684,5.6960225,5.2074294,5.204873,4.611333,6.3095026,5.0556726,5.9835243,5.694588,5.200708,5.7373796,4.5321484,5.481287,5.3201294,4.8516307,4.6370945,4.9273024
2002-05-16 12:00:00,4.290923,5.787432,4.354271,4.665921,5.0710335,4.767581,4.8200097,5.933503,4.2893724,5.3446913,4.1801524,4.470376,4.989489,4.8707595,4.891295,4.66097,4.4835634,5.491206,4.366169,4.402448,4.2485604,4.095786,4.9264116,5.0334496,4.661541,6.283503,5.8238893,5.9885674,4.840268,4.436666,4.263569,4.2375154,4.937039,4.9103365,4.0042243,5.4538913,3.844976,3.872399,4.6380153,4.6845994,4.3371644,5.623525,4.4888353,4.705357,4.847398,4.5078354,4.3596992,5.180799,5.019982,4.8481793,4.912468,4.9492054,4.4844913,6.2164745,5.14877,4.3723555,4.6399584,4.3105173,5.0679917,4.374804,4.9209375,4.034543,5.0823784,4.1910744,4.277639
2002-06-16 00:00:00,4.1224427,4.1001673,4.712039,4.5421953,4.6913385,4.5505805,4.128022,4.807186,4.1246247,5.4442797,4.4639273,5.177253,4.4368143,4.934616,4.626096,4.443552,4.2048073,3.8202152,4.5258927,4.6047087,4.755638,4.167166,4.6022935,4.5636873,5.4545794,4.2962203,4.936692,4.3055844,4.267006,4.756601,4.7286196,4.3128557,4.3286223,4.1513577,3.7553124,4.7476206,4.0047617,4.2790313,3.9402206,4.117828,4.289369,4.5676155,3.9712749,4.262229,4.0361543,4.374208,4.6147933,4.2486987,4.3727694,4.0489974,4.4312944,4.3283644,3.5565248,5.3637853,4.5348654,4.47265,3.811381,3.6416144,3.8330574,4.229326,4.388752,3.962748,4.9401293,4.507595,4.6100473
2002-07-16 12:00:00,4.3950033,4.660094,4.8427134,4.521497,4.0783134,4.3219957,4.6115894,4.739054,4.4692883,4.6273065,5.319313,3.9263072,4.5324693,4.1266603,4.4635687,4.1504154,3.7299721,4.5722194,4.077965,4.1865225,4.0506196,4.7297173,4.2115035,5.0226502,4.2410526,4.88902,4.603446,4.924182,4.5162497,4.137249,4.3885307,4.9152365,4.242324,3.788432,3.7276192,3.9822807,3.8993988,4.286439,4.416995,3.9109092,4.049311,4.3654814,3.7779915,4.9149094,4.759407,4.5483675,4.351947,4.9282703,4.1331134,4.50945,4.8082895,4.549885,4.499584,5.0422897,4.317523,4.749091,4.389624,4.306165,4.3763876,4.1168947,4.0564218,4.6401963,4.6692543,4.0084677,5.0512543
2002-08-16 12:00:00,4.713387,4.3026233,5.8631735,4.333259,4.743616,5.256898,5.529049,5.2960863,5.0674524,4.744345,4.743272,4.774331,4.8629026,5.2260933,4.8294168,4.5378737,4.950037,4.834527,4.7096696,4.5406013,4.481326,4.653178,4.8224382,4.47346,4.956031,5.1746073,4.9487205,4.9182982,4.390661,4.2169995,4.9507594,3.9278903,4.4672027,4.7955656,5.0859675,4.073282,4.94496,5.2738595,5.0868444,4.944705,4.854533,5.7381315,4.2855864,4.7117724,4.488269,5.0167093,4.370655,4.1770816,4.80673,4.551205,4.801438,4.4389057,4.9592905,4.9188433,4.908105,4.8581176,4.4358163,4.754089,4.4901285,4.369149,4.4513073,4.47127,5.371775,4.891831,5.28773
2002-09-16 00:00:00,5.678843,5.3487177,5.050138,4.7368255,4.894885,4.937453,5.1685276,4.9641824,4.9774156,4.8671684,5.2618246,4.6170025,5.124076,5.182939,5.216878,5.4990816,4.6174645,5.592297,5.211375,4.426081,4.870536,4.7697196,4.9982023,5.424187,5.234215,5.0417666,5.4047446,4.945684,5.176734,5.313737,5.0438614,5.014539,4.731789,4.2838163,4.800532,4.633073,5.3870034,5.1867146,4.9950027,4.6307116,4.8451934,5.422591,4.8656335,5.345675,5.362821,5.364613,4.8119364,5.190755,4.938077,5.71949,4.7533064,4.5614386,5.291289,4.923706,5.043618,4.938638,4.994874,4.7369623,4.5510087,4.3542366,5.5711875,4.8126464,5.0832787,5.672961,4.860604
2002-10-16 12:00:00,4.833419,4.995543,4.7908936,5.275836,5.7126884,6.042883,5.1297774,5.460425,5.533828,4.8340063,4.812521,4.725695,5.213252,5.12651,4.6510487,4.652878,4.5471897,5.328106,5.4352317,5.3804927,4.6135573,5.0530024,4.8690095,5.3143263,5.008259,5.291949,4.5059776,4.499311,5.232255,5.3913817,5.5305758,4.632765,5.46453,5.6737785,4.758352,5.136014,6.0253706,5.214736,5.003099,5.185204,5.3965716,5.2503753,4.926526,5.5716925,5.094462,5.224391,5.529047,5.3917837,5.3082986,5.2229977,5.26288,5.2970023,5.5779305,5.0620546,5.396758,4.9557695,5.0077076,5.327572,4.597315,5.0528116,5.1861143,5.0274453,5.206853,5.5597095,4.778095
2002-11-16 00:00:00,5.4117813,5.2640123,4.8581057,5.1167517,5.4673448,6.3542213,4.631318,6.027129,6.110135,5.857132,4.9006987,5.70732,5.3040752,5.008311,4.251605,5.5337653,4.7101583,5.087551,6.6860595,5.6043344,5.3907957,5.548972,4.391043,5.3625846,5.1337843,5.463814,5.7020125,5.563963,4.9667377,5.5730677,5.249108,5.7560444,5.4320216,4.8859825,5.1574593,5.9482937,6.8701973,5.642376,4.60185,5.4201612,5.499065,5.6741743,5.7894773,5.882894,5.229769,5.367587,5.121816,5.685724,5.905509,5.4974875,6.271573,5.178849,5.612118,4.929274,4.922385,5.817762,5.56011,5.311339,6.3070674,5.2656336,5.915242,5.626363,5.1070294,6.060646,5.1716537
2002-12-16 12:00:00,5.4302454,5.5717397,5.5088916,5.8507233,4.859736,5.2359076,5.3805237,4.844724,5.903735,4.684766,6.0627556,5.0276833,4.9767647,4.701064,4.818282,4.7608404,4.2837515,5.288316,5.920343,4.695489,6.576319,5.035331,5.7334795,4.878209,5.378966,5.278849,6.548925,4.6304007,6.0500765,5.9017725,5.860719,5.408538,5.0110564,5.1559196,6.8542213,5.6320524,5.6347756,5.443308,4.8288546,4.80756,5.264175,5.6629877,5.973037,5.317092,5.367437,5.393426,4.698584,5.1463385,6.601781,4.394098,5.2336035,4.836282,5.2673354,5.407775,5.32946,5.7753158,4.4424376,4.7389746,5.3045764,5.3683934,5.763524,5.7698956,5.162072,5.057112,5.1570754
2003-01-16 12:00:00,6.531667,5.843597,6.1254005,5.27133,4.8665743,5.5196486,4.632103,7.2268724,6.0300484,5.3879876,5.874153,5.2757897,5.1806,4.9304605,5.920123,5.619961,6.3926926,5.739892,5.5958633,5.268482,5.573142,5.7479286,5.7756686,5.047675,4.656022,5.4609733,5.1994653,4.8416104,5.9587107,5.701702,5.08904,5.215902,5.0754085,6.3543305,5.0188646,5.102188,6.228415,5.9688454,5.243208,4.606435,6.0399885,5.031646,5.9342623,5.5016823,5.2753716,5.2131968,5.9851,4.9325385,5.558321,5.4672403,5.004733,5.950799,5.3290215,5.515031,5.545203,5.3309836,5.6531363,5.4409842,5.5820594,5.125203,4.3810177,5.5598106,6.016985,4.6431723,5.080774
2003-02-15 00:00:00,6.412998,5.738359,5.9541864,6.2652597,4.685099,5.3871794,4.9909234,6.2326384,6.9008665,4.6557236,6.2271132,4.790383,4.4034286,4.9616494,4.9600563,5.539901,5.248085,4.2901945,4.6272154,4.2121224,5.7403345,5.660132,5.4155602,4.536372,5.566624,5.5165014,5.1740756,5.1597795,5.9530272,5.293032,5.7165527,5.152316,5.04376,6.6879272,5.4778748,4.6930294,5.095903,4.9330916,5.620711,6.266963,4.613811,5.9586096,5.6186934,4.969813,4.8623323,5.212138,5.9204445,5.383593,5.5661426,5.6871862,5.176216,5.2114778,5.741913,5.361476,5.720247,5.1586666,6.0738955,6.0737724,5.6325083,5.215148,6.3738036,5.4567504,4.911521,4.2165694,5.7610097
2003-03-16 12:00:00,6.119647,5.602671,5.189767,5.104287,5.375193,5.6956377,6.0182014,5.120345,6.286626,4.905378,5.3788805,5.2625713,4.749676,6.609117,5.938149,6.023385,5.294441,5.550213,4.705997,5.1984725,5.977222,4.8144755,5.4789457,5.4467764,4.764048,5.147241,4.776291,5.0972204,5.7129016,5.6765924,5.1366835,5.256695,5.898507,4.477607,5.2516456,5.07566,4.389664,4.7693834,5.1823835,5.068167,6.3401976,5.6252317,5.7682,6.2027836,5.2148767,4.9860063,4.8157525,5.895015,4.9992857,5.1958103,5.757407,5.737288,5.480559,6.0081787,5.9179163,4.600728,5.444642,5.760342,5.257709,5.5722055,5.941226,5.691331,5.2794676,5.6561494,5.4655104
2003-04-16 00:00:00,5.812534,5.4686813,5.161939,5.5948133,5.5850577,5.235461,5.0352907,4.8292723,4.5664167,6.0573187,5.4467382,5.068732,4.4513884,4.6739707,4.364505,4.799453,4.724655,4.6089478,4.6506763,5.1682186,5.4677043,5.650776,3.9457269,4.7907124,4.883954,5.0826406,5.5535097,5.1924276,5.2288837,5.335562,5.444687,5.43559,5.0069633,5.1829014,4.6610603,4.901828,4.833458,4.5182705,5.7988024,5.8893766,6.1490326,5.385755,6.3425584,5.0328684,4.3450203,4.1565084,5.734022,6.192701,5.0285883,4.846643,6.0926948,5.5516534,4.9125123,5.0927243,5.3352766,4.202903,5.3732114,5.1206365,5.575967,5.5758457,4.844289,5.492532,5.3693914,4.3651896,4.8338404
2003-05-16 12:00:00,5.2661605,4.6855755,4.144812,4.3688807,4.7578583,4.392204,4.9204426,4.248332,4.7886477,4.8798113,4.877967,3.9983535,4.43528,4.0934067,4.3453298,4.7566133,4.3035684,4.895128,3.487774,3.9398918,4.5163155,4.798303,4.698354,3.8655019,4.965045,4.8159523,5.3253555,4.5653443,5.760777,4.895109,4.597003,4.9144087,4.7130833,4.28877,4.7460732,4.3576674,4.125556,4.245278,4.7984447,4.7430744,5.6885386,4.696008,4.8008523,4.1845818,4.1625,5.150857,4.316687,4.047855,4.459656,4.8312187,4.7808075,4.9075594,4.9578314,5.785634,4.4666023,4.9794607,4.076412,4.4675727,3.8212597,4.165805,4.460305,5.465877,3.7698395,4.396665,4.3015833
2003-06-16 00:00:00,4.562179,3.7374854,4.4587755,4.1100664,4.415245,4.0546274,4.0111384,4.3810306,4.0511575,4.4513273,4.120324,4.664378,4.2245474,4.6048055,4.8795977,4.0488663,4.324247,4.0330763,3.9731536,4.0715094,4.667069,4.807573,4.6920924,4.039666,4.2799067,4.1398497,4.2109337,3.640264,5.0304484,4.389712,4.7720947,4.871799,4.48601,3.7513459,4.474659,4.321665,4.863375,3.7816043,4.083295,4.230152,4.1668158,4.3878493,4.036469,4.260526,4.667539,4.3900404,5.204853,4.287838,4.1852646,4.229159,3.704296,5.0995054,4.113243,4.2212706,5.0675306,4.278616,4.2423205,3.6393914,4.1320734,3.5588768,4.8402414,3.7762294,4.018988,3.795709,4.218009
2003-07-16 12:00:00,5.2271004,4.042559,3.7984512,4.183799,4.273352,4.490508,4.7702456,5.451326,4.8865843,4.2838206,4.5864305,4.746389,4.669955,4.669818,5.0125184,5.1400604,4.1604004,4.5514235,4.3675094,4.3440475,5.244332,4.644755,4.0061135,4.1951494,4.4710374,4.3485575,5.2895555,3.9250748,5.458098,3.8278441,4.647702,3.9075065,4.1043277,3.9129014,4.143504,4.101874,4.7346373,3.9624336,4.0145226,4.517085,4.286008,4.3983984,4.209672,4.5085206,4.314095,4.4697227,3.791266,3.9283504,4.186493,4.494644,4.583068,4.2089334,4.624846,4.6640754,4.0605764,4.65882,4.6113615,3.9752407,3.9308083,4.2827888,4.310608,4.454567,4.6200566,4.6537924,5.0194945
2003-08-16 12:00:00,5.3172956,4.657216,4.57305,4.9717455,5.1297293,5.135915,5.0399914,5.129676,5.5814795,4.680574,5.4168653,5.3186827,4.355213,5.722055,5.196181,4.568862,5.00184,5.094053,4.6143026,4.7306566,4.423591,4.809555,4.781913,5.0579033,4.4585485,4.750304,5.040198,4.58331,5.2999816,4.7458644,5.4462953,4.1481047,5.1292987,4.487484,3.995385,5.0242257,4.9313345,4.240967,4.607205,5.3303504,5.2471695,4.7385545,4.4117746,4.626719,4.8915,4.4898973,4.982348,4.1619616,4.992357,4.2657332,5.1797833,4.0136023,5.0526896,5.1108184,4.071658,4.7752266,4.7087164,4.3740597,4.306278,4.9542036,4.606084,4.9174395,5.041812,5.543686,4.4626684
2003-09-16 00:00:00,5.1957426,4.7845774,4.583768,5.549679,4.759206,5.7926035,5.07117,5.6519747,5.15906,4.607561,4.7247796,5.3418813,4.8425145,4.7877927,5.311282,5.072616,5.307645,4.943457,5.669558,4.782151,4.6643286,5.082284,4.978064,5.002777,4.81092,4.735862,5.0210915,5.839471,5.1246886,4.658614,5.1654153,4.6555014,4.7200723,4.846475,5.327365,5.450437,4.794015,4.672047,5.006274,5.174157,5.512113,4.9652276,5.0797157,4.938379,5.813237,4.3343782,5.517959,4.935595,5.164479,4.8428736,6.151643,4.7154684,5.303104,5.2998276,4.3652406,5.0117874,5.20138,4.574559,4.823121,4.722982,5.0109634,4.784623,4.505803,4.949151,4.958139
2003-10-16 12:00:00,5.4762588,4.3965845,5.0102754,5.3846307,4.9095354,5.2666807,4.8829746,6.1881204,5.4356537,5.105945,5.287002,4.70739,5.2515297,5.12052,5.236151,5.3969893,5.8675795,4.7832375,5.5764537,5.170249,4.8705173,5.7430353,5.0704985,5.183577,4.982096,5.660302,6.0973263,5.487311,5.4827967,5.2107706,4.9853106,5.712718,5.09673,5.000626,4.916833,4.8453054,5.6628804,5.218142,4.88244,5.056159,5.3690763,5.2499485,5.3660264,5.427438,4.938994,4.962026,4.9029403,4.585753,5.755964,5.1292124,5.122506,4.5680437,4.8730536,5.6360426,5.0268726,4.844645,5.5108967,5.5744834,5.191652,4.514367,5.7259274,5.116024,4.3150697,5.065641,5.945236
2003-11-16 00:00:00,5.913138,5.5790353,5.2681723,6.0667095,5.475731,5.5999765,5.320161,5.483757,5.5193596,4.936002,6.285922,6.3372808,5.5696726,5.404676,5.085612,5.0740676,4.8955703,5.7667513,5.5109262,4.9726324,5.4413514,5.5960493,4.8125963,4.60995,5.420994,4.878724,5.032374,5.1818438,5.3803544,5.6856833,4.7366824,5.3414626,5.088075,5.072426,5.12204,5.3403215,5.4702044,4.8259974,5.1237373,5.310267,5.1342187,5.035469,5.0265045,5.625091,5.8800354,4.809961,6.3375845,4.9561067,5.206198,4.710218,5.5424156,4.6432753,5.5690384,5.537698,5.473937,4.072693,5.7907724,5.332883,5.971377,6.0016103,5.450603,4.915601,5.3309655,4.8496346,5.923732
2003-12-16 12:00:00,6.1749334,5.1179285,5.1178308,5.1259727,5.57051,6.442814,5.9767823,6.095134,5.298092,5.021085,5.709245,5.816962,5.733129,5.235716,5.047326,5.951661,5.492063,6.456809,5.2667503,5.4996414,5.415458,5.1978087,5.098494,4.7007203,4.7708125,5.0382824,5.0578146,5.109119,5.7200556,4.919937,5.4257483,5.464443,4.7533283,4.7583246,5.3533096,5.3820434,5.0743976,5.5275655,5.049169,5.1636515,6.6050477,5.4740124,5.665001,5.376046,5.1326013,4.839057,5.5024934,5.138819,6.0698256,5.3636107,5.163291,5.1453,4.6879535,5.0325537,4.9773874,5.2284384,5.187394,5.653395,4.9908915,4.917198,5.9891233,5.055681,5.44215,4.7503304,5.0461245
2004-01-16 12:00:00,4.905403,5.6263237,5.004119,4.895686,6.2924333,6.1699853,6.2252464,4.9367695,5.3159194,5.6656313,5.9927826,5.5912447,5.085289,5.4885597,4.546754,5.155564,4.774771,5.993303,4.4939184,5.1913834,5.895523,5.7481103,5.120969,5.5370064,4.5165,6.169177,4.951937,5.1639853,5.9516234,5.321486,5.74692,5.3407736,5.015937,6.3479624,4.7343893,5.3611045,5.9500275,5.009623,6.033168,5.1984963,4.8335886,6.0676956,5.6829033,5.2054715,5.0778913,5.3569384,5.2243757,6.296603,5.8929987,5.8906813,5.651891,4.6515374,5.4908886,5.646676,5.0658007,5.750856,4.7163954,5.114464,5.5087023,5.1183085,5.8140845,5.3838053,5.2609725,5.262593,5.991359
2004-02-15 00:00:00,5.7625985,5.383624,5.649638,5.420226,5.1576905,5.5297136,5.9624047,5.8437896,5.310068,5.0095873,4.889015,5.1553426,6.474346,6.772151,4.458005,5.693805,5.360681,5.569081,5.776696,5.756045,5.5716615,5.6141267,4.483921,5.4697304,5.1857567,6.1066246,4.81389,5.5206156,4.7416806,5.326189,4.9259324,4.933142,5.010969,5.6886606,5.5968275,4.6163983,5.251754,5.8583083,5.9693923,5.404252,4.768183,5.7258935,4.751155,5.1772194,5.6728272,4.454115,6.574711,4.513968,5.40149,5.221347,6.452967,5.200625,5.5700397,5.917696,5.5821457,5.2353196,6.3354483,4.8608975,5.070462,5.3921523,5.8359146,4.78516,4.8309317,5.743973,5.212087
2004-03-16 12:00:00,5.70243,5.73384,5.4963355,5.0242815,5.3435926,4.9091516,5.719198,5.877762,4.9410734,5.8623824,5.413064,5.0360785,6.1236787,6.569298,5.9701157,5.9106445,5.2307568,7.2023354,5.0110755,6.850501,6.286994,5.8858614,5.121762,4.9771056,6.117439,4.89396,5.569302,5.050087,5.3444834,5.3679647,5.1531653,5.4006715,4.804431,5.060856,6.322378,4.17456,5.6739035,5.298131,5.927709,5.7259216,6.260074,4.1113076,4.2639747,5.3260126,5.6685266,5.407441,6.027236,4.4857254,4.868239,5.6748867,5.7887917,4.303654,5.0776353,6.0764923,5.309882,6.3188324,5.0726647,5.148033,5.698373,5.363453,5.9968047,4.7847786,6.1675763,4.837777,5.1174097
2004-04-16 00:00:00,6.420282,5.664974,4.994773,4.727379,4.776075,5.223725,5.4612303,4.6268334,4.897851,5.585807,4.359102,5.818589,5.2658973,5.170091,5.5292797,5.176511,4.7108154,5.745749,5.039013,4.8910775,4.632403,5.5606766,4.9532576,4.930032,5.029689,5.3532844,4.8965826,5.669664,5.028998,5.186808,5.4189224,5.750109,4.6079183,5.2657638,5.9793367,4.553344,4.877452,5.8793535,4.4954443,4.4923697,5.9444976,5.596793,5.0639687,5.7982063,5.107161,5.9658546,5.403199,5.8652377,5.6510253,6.176497,5.622252,4.6344237,5.4908304,5.2713556,4.4676995,5.5630774,4.981202,4.927368,5.2296095,4.2094555,5.295185,5.005334,4.7717123,5.8890905,5.773378
2004-05-16 12:00:00,5.971179,5.261422,4.2906656,4.662342,5.5892825,4.666612,5.775338,4.8772607,4.2677445,5.7025957,4.4852386,5.2217155,4.567668,4.12173,4.559934,5.039676,5.293017,4.8493624,4.7522535,4.5575647,4.573386,4.2113676,5.694711,5.5387416,4.623947,4.527858,5.2586503,5.060944,5.477706,5.120965,5.087943,5.106679,3.929818,4.115523,4.664459,3.8025558,4.9740777,4.253028,4.3544617,4.1535354,6.0196066,5.3011875,4.499544,4.4783044,3.9159184,5.7992687,4.5116925,5.200873,5.0009055,4.5827785,4.4901032,4.866748,4.5299397,4.5188074,4.277152,4.995311,5.0941606,4.5389314,5.1470895,5.4621916,4.8867226,4.5807314,3.8790066,5.1605024,5.283307
2004-06-16 00:00:00,3.736384,4.4782,4.2297115,4.564781,4.004026,4.404364,4.712236,4.5637026,4.092433,4.540493,4.101645,4.678363,4.2315593,4.9673567,3.802527,4.371839,4.5443344,5.087985,3.9279265,4.3538427,4.5352926,4.5848455,5.0244007,4.3746414,4.1387534,4.4119053,4.4794493,4.0259705,4.401812,4.1550407,4.764853,4.0451913,4.0368176,4.7936954,3.785724,4.2512083,4.4872727,4.063703,4.221246,4.571735,4.607712,4.6653337,4.1590004,4.523748,4.657186,4.2778077,4.257659,4.0957627,4.4382663,4.112934,4.0753555,4.9628677,3.728604,4.493589,4.0993223,4.417121,4.5102353,3.736868,5.223618,4.275188,4.305788,5.391593,4.374805,5.0153174,5.086686
2004-07-16 12:00:00,4.372481,4.3730097,5.447423,4.5017843,4.4736824,4.3210993,3.9249504,4.104212,4.3067627,4.552484,4.8664336,4.400976,4.6110864,4.3177257,4.096902,3.785933,4.1286783,5.223724,4.196032,5.1642923,4.2276287,4.349578,4.277298,4.4293284,4.688201,3.9646938,4.309855,4.0820227,4.473392,4.3575044,4.8814898,4.178908,3.8863678,4.4169927,3.7659347,4.2008667,4.371761,4.3669877,3.9042172,4.5035567,4.1929617,3.944558,3.9618638,4.1415277,4.209521,4.545012,4.6178565,4.0976024,5.341346,4.479265,4.6711283,3.8650894,4.666609,4.7935305,4.5024734,4.707505,3.6477096,4.305149,4.498576,4.047759,4.750749,5.622238,4.29085,4.26741,4.985313
2004-08-16 12:00:00,4.295989,4.755339,4.6562834,5.2553964,5.372301,5.6467886,4.9129844,4.7510295,5.0388455,4.253665,5.2033286,4.8696547,4.4293566,5.0190725,4.22342,4.7408576,4.7784324,4.43254,4.8086624,4.5397377,5.252962,5.371272,5.0554366,4.5523005,4.740152,4.255867,5.3214087,4.0711164,5.2535005,4.3679194,4.8415895,5.1192675,4.692809,5.096486,4.319323,4.6587687,4.7067122,4.88257,4.45959,4.6463,4.3146377,4.929833,4.990628,4.484475,5.2161183,4.8018265,4.6020136,4.984761,4.686366,4.8065214,4.916545,4.416829,4.6843476,5.0367904,5.2576966,4.3948493,4.506337,4.4091015,4.8320107,5.002106,5.0624456,4.823544,4.4926376,4.740466,4.705741
2004-09-16 00:00:00,4.8627715,5.219728,5.042862,4.959085,5.111615,5.605098,5.4802065,5.766202,4.876869,4.8927684,5.296832,5.324849,4.915387,5.1625443,4.197566,4.7936907,5.3941526,5.0817847,4.681674,4.7873454,4.580781,5.182568,5.154425,5.055171,4.94158,4.896796,5.1580443,4.766594,5.2006664,5.50262,5.419125,4.9833097,4.5806017,5.167165,5.254936,5.292122,5.276328,5.063876,4.9466076,4.9170227,4.66947,5.2088394,5.1364546,5.301657,4.936862,5.6658816,4.891734,5.5262704,4.8505144,4.551215,5.4156585,4.6056757,4.6177206,4.68789,4.714315,5.1588726,4.8595877,4.388836,5.6976585,4.7573056,5.7525735,5.5175066,5.1605783,5.2232184,5.446711
2004-10-16 12:00:00,5.253326,5.100904,5.2385626,5.4417787,5.468048,5.4960036,4.8455057,5.372346,5.0662174,5.0327744,5.027498,4.892583,5.287902,4.9549675,4.8204937,5.166504,5.024914,5.2994156,4.5623393,5.3190947,5.239033,5.0815663,5.4157,4.4975953,5.10695,5.794488,5.203557,5.4170747,5.0694594,4.6049576,5.835767,5.882718,5.617568,4.8444166,5.9225564,5.0137033,4.3845963,5.0623636,5.298869,5.7429876,4.6814337,4.993083,5.5153327,5.5302806,4.7283597,4.690039,4.991053,5.4703913,4.74898,5.684376,4.578841,5.013788,6.1143084,5.061923,4.9674177,4.778049,5.543566,5.2778873,4.9761415,5.00817,5.2254286,5.1321883,5.0398765,4.973294,5.4764967
2004-11-16 00:00:00,4.6805468,4.8031025,5.8388605,5.545222,5.5862412,5.857003,4.74582,5.687107,4.9060316,5.152082,5.754777,5.715877,5.3850365,5.308056,5.090457,5.302851,4.805402,5.464181,5.2090425,5.4882164,5.682576,5.4781113,5.3012114,4.951692,4.8263636,6.0304937,4.876888,5.072328,5.4247575,4.8667903,5.2962313,5.0633316,5.422703,4.692973,5.6406474,6.3164787,4.9125166,5.677847,5.7517343,5.4032755,5.0254016,5.0442834,4.7821226,4.757382,5.188311,4.506223,5.332174,5.6561174,5.393387,5.117937,5.9908075,4.7165246,5.2151055,5.867747,4.4763618,5.093927,5.575412,5.107051,5.6840043,4.9453835,5.941663,5.1921563,5.257093,5.5642605,5.322689
2004-12-16 12:00:00,5.2639575,5.7800164,5.0667005,5.9997168,4.9674034,6.1778603,5.942936,5.8500996,5.6742716,4.983453,5.58529,4.7807636,5.398267,6.149358,4.9342885,5.1328297,5.746324,5.441474,5.149436,5.8398523,5.961679,4.926835,5.7331886,5.1044664,4.9100013,5.5112023,4.7520776,5.0626917,5.119672,4.586342,6.192234,5.0960746,5.5820155,4.7512445,4.7975016,5.3703156,4.524468,5.267123,5.679163,5.6633368,4.982793,5.1788177,4.3889422,4.8326173,6.086493,5.9931,6.013236,5.13083,5.6377535,5.5733147,5.6844,4.7601943,5.197744,5.873807,6.1431494,4.887678,5.7864027,5.4738503,5.8033547,5.2400475,5.397504,4.883318,5.2310762,4.9822435,4.966586
