time,r1i1p1f1,r2i1p1f1,r5i1p1f1,r4i1p1f1,r3i1p1f1,r7i1p1f1,r6i1p1f1,r9i1p1f1,r10i1p1f1,r8i1p1f1,r1i1p3f1,r10i1p3f1,r2i1p3f1,r3i1p3f1,r9i1p3f1,r8i1p3f1,r4i1p3f1,r5i1p3f1,r6i1p3f1,r102i1p1f1,r101i1p1f1,r3i1p1f3,r5i1p1f2,r10i1p1f2,r11i1p1f2,r4i1p1f2,r9i1p1f2,r6i1p1f2,r7i1p1f2,r8i1p1f2,r3i1p1f2,r2i1p1f3,r4i1p1f3,r5i1p1f3,r1i1p1f2,r2i1p1f2,r1i1p1f3,r3i1p5f1,r6i1p5f1,r10i1p5f1,r7i1p5f1,r8i1p5f1,r2i1p5f1,r4i1p5f1,r1i1p5f1,r9i1p5f1
2003-11-16 00:00:00,5.7744827,5.53513,6.4551916,6.515621,5.972006,6.0371227,5.8672094,5.822005,5.536527,5.6262994,6.1228466,5.9780197,5.796402,6.4836984,5.893235,5.675325,5.674189,6.226141,5.233799,5.80154,5.71865,5.612312,5.3772926,6.1208596,6.867139,5.9081326,5.6149836,6.161627,5.6816616,5.254404,5.5734706,5.4259295,5.654577,5.556374,5.7145877,5.049944,5.573017,5.828312,6.1451025,5.7291665,5.4017096,6.7897983,5.7839227,6.0696063,6.176654,5.9132
2003-12-16 12:00:00,5.513141,5.517026,5.9516125,5.8923416,5.5788527,5.255868,6.2094064,5.408823,4.68372,6.0870686,5.5991683,5.6971374,5.973444,5.786469,5.866906,5.9601717,6.1104226,6.203379,5.663527,6.0800986,5.942533,5.498981,4.9122033,5.4473443,5.7977557,5.7595716,5.522004,5.784494,5.2675047,5.400713,5.6927786,5.6484623,5.3462615,5.7079926,5.397279,6.128601,5.6484003,5.6177945,5.9149146,5.872343,5.1480536,6.408909,5.8178945,6.0409484,5.8519187,5.778662
2004-01-16 12:00:00,6.173936,5.3463926,6.7914944,5.7461863,5.497328,5.9327445,6.3195386,6.0192585,5.5059414,5.9154444,6.0080957,5.9699545,5.359289,6.5878644,6.4722214,5.9741564,5.799406,5.290829,5.5533996,5.8257403,5.5701504,5.7319336,6.000016,5.395665,5.6048317,6.1591053,5.6211567,4.945756,5.0189037,5.142901,6.2135534,5.7815375,6.2372694,6.099167,5.96515,5.768773,5.859347,5.980665,5.913203,6.3560543,5.716467,5.83205,5.3687267,5.3984594,6.1305227,5.84329
2004-02-15 00:00:00,5.8695364,5.0319324,5.0960784,5.645002,4.8659506,6.9127936,5.103993,5.7332435,6.3348923,5.3781967,5.932579,5.879832,5.6530437,5.8402123,6.0742283,5.321243,6.028539,5.821426,5.6035347,5.4085336,5.2720804,5.652856,6.4628677,5.2062054,5.275138,6.175701,5.788924,5.6230373,6.0348873,5.2722473,5.233405,5.378767,5.8239365,6.600903,5.638394,4.485697,5.8350086,6.2874312,5.71497,5.5127974,5.1178765,5.859008,5.576845,5.919655,5.89633,5.3739953
2004-03-16 12:00:00,5.326021,5.514284,5.550413,5.549447,5.73039,6.0009494,5.575304,5.234461,4.8202286,5.0514135,5.3858576,5.3039474,5.611353,5.504009,5.6981115,5.257154,5.368816,5.6973705,5.419658,5.865509,5.2617145,6.022944,5.7942023,5.5825253,4.9930577,5.999033,6.100533,5.559105,5.506291,4.899815,5.6150656,5.098295,4.821584,6.330078,5.327321,5.5741916,6.02152,6.046002,6.4918995,6.176423,6.174031,5.2444096,5.4721975,5.814854,5.781058,5.545108
2004-04-16 00:00:00,5.4108753,5.1781497,5.2610793,6.210485,5.863447,6.3041196,6.200566,6.0778565,5.487978,5.2075214,5.5414963,5.2069354,5.561007,5.8718457,5.2480326,5.5402226,6.066718,5.479685,5.4551563,4.76795,5.942024,5.0853405,5.305174,5.8833942,5.507039,4.950787,5.07705,5.4294395,6.1577363,5.329894,5.3443413,6.2769403,5.5059876,5.5297766,5.520049,4.9480524,5.5702033,5.476895,5.675297,5.7142596,5.430638,4.813484,5.0955133,5.4094973,5.534889,5.7584324
2004-05-16 12:00:00,4.9163632,4.905501,5.1127877,5.952879,4.934717,5.4831343,5.4136233,4.987963,5.3672366,4.961698,5.5931873,5.1198597,5.1234465,4.718672,5.527464,5.172436,5.610778,5.040536,5.169455,4.9974427,4.893252,5.4586587,5.881815,6.5253935,4.927501,5.3555074,5.2500687,5.613442,6.0061393,5.048289,5.5799375,5.944692,5.5772295,4.7478614,5.5956244,5.076899,5.4849052,6.104621,5.676214,4.9760685,5.288474,5.4408436,5.418072,5.5224066,5.862119,5.5069675
2004-06-16 00:00:00,5.500048,6.389218,4.5926447,5.6570773,4.8899055,5.133358,4.8582816,5.916618,5.938806,5.141314,4.521806,4.898064,5.290697,4.9099264,5.1101294,5.3789163,5.302527,5.1838255,5.1508846,4.6015453,4.4355087,5.5465045,5.4440565,5.176878,4.996813,4.7692,5.4589825,5.3405113,5.557363,4.099867,4.405192,4.674103,5.204343,4.7959414,5.140261,4.7798424,5.510884,5.418067,4.7176967,4.751136,5.1066785,4.7624664,4.7566614,5.048718,4.776023,4.7714252
2004-07-16 12:00:00,5.1711164,5.287325,4.9646897,5.264255,4.860455,4.2597446,5.2622323,5.4153805,4.8644004,4.7695103,4.451901,4.9186115,5.184492,5.1811914,5.152343,4.5620217,4.1053524,5.128601,4.582607,4.9129076,6.0034404,4.5165324,4.387609,5.1015067,4.205205,4.825922,5.4496994,4.9838877,5.240978,5.178203,5.1772256,5.9567976,4.555447,4.7130046,4.8253098,5.011209,5.051344,4.915308,5.17161,5.1038265,4.487988,4.1363277,4.5797634,4.689104,5.204809,5.046208
2004-08-16 12:00:00,5.503925,5.698634,5.2908306,5.089908,5.15402,6.171484,5.4353056,4.81402,5.543789,5.510036,5.730788,5.3177805,5.584295,5.2382345,5.320581,5.3519745,5.367727,5.035069,5.30745,5.391686,4.913451,5.0888376,5.136698,4.933008,4.8363094,5.2185445,5.7883115,5.68009,4.8919244,5.07979,4.9435697,5.173155,4.9408016,4.8655477,5.723238,4.2144036,5.4726214,5.5770397,4.494517,4.7830076,5.0466385,4.9039655,5.082223,5.2318363,4.8430862,5.5929327
2004-09-16 00:00:00,6.004953,4.853636,5.262041,5.7064953,5.5356293,5.1892743,4.997362,5.928172,5.9436893,5.51387,5.2952647,5.889123,5.194843,6.068851,5.856146,5.9981403,5.311594,5.146606,4.734632,5.354667,5.2020307,5.6654396,5.4487686,5.9794326,4.9983683,5.532825,5.322714,5.822342,6.185643,5.298402,5.7431784,5.1888037,5.4477386,5.5511856,5.7601175,5.4205604,5.5144434,5.6295896,6.17329,5.5607486,5.762708,6.0525904,5.4185786,6.15001,5.3050385,5.7192674
2004-10-16 12:00:00,5.5592,6.438299,5.6637945,5.403758,5.8581905,5.970787,5.107105,5.635804,6.093724,5.269937,6.2773733,6.166424,6.141973,6.100971,6.254676,6.6425695,5.6951213,5.7947865,5.621889,5.4851966,5.844127,5.85203,5.388351,5.9358087,5.598425,5.7410955,6.274805,5.2138715,5.9427137,5.79245,5.488142,5.5375824,6.3558598,5.8215656,5.5222144,5.7316217,5.5533195,5.2739167,5.4571066,5.9604926,5.8003974,6.1043315,6.671125,5.857459,5.768804,5.356016
2004-11-16 00:00:00,6.1263967,5.6310434,5.6882877,6.0336223,5.3443384,5.461324,6.389355,5.117145,6.32158,5.524348,6.1674585,5.9648156,5.2722416,6.347314,6.1340613,5.987217,5.278303,5.5966454,5.981119,5.2649055,5.7905474,6.9793596,6.3415256,5.4715023,5.709196,5.634516,6.86877,5.355306,5.87981,5.694491,6.103474,5.692645,5.899534,6.464651,5.1413836,5.5311704,5.461891,6.478276,5.434225,5.1928697,5.640608,5.4569845,6.191946,6.046999,6.3694243,5.5904474
2004-12-16 12:00:00,5.4675894,5.7637844,5.0332093,6.4413996,5.389108,5.0342627,5.5026035,6.84552,5.0070224,5.8246126,5.7799587,5.8752766,6.0060983,5.992452,5.728481,5.7740417,5.6623077,6.115409,6.198324,5.329935,5.7267528,5.3963943,5.5292506,5.4010973,5.646424,5.5335073,5.6010876,6.153268,5.5908613,6.647689,6.1881537,5.1705985,5.9149733,5.562853,5.6940823,6.183547,5.7265363,5.708359,5.7485895,6.3019953,5.560442,5.489945,6.7185435,6.085492,5.1838503,5.6900625
2005-01-16 12:00:00,5.607293,6.0017643,5.387051,5.756486,5.7023816,6.2571373,5.95333,4.9705048,5.280366,5.4788876,6.028997,6.070951,5.8092656,5.9515705,5.810475,5.8984475,5.3679914,5.7318287,5.5244784,5.7367764,5.6467505,6.283442,5.7498264,5.4245844,5.7698703,5.3782873,5.6802163,5.6988816,6.071331,5.9260135,5.2574353,5.565975,5.2056437,5.9353614,5.858485,6.0148697,5.657258,6.4806576,6.178042,5.9772167,6.373804,5.6062484,6.1229353,6.3811693,6.1773005,6.189416
2005-02-15 00:00:00,5.6014113,5.835579,6.148588,5.3279552,5.3205504,5.2248282,6.2643895,5.698242,5.367825,5.5996017,5.829366,5.047098,6.088232,6.0518627,6.098353,5.817822,5.246187,5.8965955,5.7014914,5.0132656,5.183958,5.4560513,5.9229856,5.3616147,5.7693143,5.7288246,6.343811,4.9852047,6.0651126,6.2131386,5.5128655,5.905546,5.3692484,5.8091717,5.9163637,5.393813,5.088462,5.7744327,5.3763056,5.7071295,6.344951,5.369551,6.016733,6.834978,5.6355467,5.7752743
2005-03-16 12:00:00,5.4446163,5.5600944,5.4299498,5.940894,5.2237906,5.933369,5.9762106,5.948411,4.6005836,5.4619975,5.1958423,5.5346246,5.894785,6.8262615,6.024729,5.5560527,5.0071554,5.7218947,5.675899,6.572196,5.844696,6.149096,5.057276,5.3099,4.7227306,5.2262597,5.8125224,5.753954,5.2189617,5.9733143,5.615068,5.4011645,5.845293,5.590821,5.992965,5.9545083,5.3448567,5.271652,5.3200607,5.7713523,5.7109714,5.7219152,5.8285074,6.332048,5.7545943,5.001986
2005-04-16 00:00:00,5.484533,5.3122635,5.26778,5.3984094,5.106127,6.4786787,5.6271486,5.223226,5.1800327,5.7544537,5.335471,5.4253063,5.984399,6.3152018,5.158758,5.338675,5.320059,6.02851,6.6775665,5.7549763,5.508543,5.3420796,5.4066334,5.5087705,5.6653423,6.2919736,5.3245034,5.078329,5.5980573,5.5055575,4.8752813,4.580839,5.7013044,5.652843,5.3421044,5.3564734,5.0405393,4.9050736,5.3195496,5.4808373,5.7217655,5.73451,5.525652,4.990689,5.372296,5.558597
2005-05-16 12:00:00,5.204349,5.500704,5.680977,5.3824525,4.8749104,5.3833933,5.559171,4.896259,5.688313,4.947225,5.2525206,4.8378143,5.060925,4.6440735,5.191754,5.8505764,5.6559653,5.1234384,5.1288404,4.636892,5.0814114,5.5359635,5.2220364,5.3244267,5.10256,5.47696,5.655477,5.2219963,5.1263604,5.894727,5.277563,5.12994,5.14419,5.4036407,5.6503005,4.9158096,5.5162616,5.031046,5.4070315,5.6363244,5.6320815,5.9509006,6.153674,5.276383,5.120925,5.0637903
2005-06-16 00:00:00,5.917598,5.097252,5.0126405,4.838139,4.5520825,4.924754,5.2784357,5.3331122,5.20562,5.253198,5.7059197,5.473543,5.1492395,4.919387,4.880036,5.6170793,5.082443,4.5329537,5.7310324,5.1125803,5.1197395,5.167985,5.4463997,5.8811164,4.649595,5.0306573,5.3246613,5.105105,5.1097345,4.9103856,4.76212,4.819058,5.422396,5.5104704,4.761828,5.6753063,4.8827953,4.4014187,5.136878,4.205407,5.3165607,5.408444,5.68517,5.446361,5.3211527,4.4156127
2005-07-16 12:00:00,5.6059475,5.2244024,4.6655893,5.0690393,4.9224353,4.756456,4.93902,4.4199667,5.741541,4.2359304,4.983271,4.99919,5.3473897,5.1145763,5.056534,4.9182224,4.820852,4.7205524,5.0745096,4.5831485,5.0766144,4.987548,4.671319,4.551435,5.4998336,5.835811,5.09865,5.1872506,4.7259283,5.2727423,5.3303995,5.269619,5.0907955,5.117853,5.2678623,5.2512693,5.01302,4.219803,4.5050025,5.1439757,4.497723,4.6086364,4.9289465,4.667139,5.4960504,4.7207
2005-08-16 12:00:00,5.3434525,5.1561174,5.4544153,5.184421,4.7468433,4.638994,4.890765,5.1035104,4.747965,5.0711203,4.862547,5.0039086,5.2010746,4.352171,5.252495,4.68894,5.5262966,5.705442,4.916955,5.229443,5.2973866,5.129014,5.6287985,4.6414676,5.3577466,5.226267,4.8332295,5.3355417,4.891494,4.6071763,5.090027,5.1925035,5.3625474,4.9398246,4.6463394,5.0454426,4.5734897,4.771623,5.5277033,5.196154,4.827078,4.5687466,4.698435,5.6760263,5.256382,4.485591
2005-09-16 00:00:00,5.358952,5.2040176,5.9108467,4.983452,5.5766993,6.250739,5.8872776,5.5416503,5.45504,5.20391,5.49001,5.122711,5.294712,5.5666623,5.3466406,5.7257195,5.042432,5.607364,5.566275,4.988972,5.012541,5.6357884,6.1000066,5.610551,5.47849,5.5173416,5.11812,5.2817965,5.1168575,5.584109,6.2810016,4.9032702,5.1358953,5.9142632,5.101264,5.157499,5.4204144,5.637108,5.6463184,5.495841,5.318962,5.424158,4.7267995,5.1305847,6.1956024,6.352062
2005-10-16 12:00:00,6.046268,5.555271,5.3177,5.326222,5.9623203,6.097971,5.8662043,6.2680707,6.004792,6.0958204,5.718604,5.4641056,5.355668,5.7382007,5.9197135,5.4085608,6.4943542,5.4682007,5.370198,5.4455056,5.7271886,5.2008314,5.6154656,5.428068,5.555084,5.5920715,6.017068,5.4487834,5.6108685,5.604971,5.833335,6.352503,5.2418146,5.969974,5.132004,5.9377813,5.6988416,5.0074134,6.119314,5.588102,5.902642,5.297739,5.7915564,5.903396,5.594671,5.9487147
2005-11-16 00:00:00,5.917302,5.819829,5.359491,6.519518,6.028738,5.7252502,5.17691,6.405878,5.525297,5.036442,5.7987804,6.3719997,5.905374,6.324479,6.101539,6.199756,6.3339496,6.312855,5.48301,6.0661807,6.469343,5.668406,5.9765677,5.6803455,6.0224805,6.4478335,5.895218,5.829385,5.625711,5.9400635,5.440857,6.2000294,5.975333,5.334466,5.781729,6.3221455,6.52274,5.975088,5.803264,5.3195233,6.969761,5.610538,5.995915,5.4221716,5.662339,5.8052487
2005-12-16 12:00:00,5.291444,6.7011666,5.158915,5.072256,5.83232,5.766154,5.8650794,5.3366523,5.654615,5.677524,6.4123163,5.885219,6.2548847,5.3564095,6.1507916,5.9104056,5.6468277,5.623271,5.9551716,5.6681542,5.7515564,5.6485825,5.8625903,5.876948,5.781321,5.5807366,6.1998377,6.1101956,6.1064734,4.9885254,5.2272544,5.5676236,5.4185143,5.7023373,5.2516303,5.9406,5.5034924,6.001253,5.77978,6.326479,5.748471,5.673741,5.6810045,5.1952477,5.885801,6.0156
2006-01-16 12:00:00,5.5157022,5.3938913,5.880261,5.746145,5.8133554,5.794229,5.32849,5.8741746,6.1593113,5.091825,5.894773,5.638187,5.32873,5.6982923,5.3648996,5.2220144,6.451853,5.418435,6.0724316,5.9292603,5.916252,5.696055,5.769722,5.720614,6.7365837,5.830464,6.3668876,4.960989,5.301539,5.826053,5.4175034,5.6011553,5.6248703,6.1959314,5.3741612,6.153529,5.477957,5.6770096,5.303599,5.7870584,5.7307687,5.743797,5.777239,5.884089,5.1420484,4.9815454
2006-02-15 00:00:00,5.5773206,5.727583,6.199892,5.8688445,5.2469544,4.7941217,6.354968,4.993318,5.046777,5.935381,5.900191,5.4293237,5.3363895,5.722439,5.202035,5.8775806,6.0877466,5.9913325,5.725765,6.028971,5.7759986,5.0779247,5.9447837,5.5554557,4.983926,6.3284173,6.0106525,5.511638,5.0402236,5.4603662,4.809771,5.5817304,6.052559,5.5859284,5.2773895,4.9823523,5.36101,5.502699,5.786332,5.6652794,5.537296,6.7010326,5.5238914,5.975037,5.7870383,5.3067956
2006-03-16 12:00:00,5.0124497,4.8780346,5.5459127,5.422186,5.6854196,5.850046,5.643685,5.1196113,5.813242,5.3632417,5.364614,5.5409775,5.864805,5.6771326,4.944858,5.2158666,5.936904,5.4689755,5.569965,5.1769614,6.204462,5.943377,4.9928503,6.0206475,5.4441967,5.4902334,5.3075757,5.626441,5.4293675,4.6907644,5.3570065,4.6994066,5.654872,5.0742874,5.7037845,5.479685,5.784182,5.5081744,5.5335817,5.4090376,5.3260465,5.680955,5.5797596,5.263954,5.46689,5.0506253
2006-04-16 00:00:00,5.885387,4.976755,5.121416,5.0040936,5.5950174,6.233343,5.4043922,5.8363266,4.701476,6.14859,5.614463,6.130171,4.9944224,5.811092,6.137823,5.6798244,5.1412277,5.0157456,4.823811,5.2827744,5.4006505,6.622452,5.6696577,6.226431,5.8915286,5.802801,5.3325334,5.5248294,5.2149324,5.6583195,6.384168,4.948361,6.129141,5.739951,5.1340256,5.678873,5.950529,5.329821,4.905579,5.0224447,5.395669,4.9330606,5.617326,6.004355,5.49623,5.621813
2006-05-16 12:00:00,5.4075975,5.402975,5.130445,4.669109,5.090202,5.4318976,5.3912024,5.0903206,5.3240423,5.732333,5.2178135,5.9603534,5.392824,5.778222,5.7246594,4.6352963,5.728262,5.011919,5.4920654,5.301462,5.556829,5.0561676,5.2255907,5.7348065,5.6958413,5.9012127,5.275754,5.03738,4.3031673,4.726198,5.4031525,5.136374,4.937871,5.6710906,5.399439,5.01824,4.746557,5.052985,5.5898857,5.0277686,5.453349,5.137987,5.1302347,5.9624743,5.2283783,5.044319
2006-06-16 00:00:00,5.942492,4.7470126,5.025111,5.0434422,4.9613214,5.7441387,5.156481,4.4237356,4.754716,4.720701,5.2306905,4.8659744,4.737176,5.294733,4.746284,4.5820947,4.530527,5.1860476,4.7375636,5.1204724,4.955219,4.552902,4.593249,4.9431157,4.1088266,5.4468555,5.28926,5.005138,5.311733,5.4530478,5.092226,5.4057565,5.0469947,4.962792,5.007163,5.7273407,5.028205,5.0879836,5.147595,5.664139,4.8152294,5.2091217,5.1227875,5.068,6.0411935,3.9251251
2006-07-16 12:00:00,4.99695,4.3798137,4.1888723,5.375106,5.036405,5.2655506,5.357515,4.600786,4.3290424,5.1322684,5.126108,4.7481985,4.9094124,4.7982407,4.4094315,4.163727,5.108176,4.7340245,5.327909,5.199863,4.6042986,4.880967,4.4744534,4.3842936,4.8223743,5.102235,4.3285456,4.726144,4.6780734,4.340742,4.5752926,5.7544503,4.2005315,5.2043133,4.9135537,5.218861,4.3641596,5.418664,4.7019143,4.963579,4.962169,4.230623,4.600425,4.8216443,4.178225,5.7244253
2006-08-16 12:00:00,4.655917,5.331357,4.769337,5.1723843,5.4171076,5.5768695,5.097326,5.134489,5.2469616,4.6735654,4.8007455,4.5464935,5.0408826,4.8419385,4.660172,4.7598395,4.577425,5.0175805,5.4355307,5.05451,5.00263,5.091869,5.0823836,4.510838,5.8865237,5.0382943,5.2520866,5.013334,4.981085,5.091197,6.257482,5.7519894,4.8397417,4.8170238,4.769637,4.465574,5.1784577,5.067064,5.5607505,4.5930123,4.405363,4.4176626,5.271162,4.799286,4.9746466,5.519726
2006-09-16 00:00:00,4.9792466,5.0911818,5.633857,5.223502,5.452688,5.285672,5.1499724,5.300027,5.635449,5.8622003,5.570951,5.3714333,5.631855,5.246908,5.436091,5.472727,5.63949,5.5560603,5.5389905,5.7182703,6.0173874,5.2638607,5.47849,5.666252,5.421921,4.942132,5.640867,5.631118,5.292075,4.7541595,5.3530674,6.425303,5.270523,5.0683084,5.6151404,5.8395276,5.1106315,5.137643,5.448777,5.255476,5.664053,5.025588,5.480847,5.0160456,5.1046605,5.2992716
2006-10-16 12:00:00,5.3744817,5.691476,6.8300643,6.015507,6.35052,5.564905,5.2999287,5.9408593,5.855871,6.26449,6.087397,5.28431,5.8617535,5.5998755,5.834209,5.3682547,6.387571,6.8991294,6.0315003,6.333061,5.3604026,6.128452,5.3420124,6.239291,5.690387,5.7808323,6.076584,5.347682,5.4631824,5.92909,5.911733,5.577347,6.106576,6.171049,5.82752,5.2822657,6.0211024,5.8226266,5.502982,5.1148024,5.828815,6.8346534,6.2889166,6.208674,6.0942,5.89426
2006-11-16 00:00:00,5.934912,5.398611,6.0778255,5.796274,6.4027133,5.631396,5.3612027,5.525317,6.0306263,6.109621,6.106889,5.5600467,5.4971185,5.592306,5.3778415,5.353814,6.1572285,6.028253,6.670706,6.0125427,5.7098536,6.194639,5.7602315,5.9861298,5.508076,5.7792625,6.6319714,4.950861,5.6036506,5.2417774,6.1655145,5.578516,5.942707,6.160115,5.7272778,6.097615,5.9926353,5.8106537,6.0063825,6.5982885,5.7390156,6.757028,6.017988,6.197157,6.3707523,5.7810187
2006-12-16 12:00:00,5.658711,6.2804203,6.2899413,6.01462,5.789854,5.731772,5.656159,5.6181173,5.949534,5.4400887,5.454102,5.857193,6.0507383,6.330243,5.841261,5.954008,5.7096124,5.9196267,5.2859397,5.825285,5.9214745,5.474444,5.664056,5.489316,6.0026064,5.1568346,5.85527,5.4997325,5.5552225,5.8422685,5.26562,5.6180487,5.929411,6.321271,5.115723,5.4100113,5.7091703,5.6965594,5.797356,5.6793375,5.765394,6.052257,5.0906353,5.563022,5.906988,5.4788494
2007-01-16 12:00:00,5.0979633,5.997,5.427542,6.3248878,5.1023393,5.9714503,5.5420737,5.4885387,5.7973266,5.7938747,5.667427,5.4586205,6.072696,5.7751727,5.0341883,5.328719,6.684073,6.210764,5.9985666,5.48876,4.960702,5.7031965,5.4558773,5.683072,5.8225107,5.5587144,5.319473,5.320166,5.614059,5.6705604,5.119366,5.2304316,6.1785297,5.7750683,6.01081,5.8620086,6.053493,6.095547,5.6238513,5.93194,5.8583517,6.5673227,5.708213,5.458044,6.2515626,5.4012566
2007-02-15 00:00:00,5.3304925,5.5537057,5.5390034,5.851303,5.5016537,5.1275396,5.608624,5.36638,5.912266,4.9649425,5.5430875,5.361024,5.8172727,5.3605523,5.4779677,5.407244,7.297141,5.3246703,5.527042,5.958563,6.0539174,5.643991,5.7487106,5.055291,5.8696136,5.1997175,6.1101565,5.3636465,5.4532833,6.2432227,5.3375015,5.130005,5.5712357,5.8195243,6.0979867,5.160711,6.195395,5.409507,6.4072766,5.4347034,6.0470853,5.6243777,5.89106,5.125887,5.3205056,5.3348703
2007-03-16 12:00:00,5.6829395,5.798662,5.709025,5.8121967,5.750451,5.4626904,4.635352,5.580634,5.5303326,5.671443,6.140221,6.584902,5.634208,5.7187824,5.0487576,5.6206527,5.8138103,6.0146093,5.61305,4.6602173,5.9195194,5.135687,6.407835,5.7772393,5.392015,5.5885696,5.3687687,5.7153974,5.8332095,5.2853765,5.54403,5.399107,5.9531574,5.4438405,6.0791216,5.3592234,4.8266773,5.397534,5.671624,6.004614,6.2558875,5.715136,5.868138,5.5428357,5.511941,5.751211
2007-04-16 00:00:00,4.9487143,5.127313,5.2603226,5.265024,5.6198754,6.043435,5.1259465,5.91407,6.30353,5.3228016,5.4290805,6.227899,5.319323,5.5105977,5.328379,5.2477026,5.445204,5.7356987,5.8293424,5.641507,4.8712854,4.991926,5.7264395,5.215083,5.3947887,4.967661,5.461642,5.1063757,5.347445,5.6328135,5.336672,5.107871,5.213413,4.9491296,5.2103357,5.3953266,5.0712624,5.9955072,5.743388,4.5618653,5.648092,5.5773034,5.922221,5.805771,5.457333,4.998749
2007-05-16 12:00:00,4.7785163,4.621538,5.4281974,5.724241,6.101618,5.4789734,5.2049923,5.329187,4.7373557,5.509674,5.871779,5.390704,5.2247815,5.608559,5.398016,4.7278304,5.8023686,5.16446,6.0955615,5.1613383,5.2983484,4.7059097,5.577524,5.9407806,5.418825,5.5964174,5.663878,5.7814803,5.465288,5.056076,5.3668656,5.3798795,5.210579,5.133221,4.6414027,5.1673474,5.271455,5.315881,4.9909,5.8628154,5.414734,5.766264,5.2136436,5.0726914,4.7777195,5.068997
2007-06-16 00:00:00,5.5652943,5.292429,5.038068,4.3286977,4.782105,5.1248636,4.8296156,4.5596905,4.6981974,4.9623775,4.6471095,4.7705975,5.2212796,4.3222504,4.793215,4.8679247,4.688689,4.6156406,5.37864,4.925928,4.981104,5.1493874,4.468887,5.2903495,5.61688,5.132025,4.9525185,5.940211,4.605133,5.044527,4.9480057,4.386175,4.8484473,4.675521,4.9518476,5.67215,5.2630615,5.155778,5.2425785,5.189001,4.746209,5.040461,4.825028,5.442301,5.1637483,4.640805
2007-07-16 12:00:00,4.4504232,5.118661,4.761722,4.9776525,4.9336114,5.0081196,4.4450026,4.910374,5.0256205,4.8316116,4.429626,5.4589624,5.5554724,4.9323,4.6899548,5.115217,5.1365476,4.2810163,4.203362,4.2289567,4.6183915,4.7213736,4.9251122,5.111866,4.7676697,5.2446647,5.3197074,4.2706933,5.360555,5.0200276,5.2568393,4.9873624,4.6205726,5.0198736,4.813345,5.9018383,4.5416555,5.0131836,5.101595,4.6926107,4.2511926,5.2539797,4.53931,4.269985,4.694048,4.7100472
2007-08-16 12:00:00,4.846684,5.6808624,4.4324083,4.8145237,4.587143,5.538246,4.965937,5.3935304,5.052309,5.0660424,5.1658683,5.8945236,5.2104254,5.2609587,5.6914096,5.027043,4.8223915,5.1784277,5.0483084,4.5359898,4.626392,4.516326,5.028372,4.825387,4.8768363,5.308366,4.99036,4.7064295,4.98881,5.01103,5.4917426,4.8274207,5.004133,5.3305926,5.168151,4.906385,5.0136847,4.525533,5.72918,5.5778704,5.432903,4.853933,5.3943267,4.9081407,4.907377,5.563929
2007-09-16 00:00:00,5.1342382,5.4507895,5.4807076,5.4985247,5.4890065,5.171859,5.5824833,5.738762,5.6359386,5.205944,5.646036,5.155031,5.4258065,5.2787485,5.8127604,5.075653,5.3241153,5.782893,5.40699,5.453464,5.254647,5.800743,5.8061466,5.1767793,5.2507014,5.222527,5.6311855,5.6746674,5.5558643,5.1087356,5.165463,5.253494,5.4305935,5.5116286,5.6198115,5.528564,5.97976,5.238921,5.7912197,5.7432685,5.3063626,5.503926,5.3486567,5.387855,5.7419453,4.995184
2007-10-16 12:00:00,6.252317,6.2466145,5.596587,6.0270767,5.4797516,5.5498686,5.5096025,5.8138766,5.8481607,6.0702295,6.6077595,6.065204,5.758668,5.5038776,6.611229,6.510096,6.2738853,6.11644,6.136638,6.091488,5.572809,6.3075976,5.384798,6.46797,5.4012594,6.0219617,5.383728,6.382384,5.9353194,5.9613686,5.9027185,5.6110425,5.44541,5.7881384,5.7442417,5.295626,5.9793406,6.13089,5.9822125,6.2726073,5.609604,6.362458,5.954721,6.6441345,5.821483,6.0556927
2007-11-16 00:00:00,5.310915,6.240156,5.4428687,5.463345,6.3085895,6.378123,5.5472107,6.061186,5.6349196,5.896319,6.2567935,5.9017706,5.8200827,6.2854786,6.044475,5.8320813,5.529029,5.7301717,5.8071537,6.337273,5.5710125,5.577715,5.727159,6.329127,6.0934105,6.059622,5.3861527,5.8379083,5.716513,6.076353,6.4087234,5.6670547,5.8606896,6.005743,6.181357,5.2168026,6.289525,6.056898,5.692663,6.497118,6.286433,5.6362114,6.236726,6.5098834,5.5406337,5.8349195
2007-12-16 12:00:00,5.97772,5.1549063,5.760238,5.452094,6.5730786,6.3728886,6.353407,5.7880282,5.9346304,6.095434,5.490208,5.4601355,6.2031136,5.934533,5.8897223,5.8726482,6.1756115,5.59891,6.887438,5.635732,5.6965733,5.302509,4.830537,5.7640843,5.823805,5.6611905,6.3817344,5.8498025,5.8954186,5.547946,6.132856,6.3710957,5.6059966,5.5782685,5.8150883,6.7671337,5.728124,5.547632,6.19306,6.159441,5.551935,5.4772944,5.320674,5.7732725,5.9938846,5.7328496
