time,r19i1p1f2,r17i1p1f2,r22i1p1f2,r15i1p1f2,r30i1p1f2,r14i1p1f2,r13i1p1f2,r18i1p1f2,r6i1p1f2,r27i1p1f2,r5i1p1f2,r26i1p1f2,r10i1p1f2,r12i1p1f2,r25i1p1f2,r11i1p1f2,r23i1p1f2,r3i1p1f2,r1i1p1f2,r24i1p1f2,r7i1p1f2,r4i1p1f2,r8i1p1f2,r9i1p1f2,r16i1p1f2,r29i1p1f2,r21i1p1f2,r28i1p1f2,r20i1p1f2,r1i1000p1f2,r2i1p1f2
1979-01-16 12:00:00,33181516000000.0,27224156000000.0,24769928000000.0,29988764000000.0,29118301000000.0,31560259000000.0,26511984000000.0,29869956000000.0,27446565000000.0,27110685000000.0,28573033000000.0,30709108000000.0,26036430000000.0,28048506000000.0,30397723000000.0,29546443000000.0,27615123000000.0,27803676000000.0,29510340000000.0,31007772000000.0,27893330000000.0,24370741000000.0,28381612000000.0,28675910000000.0,23937908000000.0,27362120000000.0,26920782000000.0,24406135000000.0,28598631000000.0,27290587000000.0,27716535000000.0
1979-02-15 00:00:00,36333460000000.0,30256840000000.0,28346665000000.0,33353890000000.0,31963348000000.0,34489139000000.0,29800438000000.0,32860164000000.0,30749607000000.0,30233172000000.0,31319726000000.0,33855487000000.0,28988165000000.0,31525580000000.0,33526473000000.0,32702347000000.0,30614779000000.0,31054799000000.0,32754108000000.0,34018440000000.0,31200900000000.0,27473828000000.0,31378880000000.0,31712206000000.0,27050453000000.0,30343730000000.0,29908036000000.0,27544227000000.0,31648528000000.0,30545920000000.0,30908745000000.0
1979-03-16 12:00:00,39290155000000.0,33048330000000.0,31205542000000.0,36051660000000.0,34237177000000.0,37074938000000.0,32342993000000.0,35308320000000.0,33150902000000.0,32762579000000.0,33407338000000.0,36490768000000.0,31488003000000.0,34125138000000.0,36182688000000.0,35132730000000.0,33351912000000.0,33697936000000.0,35311710000000.0,36490973000000.0,33767874000000.0,30020110000000.0,34145464000000.0,34160249000000.0,29540074000000.0,32733909000000.0,32398092000000.0,30049407000000.0,34009440000000.0,33270850000000.0,33598843000000.0
1979-04-16 00:00:00,41107887000000.0,34834110000000.0,32947919000000.0,37637000000000.0,35680235000000.0,38540306000000.0,33775580000000.0,37016855000000.0,34781583000000.0,34298233000000.0,35036735000000.0,38201770000000.0,33174620000000.0,35531124000000.0,37651776000000.0,36449076000000.0,34874952000000.0,35363520000000.0,36689725000000.0,37988110000000.0,35266866000000.0,31847720000000.0,35758174000000.0,35912705000000.0,30978040000000.0,34369735000000.0,34100060000000.0,31543225000000.0,35597813000000.0,34815674000000.0,35242840000000.0
1979-05-16 12:00:00,40679586000000.0,34590720000000.0,32470276000000.0,37108330000000.0,35292390000000.0,37871675000000.0,32767753000000.0,37033970000000.0,34391588000000.0,34229937000000.0,34786748000000.0,37634605000000.0,32869960000000.0,34941270000000.0,36974960000000.0,35540435000000.0,34335965000000.0,34816047000000.0,36405682000000.0,37024254000000.0,34504534000000.0,31890766000000.0,34804775000000.0,35732690000000.0,30073575000000.0,33971409000000.0,33786373000000.0,31047232000000.0,35230086000000.0,34591054000000.0,34568007000000.0
1979-06-16 00:00:00,36372375000000.0,30423690000000.0,27941189000000.0,32422465000000.0,31103174000000.0,33084260000000.0,27486210000000.0,32893865000000.0,29913365000000.0,29771237000000.0,30156945000000.0,33126720000000.0,28447270000000.0,30220652000000.0,32410503000000.0,30421593000000.0,30160045000000.0,30453220000000.0,32277183000000.0,31780204000000.0,29877944000000.0,28379292000000.0,30316900000000.0,31610477000000.0,25645468000000.0,29997457000000.0,29370305000000.0,26834865000000.0,31451356000000.0,30596938000000.0,30026504000000.0
1979-07-16 12:00:00,29203810000000.0,23600856000000.0,21280020000000.0,24871110000000.0,24396549000000.0,26030855000000.0,20265224000000.0,25365873000000.0,21584926000000.0,22277297000000.0,22706578000000.0,26311300000000.0,20690705000000.0,22930790000000.0,24999906000000.0,23157658000000.0,23601235000000.0,23939825000000.0,25007927000000.0,23815015000000.0,22309738000000.0,21375727000000.0,23101627000000.0,24401106000000.0,18414182000000.0,23084654000000.0,22479611000000.0,20062283000000.0,25018290000000.0,24004149000000.0,23188398000000.0
1979-08-16 12:00:00,23062355000000.0,18336717000000.0,15985002000000.0,19324251000000.0,19048977000000.0,20515991000000.0,14873226000000.0,19997242000000.0,16092397000000.0,16843739000000.0,16649928000000.0,20563169000000.0,14864981000000.0,17151539000000.0,19145354000000.0,17632500000000.0,18227122000000.0,18236813000000.0,19586764000000.0,18168053000000.0,17094772000000.0,15529243000000.0,17683494000000.0,18682024000000.0,12833060000000.0,17833929000000.0,16871304000000.0,14743496000000.0,19138154000000.0,18721133000000.0,17179674000000.0
1979-09-16 00:00:00,22239353000000.0,17442626000000.0,15152758000000.0,18721288000000.0,18610964000000.0,19791717000000.0,14313887000000.0,19304936000000.0,15544076000000.0,16275628000000.0,16281428000000.0,19725828000000.0,14269778000000.0,16474416000000.0,18544608000000.0,16972013000000.0,17563554000000.0,17533750000000.0,18900073000000.0,17120446000000.0,16309134000000.0,14757273000000.0,16847207000000.0,17832073000000.0,11978278000000.0,17222175000000.0,16086839000000.0,13998922000000.0,18340265000000.0,18179265000000.0,16413591000000.0
1979-10-16 12:00:00,24013852000000.0,19176647000000.0,17034828000000.0,20568477000000.0,20376636000000.0,21229602000000.0,15827791000000.0,21191585000000.0,17151151000000.0,18153042000000.0,17980218000000.0,21324860000000.0,15815636000000.0,18093936000000.0,20503507000000.0,18541750000000.0,19457917000000.0,19242831000000.0,20456145000000.0,18513998000000.0,17713808000000.0,16546477000000.0,18405453000000.0,19579230000000.0,13755478000000.0,19002480000000.0,17701813000000.0,15635499000000.0,20036041000000.0,20019476000000.0,18359976000000.0
1979-11-16 00:00:00,26626851000000.0,21760410000000.0,19728888000000.0,23164914000000.0,22839710000000.0,23618562000000.0,18193798000000.0,23768780000000.0,19937590000000.0,20882976000000.0,20542602000000.0,23909924000000.0,18430393000000.0,20549980000000.0,23285763000000.0,21028365000000.0,22103953000000.0,21822966000000.0,22915316000000.0,20998112000000.0,20113660000000.0,19272856000000.0,20835704000000.0,22169174000000.0,16416816000000.0,21583207000000.0,20151448000000.0,18364773000000.0,22692296000000.0,22628811000000.0,21080224000000.0
1979-12-16 12:00:00,30051437000000.0,24813964000000.0,22816687000000.0,26174751000000.0,26099740000000.0,26504667000000.0,21076327000000.0,26716611000000.0,23439547000000.0,24161389000000.0,23492406000000.0,26927333000000.0,21579082000000.0,23658427000000.0,26493005000000.0,24078577000000.0,25267261000000.0,24974719000000.0,25895960000000.0,24261180000000.0,23273669000000.0,22201663000000.0,23828986000000.0,25336717000000.0,19559308000000.0,24880228000000.0,23366212000000.0,21707864000000.0,25751510000000.0,25822763000000.0,24319959000000.0
1980-01-16 12:00:00,33787174000000.0,28397258000000.0,26207144000000.0,29676423000000.0,29401110000000.0,29663062000000.0,24384568000000.0,30106412000000.0,27016653000000.0,27624693000000.0,26991667000000.0,30228525000000.0,25094030000000.0,27081449000000.0,30137416000000.0,27471140000000.0,28488667000000.0,28675374000000.0,29166175000000.0,28011584000000.0,26591374000000.0,25512768000000.0,27304512000000.0,28979206000000.0,23072009000000.0,28496408000000.0,26977063000000.0,25026372000000.0,29136467000000.0,29263055000000.0,28021187000000.0
1980-02-15 12:00:00,36812144000000.0,31828228000000.0,29342489000000.0,33025543000000.0,32472340000000.0,32604506000000.0,27604925000000.0,33297636000000.0,30452897000000.0,30727131000000.0,30231889000000.0,33533610000000.0,28161543000000.0,30263705000000.0,33392960000000.0,30633944000000.0,31799581000000.0,32019975000000.0,32248846000000.0,31532513000000.0,29696048000000.0,28920376000000.0,30686166000000.0,32319933000000.0,26482760000000.0,31602450000000.0,30174196000000.0,28058264000000.0,32145079000000.0,32254137000000.0,31255220000000.0
1980-03-16 12:00:00,39309638000000.0,34680007000000.0,32054173000000.0,36001640000000.0,34971700000000.0,35143637000000.0,30355583000000.0,36012273000000.0,33235240000000.0,33196217000000.0,33098308000000.0,36124433000000.0,30769515000000.0,32833203000000.0,35854740000000.0,33239578000000.0,34432835000000.0,34504536000000.0,34659860000000.0,34238506000000.0,32430528000000.0,31785348000000.0,33537680000000.0,35031133000000.0,29191794000000.0,34151713000000.0,32950666000000.0,30629798000000.0,34837147000000.0,34622969000000.0,33796768000000.0
1980-04-16 00:00:00,40968703000000.0,36346640000000.0,33793360000000.0,37539415000000.0,36616870000000.0,36791143000000.0,31694581000000.0,37660260000000.0,34920194000000.0,34644555000000.0,34772416000000.0,37672534000000.0,32396030000000.0,34514227000000.0,37175860000000.0,34813747000000.0,35921307000000.0,36019164000000.0,36061780000000.0,35956577000000.0,34126978000000.0,33249816000000.0,35145885000000.0,36610980000000.0,31132448000000.0,35625453000000.0,34419954000000.0,32387560000000.0,36460867000000.0,36224308000000.0,35002597000000.0
1980-05-16 12:00:00,40682210000000.0,35442833000000.0,33463585000000.0,36849160000000.0,36366474000000.0,36298757000000.0,30943550000000.0,37206014000000.0,34480092000000.0,34098844000000.0,34255386000000.0,37376798000000.0,31954072000000.0,34045956000000.0,36878686000000.0,34293740000000.0,35172412000000.0,35253788000000.0,35733300000000.0,35511370000000.0,33420850000000.0,32783380000000.0,34693091000000.0,36220378000000.0,30664624000000.0,35107264000000.0,33919290000000.0,32001325000000.0,35779997000000.0,35915074000000.0,34474973000000.0
1980-06-16 00:00:00,36286230000000.0,30908105000000.0,29340906000000.0,31915690000000.0,32254575000000.0,31796380000000.0,26252786000000.0,32832198000000.0,29271957000000.0,29590982000000.0,29353800000000.0,32901165000000.0,27693517000000.0,29672813000000.0,33195005000000.0,29690436000000.0,30102738000000.0,30012632000000.0,31553887000000.0,30530075000000.0,28232570000000.0,28139139000000.0,30286176000000.0,31556198000000.0,26710425000000.0,30745263000000.0,30284414000000.0,28136658000000.0,31137364000000.0,31376315000000.0,29835468000000.0
1980-07-16 12:00:00,28477386000000.0,24465495000000.0,22465231000000.0,24268174000000.0,25624840000000.0,24437127000000.0,19500259000000.0,25833442000000.0,21795093000000.0,22566022000000.0,21416664000000.0,25266093000000.0,20733636000000.0,22548050000000.0,26036113000000.0,21824935000000.0,22458250000000.0,22546638000000.0,24815667000000.0,22424366000000.0,20889878000000.0,21147475000000.0,22740330000000.0,24031090000000.0,20329892000000.0,23809852000000.0,24363122000000.0,21411990000000.0,24435839000000.0,23746107000000.0,22250750000000.0
1980-08-16 12:00:00,22804676000000.0,18858320000000.0,16718390000000.0,18660068000000.0,20104713000000.0,18742044000000.0,14814898000000.0,20229533000000.0,15959529000000.0,16843991000000.0,15597438000000.0,19698016000000.0,15536894000000.0,16914053000000.0,20518910000000.0,15644636000000.0,17322542000000.0,16561142000000.0,19961170000000.0,16444613000000.0,15674646000000.0,15757548000000.0,17204160000000.0,18039882000000.0,15292341000000.0,18451650000000.0,19527738000000.0,16318320000000.0,18838658000000.0,18009966000000.0,16396350000000.0
1980-09-16 00:00:00,21706532000000.0,17845900000000.0,16365351000000.0,17671276000000.0,19682042000000.0,17753350000000.0,14116456000000.0,19117696000000.0,15092371000000.0,16149540000000.0,14706762000000.0,18663440000000.0,15067528000000.0,16520464000000.0,19808272000000.0,15464740000000.0,16269443000000.0,15771099000000.0,19027519000000.0,15424708000000.0,14936353000000.0,14904283000000.0,16481846000000.0,17301252000000.0,14718407000000.0,17642583000000.0,18774997000000.0,15487608000000.0,17988554000000.0,17294061000000.0,15187490000000.0
1980-10-16 12:00:00,23220755000000.0,19574196000000.0,18163060000000.0,19071498000000.0,21366623000000.0,19351378000000.0,15616339000000.0,20744682000000.0,16808930000000.0,17791965000000.0,16199788000000.0,20404810000000.0,16586013000000.0,18159587000000.0,21401835000000.0,17532386000000.0,17557873000000.0,17407529000000.0,20523875000000.0,17105907000000.0,16481597000000.0,16460545000000.0,18004755000000.0,19107780000000.0,16575432000000.0,19144815000000.0,20390510000000.0,17231611000000.0,19635185000000.0,18873000000000.0,16763456000000.0
1980-11-16 00:00:00,25561118000000.0,21898280000000.0,20692691000000.0,21590677000000.0,23854198000000.0,21840513000000.0,17896179000000.0,23174295000000.0,19400931000000.0,20148551000000.0,18485525000000.0,23084262000000.0,19350736000000.0,20891604000000.0,23942327000000.0,20224716000000.0,20024150000000.0,20187745000000.0,22764501000000.0,19717773000000.0,19113758000000.0,19123400000000.0,20416200000000.0,21732908000000.0,19073413000000.0,21544920000000.0,22785252000000.0,19567376000000.0,21992663000000.0,21505818000000.0,19490540000000.0
1980-12-16 12:00:00,28423936000000.0,24883984000000.0,23757849000000.0,25185986000000.0,26861580000000.0,24715209000000.0,20869047000000.0,26392467000000.0,22873857000000.0,23317533000000.0,21479536000000.0,26286990000000.0,22632496000000.0,23728287000000.0,27152028000000.0,23494994000000.0,23307181000000.0,23456030000000.0,25780803000000.0,23067145000000.0,22238686000000.0,22278308000000.0,23463742000000.0,24910647000000.0,22215560000000.0,24506960000000.0,25891670000000.0,22511861000000.0,24862834000000.0,24585310000000.0,22834097000000.0
1981-01-16 12:00:00,31873674000000.0,28472530000000.0,27178540000000.0,28937514000000.0,30333140000000.0,27623036000000.0,24101545000000.0,29856268000000.0,26552104000000.0,26774790000000.0,24979041000000.0,29815277000000.0,26336035000000.0,27005987000000.0,30975784000000.0,26970734000000.0,26724916000000.0,26910193000000.0,29243635000000.0,26501947000000.0,25807968000000.0,25383615000000.0,26834600000000.0,28256533000000.0,25679335000000.0,27802942000000.0,29741292000000.0,25924070000000.0,28252815000000.0,27952952000000.0,26317190000000.0
1981-02-15 00:00:00,34882273000000.0,31709924000000.0,30248800000000.0,32184740000000.0,33569611000000.0,30275648000000.0,27241470000000.0,33243076000000.0,29916253000000.0,29916345000000.0,28205715000000.0,32999335000000.0,29408212000000.0,30090990000000.0,34317620000000.0,30187314000000.0,29891940000000.0,30201480000000.0,32219410000000.0,29645135000000.0,28771755000000.0,28403774000000.0,30235733000000.0,31164643000000.0,28605013000000.0,30549123000000.0,32772238000000.0,29038387000000.0,31358242000000.0,31175958000000.0,29311340000000.0
1981-03-16 12:00:00,37657577000000.0,34416447000000.0,32587867000000.0,34748390000000.0,36478800000000.0,32517940000000.0,29873165000000.0,36100274000000.0,32587423000000.0,32422100000000.0,30803625000000.0,35679950000000.0,32021804000000.0,32766463000000.0,36756340000000.0,32880005000000.0,32610988000000.0,33090039000000.0,34579200000000.0,32281654000000.0,31472442000000.0,31237136000000.0,33152947000000.0,33631007000000.0,30849186000000.0,33211630000000.0,35351372000000.0,31702700000000.0,34059971000000.0,33531512000000.0,32120173000000.0
1981-04-16 00:00:00,39514014000000.0,35964018000000.0,34025700000000.0,36380562000000.0,38145056000000.0,33730249000000.0,31428195000000.0,37629560000000.0,34050482000000.0,34061295000000.0,32571337000000.0,37387925000000.0,33742062000000.0,34575678000000.0,38450570000000.0,34715594000000.0,34289070000000.0,34891890000000.0,35942160000000.0,34052258000000.0,33141935000000.0,32838167000000.0,34876732000000.0,35261240000000.0,32192514000000.0,34685128000000.0,37085826000000.0,33449474000000.0,35761575000000.0,34908400000000.0,33669408000000.0
1981-05-16 12:00:00,39273590000000.0,35582340000000.0,33679817000000.0,36036480000000.0,37650593000000.0,33209287000000.0,31227468000000.0,36710880000000.0,33536720000000.0,33653162000000.0,31632765000000.0,36585916000000.0,33230978000000.0,34345207000000.0,38157000000000.0,34429781000000.0,33852737000000.0,34381770000000.0,35550340000000.0,33823941000000.0,32748910000000.0,32472178000000.0,34267619000000.0,34922861000000.0,31376049000000.0,34227220000000.0,36681360000000.0,33197826000000.0,35139447000000.0,34539754000000.0,33401373000000.0
1981-06-16 00:00:00,35515010000000.0,30725414000000.0,29899553000000.0,31676667000000.0,33350125000000.0,29275642000000.0,26854300000000.0,32178044000000.0,28706794000000.0,28691606000000.0,26629238000000.0,31614248000000.0,28495216000000.0,29815785000000.0,33818426000000.0,30273815000000.0,29665756000000.0,29759410000000.0,31488549000000.0,29476780000000.0,28052837000000.0,28372660000000.0,29727620000000.0,30838486000000.0,26555338000000.0,30307530000000.0,32232530000000.0,29544839000000.0,30738917000000.0,30190638000000.0,29184657000000.0
1981-07-16 12:00:00,28037643000000.0,23297924000000.0,23420817000000.0,23588988000000.0,26545045000000.0,22397088000000.0,19806745000000.0,24867169000000.0,21317114000000.0,21199837000000.0,19413231000000.0,24197015000000.0,21013868000000.0,22448964000000.0,26973609000000.0,23352970000000.0,22618707000000.0,22696862000000.0,24490107000000.0,21859769000000.0,20658554000000.0,21716751000000.0,22651120000000.0,23843565000000.0,19621327000000.0,23486420000000.0,25118344000000.0,23357225000000.0,23373216000000.0,22784378000000.0,21430943000000.0
1981-08-16 12:00:00,21946698000000.0,18235390000000.0,18024703000000.0,17520608000000.0,21473643000000.0,16561943000000.0,14658092000000.0,19235586000000.0,15638670000000.0,15943289000000.0,14180364000000.0,18018583000000.0,15033907000000.0,17118649000000.0,21378959000000.0,18269870000000.0,17312794000000.0,17200272000000.0,19604320000000.0,16210652000000.0,15132259000000.0,16618888000000.0,16636088000000.0,17988145000000.0,14207725000000.0,17442854000000.0,20048576000000.0,18258321000000.0,17696278000000.0,17041633000000.0,15124056000000.0
1981-09-16 00:00:00,21223434000000.0,17343680000000.0,17634209000000.0,16800611000000.0,20490417000000.0,15525625000000.0,13874596000000.0,18610823000000.0,14883146000000.0,15065374000000.0,13248498000000.0,17161544000000.0,14622872000000.0,16471124000000.0,20417117000000.0,17725674000000.0,16706410000000.0,16497136000000.0,19100282000000.0,15699316000000.0,14382705000000.0,15839894000000.0,15890834000000.0,17475243000000.0,13232954000000.0,16974378000000.0,19195226000000.0,17496267000000.0,17117930000000.0,16302667000000.0,14600350000000.0
1981-10-16 12:00:00,23130379000000.0,18782595000000.0,19248720000000.0,18695320000000.0,22059705000000.0,17222621000000.0,15625643000000.0,20195628000000.0,16748545000000.0,16725943000000.0,14827927000000.0,18726368000000.0,16090973000000.0,18176121000000.0,22092250000000.0,19168695000000.0,18400550000000.0,18248509000000.0,20545125000000.0,17490900000000.0,16168805000000.0,17440853000000.0,17645483000000.0,19199097000000.0,14885832000000.0,18627332000000.0,20871419000000.0,19144810000000.0,18806913000000.0,17930994000000.0,16439715000000.0
1981-11-16 00:00:00,25789597000000.0,21443966000000.0,21711532000000.0,21758631000000.0,24548984000000.0,19726984000000.0,18274662000000.0,22781343000000.0,19546839000000.0,19359110000000.0,17444183000000.0,21257263000000.0,18618058000000.0,20780157000000.0,24425215000000.0,21623240000000.0,20757722000000.0,20787370000000.0,22928767000000.0,20353892000000.0,18843221000000.0,19825315000000.0,20076732000000.0,22013263000000.0,17308106000000.0,21101183000000.0,23557410000000.0,21656035000000.0,21240564000000.0,20476638000000.0,19145484000000.0
1981-12-16 12:00:00,29169547000000.0,24643780000000.0,24739800000000.0,25169945000000.0,27724643000000.0,22885850000000.0,21035466000000.0,25755258000000.0,23033329000000.0,22290480000000.0,20592609000000.0,24400334000000.0,22020918000000.0,24054100000000.0,27351774000000.0,24554282000000.0,23752134000000.0,24012527000000.0,26089729000000.0,23935404000000.0,21921290000000.0,23111943000000.0,23121577000000.0,25249910000000.0,20142996000000.0,23926025000000.0,26764032000000.0,24568165000000.0,24580675000000.0,23367710000000.0,22222553000000.0
1982-01-16 12:00:00,32798698000000.0,27930390000000.0,28060900000000.0,28731914000000.0,30942354000000.0,26230720000000.0,24426416000000.0,29118765000000.0,26851796000000.0,25594860000000.0,24051850000000.0,27936386000000.0,25435027000000.0,27629986000000.0,30927263000000.0,27834584000000.0,26993469000000.0,27484634000000.0,29300103000000.0,27643693000000.0,25568255000000.0,26786977000000.0,26379727000000.0,28508479000000.0,23383427000000.0,26923185000000.0,30310330000000.0,27387668000000.0,28362860000000.0,26990497000000.0,25380835000000.0
1982-02-15 00:00:00,35781696000000.0,30914917000000.0,31225073000000.0,32129631000000.0,33814570000000.0,29365901000000.0,27694968000000.0,32381336000000.0,30279215000000.0,28978956000000.0,27181240000000.0,31072746000000.0,28590120000000.0,30947743000000.0,33927278000000.0,30892769000000.0,29911293000000.0,30606059000000.0,32175680000000.0,30736283000000.0,28847796000000.0,29963399000000.0,29623434000000.0,31390680000000.0,26259466000000.0,30002972000000.0,33459876000000.0,30219608000000.0,31641804000000.0,30412660000000.0,28633628000000.0
1982-03-16 12:00:00,38401540000000.0,33244130000000.0,33943559000000.0,34930654000000.0,36268940000000.0,31981874000000.0,30481857000000.0,34923608000000.0,32999328000000.0,31601197000000.0,29985612000000.0,34036395000000.0,31084757000000.0,33634883000000.0,36261390000000.0,33551607000000.0,32351814000000.0,33387234000000.0,34488350000000.0,33350828000000.0,31574683000000.0,32813395000000.0,32164247000000.0,33819021000000.0,28879134000000.0,32571677000000.0,36022980000000.0,32910426000000.0,34070757000000.0,33086476000000.0,31464536000000.0
1982-04-16 00:00:00,40154110000000.0,34590370000000.0,35688380000000.0,36605930000000.0,37867280000000.0,33610025000000.0,32384074000000.0,36485068000000.0,34619546000000.0,33469380000000.0,31666750000000.0,35496277000000.0,32844764000000.0,35061401000000.0,37444510000000.0,35217310000000.0,33857835000000.0,35225627000000.0,35757125000000.0,34968053000000.0,33464414000000.0,34731723000000.0,33803332000000.0,35341797000000.0,30186985000000.0,34063205000000.0,37813173000000.0,34819879000000.0,35823210000000.0,34709980000000.0,33195730000000.0
1982-05-16 12:00:00,39669930000000.0,33998697000000.0,35079661000000.0,36175230000000.0,37656410000000.0,33258218000000.0,31699562000000.0,35808434000000.0,34109403000000.0,33017563000000.0,31152929000000.0,34633740000000.0,32512317000000.0,34346115000000.0,36542330000000.0,34796196000000.0,33685298000000.0,34912764000000.0,35392320000000.0,34840898000000.0,33111434000000.0,34393633000000.0,33434972000000.0,34986244000000.0,29409052000000.0,33222545000000.0,37297823000000.0,34648281000000.0,35592444000000.0,34189513000000.0,33106396000000.0
1982-06-16 00:00:00,35124142000000.0,29606464000000.0,30656732000000.0,31858341000000.0,33633195000000.0,28750524000000.0,27364222000000.0,31132536000000.0,29245740000000.0,28752786000000.0,26336096000000.0,29898844000000.0,28407646000000.0,29675068000000.0,32301300000000.0,30747410000000.0,29540152000000.0,30450350000000.0,30925946000000.0,29937193000000.0,28602955000000.0,30138626000000.0,29308542000000.0,31067728000000.0,25330480000000.0,28660820000000.0,32817367000000.0,30898012000000.0,31704492000000.0,29883246000000.0,28959136000000.0
1982-07-16 12:00:00,27831606000000.0,22701607000000.0,24291953000000.0,23651814000000.0,27095873000000.0,21871240000000.0,19959927000000.0,24286587000000.0,22191150000000.0,22032727000000.0,19396603000000.0,22870541000000.0,21404917000000.0,22354307000000.0,25347650000000.0,24266033000000.0,22318244000000.0,23532879000000.0,23618675000000.0,22444130000000.0,21508089000000.0,22709338000000.0,22155278000000.0,24435325000000.0,18629232000000.0,21694933000000.0,25704587000000.0,24062844000000.0,24533501000000.0,22572316000000.0,21422010000000.0
1982-08-16 12:00:00,22169547000000.0,17554268000000.0,19136508000000.0,17760506000000.0,21934210000000.0,16709525000000.0,14425398000000.0,19339325000000.0,16397256000000.0,16557185000000.0,14088832000000.0,17251451000000.0,15510370000000.0,16392061000000.0,19476194000000.0,18837781000000.0,16939401000000.0,18240850000000.0,17875759000000.0,17211233000000.0,16247431000000.0,16480643000000.0,16475064000000.0,18416558000000.0,13352405000000.0,16645540000000.0,20522427000000.0,18832467000000.0,18703874000000.0,17107901000000.0,15458611000000.0
1982-09-16 00:00:00,21744518000000.0,16896578000000.0,18187565000000.0,17027414000000.0,21382096000000.0,16003565000000.0,13788265000000.0,18201392000000.0,15590882000000.0,15764787000000.0,13642419000000.0,16371860000000.0,15163526000000.0,15672623000000.0,18687998000000.0,18526652000000.0,16509316000000.0,17271691000000.0,17347982000000.0,16834345000000.0,15607291000000.0,15914563000000.0,15892665000000.0,17756745000000.0,12624534000000.0,15918212000000.0,19837701000000.0,17738838000000.0,18335597000000.0,16226933000000.0,14837075000000.0
1982-10-16 12:00:00,23534190000000.0,18571100000000.0,19897317000000.0,18902692000000.0,23089537000000.0,17528202000000.0,15353819000000.0,19846100000000.0,17430892000000.0,17430327000000.0,15416663000000.0,17992612000000.0,16851140000000.0,17442920000000.0,20349274000000.0,20430417000000.0,18429287000000.0,18829862000000.0,19036304000000.0,18728041000000.0,17168450000000.0,17968054000000.0,17613320000000.0,19649723000000.0,14267936000000.0,17321360000000.0,21467138000000.0,19428956000000.0,20277166000000.0,18055434000000.0,16665572000000.0
1982-11-16 00:00:00,26084850000000.0,21258777000000.0,22381987000000.0,21842593000000.0,25620856000000.0,19986182000000.0,17953550000000.0,22619215000000.0,20319922000000.0,19948647000000.0,18224544000000.0,20574894000000.0,19494003000000.0,20081240000000.0,22595896000000.0,23221194000000.0,20889746000000.0,21397556000000.0,21572681000000.0,21463866000000.0,19845521000000.0,20532177000000.0,20248145000000.0,22063622000000.0,16987547000000.0,19685603000000.0,23901606000000.0,21783982000000.0,22914169000000.0,20674731000000.0,19341051000000.0
1982-12-16 12:00:00,29197230000000.0,24205725000000.0,25343247000000.0,25374189000000.0,28924015000000.0,23000145000000.0,21175518000000.0,25753463000000.0,23684780000000.0,23141995000000.0,21745088000000.0,23592070000000.0,22473288000000.0,23472770000000.0,25499820000000.0,26168095000000.0,23874620000000.0,24550398000000.0,24638671000000.0,24445200000000.0,22849163000000.0,23805070000000.0,23486584000000.0,25143213000000.0,19965139000000.0,22936851000000.0,26886650000000.0,24733626000000.0,26054870000000.0,23748996000000.0,22666348000000.0
1983-01-16 12:00:00,32714084000000.0,27748670000000.0,28679632000000.0,28503062000000.0,32442138000000.0,26444785000000.0,24612046000000.0,28897878000000.0,27408808000000.0,26392928000000.0,25340299000000.0,26909358000000.0,25836598000000.0,27352789000000.0,28857017000000.0,29497034000000.0,27268944000000.0,28097022000000.0,28036129000000.0,27900334000000.0,26229997000000.0,27233280000000.0,26881305000000.0,28457126000000.0,23248301000000.0,26281580000000.0,30315679000000.0,28009994000000.0,29519977000000.0,27311420000000.0,26156873000000.0
1983-02-15 00:00:00,35971900000000.0,30910590000000.0,32011163000000.0,31412743000000.0,35662577000000.0,29837798000000.0,27827173000000.0,31959007000000.0,30407358000000.0,29592080000000.0,28355005000000.0,29924992000000.0,28797802000000.0,30625325000000.0,31709936000000.0,32746735000000.0,30440535000000.0,31269237000000.0,31098633000000.0,31162613000000.0,29554390000000.0,30475510000000.0,30209310000000.0,31820677000000.0,26409456000000.0,29352572000000.0,33352099000000.0,30922708000000.0,32624653000000.0,30615173000000.0,29520256000000.0
1983-03-16 12:00:00,38346085000000.0,33409844000000.0,34684063000000.0,33991168000000.0,38033366000000.0,32569379000000.0,30506893000000.0,34443977000000.0,32655410000000.0,32295688000000.0,30711552000000.0,32402336000000.0,31453497000000.0,33484510000000.0,34065750000000.0,35281302000000.0,32913300000000.0,33872423000000.0,33638347000000.0,33660743000000.0,31959049000000.0,33015258000000.0,32828734000000.0,34457355000000.0,29197737000000.0,32134465000000.0,35834270000000.0,33286324000000.0,35249728000000.0,33309325000000.0,32419135000000.0
1983-04-16 00:00:00,39579400000000.0,34974347000000.0,36289953000000.0,35548670000000.0,39514650000000.0,33880310000000.0,32393212000000.0,36170420000000.0,34154092000000.0,34000570000000.0,32555961000000.0,34009189000000.0,33230310000000.0,35184213000000.0,35535680000000.0,36602483000000.0,34377262000000.0,35581338000000.0,35235794000000.0,35056744000000.0,33275250000000.0,34743610000000.0,34425333000000.0,36010616000000.0,30900646000000.0,33754597000000.0,37205653000000.0,34492115000000.0,37036585000000.0,34990750000000.0,34242512000000.0
