time,r7i1p1f1,r31i1p1f1,r12i1p1f1,r18i1p1f1,r13i1p1f1,r30i1p1f1,r44i1p1f1,r41i1p1f1,r40i1p1f1,r17i1p1f1,r10i1p1f1,r33i1p1f1,r35i1p1f1,r1i1p1f1,r19i1p1f1,r5i1p1f1,r36i1p1f1,r15i1p1f1,r25i1p1f1,r45i1p1f1,r23i1p1f1,r46i1p1f1,r4i1p1f1,r22i1p1f1,r27i1p1f1,r28i1p1f1,r43i1p1f1,r9i1p1f1,r47i1p1f1,r8i1p1f1,r38i1p1f1,r42i1p1f1,r32i1p1f1,r11i1p1f1,r24i1p1f1,r16i1p1f1,r3i1p1f1,r2i1p1f1,r37i1p1f1,r20i1p1f1,r34i1p1f1,r26i1p1f1,r50i1p1f1,r48i1p1f1,r14i1p1f1,r6i1p1f1,r21i1p1f1,r49i1p1f1,r29i1p1f1,r39i1p1f1
1979-01-16 12:00:00,24599832000000.0,23018310000000.0,23443390000000.0,25823100000000.0,24439954000000.0,24194625000000.0,24822747000000.0,24866158000000.0,23374728000000.0,27181244000000.0,25495589000000.0,23483602000000.0,23294602000000.0,21806547000000.0,25494485000000.0,24799013000000.0,24003612000000.0,24774393000000.0,19908810000000.0,22691973000000.0,27127920000000.0,23744823000000.0,24205775000000.0,24251596000000.0,23011772000000.0,21705743000000.0,23233856000000.0,22977830000000.0,25690435000000.0,22892850000000.0,24223670000000.0,22416282000000.0,24347874000000.0,22642998000000.0,23844650000000.0,22377539000000.0,23550124000000.0,21116093000000.0,24560122000000.0,24838127000000.0,22387507000000.0,21773741000000.0,23168536000000.0,26461526000000.0,25182358000000.0,24016918000000.0,23141246000000.0,27308222000000.0,24098552000000.0,23244078000000.0
1979-02-15 00:00:00,26736536000000.0,25375753000000.0,25668924000000.0,27944030000000.0,26909551000000.0,26656673000000.0,27089206000000.0,27134324000000.0,25537555000000.0,29414545000000.0,27813944000000.0,25784702000000.0,25643945000000.0,24221191000000.0,27839250000000.0,27080868000000.0,26160042000000.0,27077147000000.0,22073464000000.0,24807878000000.0,29377344000000.0,25920030000000.0,26486757000000.0,26594383000000.0,25386956000000.0,24167087000000.0,25316980000000.0,25068540000000.0,27779383000000.0,25179772000000.0,26309084000000.0,24455246000000.0,26471825000000.0,24879110000000.0,26291260000000.0,24875641000000.0,26107271000000.0,23453990000000.0,26931408000000.0,27097980000000.0,24576283000000.0,24058471000000.0,25388418000000.0,28597392000000.0,27470999000000.0,26329819000000.0,25550790000000.0,29665113000000.0,26551005000000.0,25443212000000.0
1979-03-16 12:00:00,28539865000000.0,27386770000000.0,27510030000000.0,29684755000000.0,28825460000000.0,28609056000000.0,28882726000000.0,28883003000000.0,27398536000000.0,31344290000000.0,29731271000000.0,27680087000000.0,27550194000000.0,26259070000000.0,29826140000000.0,28901078000000.0,27802984000000.0,28741955000000.0,24189617000000.0,26577958000000.0,31190136000000.0,27704628000000.0,28286822000000.0,28367653000000.0,27334946000000.0,25999283000000.0,27106568000000.0,26896224000000.0,29669921000000.0,26779863000000.0,28127036000000.0,26223105000000.0,28179717000000.0,26805410000000.0,28345262000000.0,26772390000000.0,28203358000000.0,25409884000000.0,28878022000000.0,29070574000000.0,26345715000000.0,25653110000000.0,27327174000000.0,30253857000000.0,29064388000000.0,28232787000000.0,27803026000000.0,31502344000000.0,28620152000000.0,27422435000000.0
1979-04-16 00:00:00,29698483000000.0,28660044000000.0,28760074000000.0,30806318000000.0,30062655000000.0,29925830000000.0,29922326000000.0,30182720000000.0,28673537000000.0,32577373000000.0,30910544000000.0,28994196000000.0,28720656000000.0,27533730000000.0,30968442000000.0,29961210000000.0,28830560000000.0,29556623000000.0,25593502000000.0,27808464000000.0,32298188000000.0,28818656000000.0,29391319000000.0,29295170000000.0,28545865000000.0,27276035000000.0,28316747000000.0,28019693000000.0,30744945000000.0,27978617000000.0,29219518000000.0,27532355000000.0,29171795000000.0,28009908000000.0,29621366000000.0,28020970000000.0,29475652000000.0,26632390000000.0,30213150000000.0,30287466000000.0,27363200000000.0,26662415000000.0,28537784000000.0,31329690000000.0,30143077000000.0,29597666000000.0,29220567000000.0,32665780000000.0,29960736000000.0,28742680000000.0
1979-05-16 12:00:00,29389385000000.0,28458659000000.0,28636346000000.0,30841254000000.0,30017174000000.0,29929834000000.0,29448812000000.0,30215036000000.0,28681848000000.0,32486670000000.0,30870940000000.0,28757421000000.0,28537266000000.0,27289110000000.0,30689896000000.0,29818805000000.0,28451057000000.0,29266308000000.0,25527216000000.0,27590400000000.0,32038880000000.0,28687135000000.0,28967290000000.0,29340930000000.0,28364528000000.0,27057630000000.0,27967710000000.0,27700805000000.0,30361107000000.0,27685472000000.0,29097179000000.0,27334139000000.0,29053545000000.0,27869292000000.0,29707001000000.0,27995590000000.0,29367090000000.0,26595826000000.0,30149825000000.0,30012592000000.0,27168248000000.0,26433990000000.0,28248052000000.0,31081470000000.0,30116743000000.0,29631191000000.0,29135322000000.0,32661209000000.0,29784457000000.0,28626780000000.0
1979-06-16 00:00:00,26794038000000.0,26044300000000.0,25682474000000.0,28434910000000.0,27419604000000.0,27270420000000.0,26596988000000.0,27640505000000.0,26054312000000.0,29949002000000.0,28259966000000.0,26549923000000.0,25799592000000.0,24607134000000.0,27850097000000.0,27735792000000.0,25721957000000.0,26595507000000.0,22949187000000.0,24918813000000.0,29487650000000.0,25704897000000.0,25838525000000.0,26708988000000.0,25793512000000.0,24115981000000.0,25264608000000.0,24966972000000.0,27735586000000.0,25219450000000.0,26566308000000.0,24733676000000.0,26834861000000.0,24592672000000.0,27366118000000.0,25558652000000.0,26898837000000.0,24497837000000.0,27631911000000.0,27279845000000.0,24370480000000.0,24229995000000.0,25331646000000.0,28298426000000.0,27582238000000.0,26929388000000.0,26053955000000.0,30294443000000.0,27213697000000.0,26111883000000.0
1979-07-16 12:00:00,21008763000000.0,21339904000000.0,19874180000000.0,22794855000000.0,22482740000000.0,21874994000000.0,21092916000000.0,22329350000000.0,20422213000000.0,24531090000000.0,22961904000000.0,22007828000000.0,20112686000000.0,19155676000000.0,22474173000000.0,22590469000000.0,20888770000000.0,21312475000000.0,17848860000000.0,19705597000000.0,23844805000000.0,19974205000000.0,20465521000000.0,21415814000000.0,20466748000000.0,18020148000000.0,19585867000000.0,19418793000000.0,21814175000000.0,19680597000000.0,21283536000000.0,19733225000000.0,21664453000000.0,18927904000000.0,21955852000000.0,19972034000000.0,21886690000000.0,19560692000000.0,21948110000000.0,21199868000000.0,19486418000000.0,18947110000000.0,19474070000000.0,22843748000000.0,22671107000000.0,21207888000000.0,19801506000000.0,24641786000000.0,21606865000000.0,20999980000000.0
1979-08-16 12:00:00,16758100000000.0,17484931000000.0,15479499000000.0,18479734000000.0,18319474000000.0,17613034000000.0,16736585000000.0,18311081000000.0,16018346000000.0,20522500000000.0,18734006000000.0,17995997000000.0,15673720000000.0,14704605000000.0,18093512000000.0,18571845000000.0,16691034000000.0,16874731000000.0,13894797000000.0,15845363000000.0,19794426000000.0,15796386000000.0,16180564000000.0,17123957000000.0,15929308000000.0,13720792000000.0,15307247000000.0,15471512000000.0,17128338000000.0,14866083000000.0,17070564000000.0,15873823000000.0,17524477000000.0,14664642000000.0,17639028000000.0,15732753000000.0,17662638000000.0,15361649000000.0,17592794000000.0,16444275000000.0,15348798000000.0,14791276000000.0,15281452000000.0,18884917000000.0,18471547000000.0,16845910000000.0,15241277000000.0,20163255000000.0,17496503000000.0,16740570000000.0
1979-09-16 00:00:00,15685669000000.0,16683802000000.0,14207739000000.0,17255420000000.0,17270371000000.0,16414346000000.0,15400301000000.0,17318122000000.0,14976550000000.0,19367903000000.0,17451007000000.0,17071860000000.0,14446417000000.0,13487136000000.0,16721187000000.0,17353152000000.0,15511383000000.0,15621338000000.0,12745695000000.0,14689806000000.0,18890694000000.0,14618731000000.0,15041322000000.0,15740589000000.0,14656242000000.0,12864044000000.0,14176185000000.0,14199086000000.0,15966032000000.0,13624147000000.0,16104924000000.0,14897077000000.0,16387782000000.0,13611009000000.0,16507627000000.0,14846605000000.0,16440727000000.0,14149774000000.0,16460891000000.0,15131217000000.0,14056697000000.0,13825040000000.0,14329031000000.0,17759330000000.0,17305963000000.0,15731594000000.0,13913521000000.0,19009467000000.0,16449460000000.0,15256178000000.0
1979-10-16 12:00:00,16732643000000.0,17900992000000.0,15449899000000.0,18296483000000.0,18183709000000.0,17509200000000.0,16466563000000.0,18377884000000.0,16284068000000.0,20632933000000.0,18550030000000.0,18400873000000.0,15898546000000.0,14738281000000.0,17778052000000.0,18394672000000.0,16591540000000.0,16865538000000.0,14052521000000.0,15857464000000.0,20039320000000.0,15737977000000.0,16332660000000.0,17048636000000.0,15790105000000.0,14176690000000.0,15320696000000.0,15383071000000.0,17006623000000.0,14652572000000.0,17287041000000.0,15975674000000.0,17486438000000.0,14908028000000.0,17668548000000.0,16131568000000.0,17808763000000.0,15499434000000.0,17626678000000.0,16235871000000.0,15106134000000.0,14697726000000.0,15489849000000.0,18770655000000.0,18499617000000.0,16936842000000.0,15031440000000.0,20247235000000.0,17753516000000.0,16400548000000.0
1979-11-16 00:00:00,18750978000000.0,19768140000000.0,17585662000000.0,20003290000000.0,20285286000000.0,19454482000000.0,18419382000000.0,20289067000000.0,18309907000000.0,22380520000000.0,20535325000000.0,20148564000000.0,17972070000000.0,16817090000000.0,19616642000000.0,20125718000000.0,18628670000000.0,18724516000000.0,16012940000000.0,17871931000000.0,21626383000000.0,17758752000000.0,18283244000000.0,19015894000000.0,17584369000000.0,16367279000000.0,17534356000000.0,17327645000000.0,18655587000000.0,16792219000000.0,19317333000000.0,17959748000000.0,19502482000000.0,16950789000000.0,19674218000000.0,18215570000000.0,19885080000000.0,17591772000000.0,19675681000000.0,18318660000000.0,17113340000000.0,16609697000000.0,17395086000000.0,20621111000000.0,20646378000000.0,18879856000000.0,17204532000000.0,22106725000000.0,19855802000000.0,18541405000000.0
1979-12-16 12:00:00,21199187000000.0,21706240000000.0,20237502000000.0,21966044000000.0,22678795000000.0,21796820000000.0,20779610000000.0,22715230000000.0,20652540000000.0,24697561000000.0,22897549000000.0,22487760000000.0,20381186000000.0,18999537000000.0,21830463000000.0,22192127000000.0,20643520000000.0,21099966000000.0,17950835000000.0,19873160000000.0,23659850000000.0,20145368000000.0,20453330000000.0,21386133000000.0,19897105000000.0,18745311000000.0,19873277000000.0,19487395000000.0,20848367000000.0,19073734000000.0,21500583000000.0,20117220000000.0,21932766000000.0,19259508000000.0,21883450000000.0,20595910000000.0,22247882000000.0,20021248000000.0,21953375000000.0,20563926000000.0,19509160000000.0,18887656000000.0,19574125000000.0,22900696000000.0,22888994000000.0,21179297000000.0,19475690000000.0,24364125000000.0,22224988000000.0,20813533000000.0
1980-01-16 12:00:00,23870103000000.0,24043336000000.0,22917914000000.0,24388844000000.0,25280966000000.0,24255417000000.0,23167423000000.0,25424680000000.0,23298990000000.0,27139114000000.0,25429553000000.0,25039961000000.0,22955359000000.0,21435834000000.0,24350263000000.0,24469651000000.0,22813193000000.0,23867660000000.0,20416010000000.0,22393769000000.0,26051898000000.0,22839548000000.0,22907556000000.0,23767837000000.0,22523167000000.0,21332002000000.0,22498345000000.0,22219590000000.0,23442074000000.0,21593565000000.0,24052043000000.0,22515743000000.0,24423772000000.0,21647174000000.0,24575855000000.0,23293715000000.0,24829550000000.0,22634070000000.0,24300677000000.0,23120207000000.0,21918946000000.0,21457795000000.0,22069882000000.0,25419395000000.0,25442344000000.0,23715153000000.0,22267560000000.0,26959008000000.0,25055107000000.0,23405328000000.0
1980-02-15 12:00:00,26199242000000.0,26475655000000.0,25172422000000.0,26772293000000.0,27658155000000.0,26383870000000.0,25670753000000.0,27889127000000.0,25675088000000.0,29349177000000.0,27855630000000.0,27348949000000.0,25288864000000.0,23958156000000.0,26831416000000.0,26690570000000.0,25085500000000.0,26151230000000.0,22854018000000.0,24898733000000.0,28412943000000.0,25050590000000.0,25221334000000.0,26222940000000.0,24929852000000.0,23453537000000.0,25060365000000.0,24588277000000.0,25930521000000.0,23726289000000.0,26012463000000.0,24748044000000.0,26742113000000.0,23959165000000.0,26844867000000.0,25758435000000.0,27161096000000.0,25005500000000.0,26424992000000.0,25662610000000.0,24271997000000.0,23847101000000.0,24337388000000.0,27800392000000.0,27639526000000.0,26137544000000.0,24458765000000.0,29205937000000.0,27247293000000.0,25684364000000.0
1980-03-16 12:00:00,27974007000000.0,28324290000000.0,27094036000000.0,28478638000000.0,29632848000000.0,28061368000000.0,27835470000000.0,29725943000000.0,27410473000000.0,31232503000000.0,29780978000000.0,29341749000000.0,27177230000000.0,25953740000000.0,28787480000000.0,28513340000000.0,27056253000000.0,27987005000000.0,24775693000000.0,27001736000000.0,30355095000000.0,26951423000000.0,26990382000000.0,28176445000000.0,26783255000000.0,25369797000000.0,26989965000000.0,26411404000000.0,27918607000000.0,25540193000000.0,27627948000000.0,26715997000000.0,28468763000000.0,26065135000000.0,28706220000000.0,27618653000000.0,29150790000000.0,26976940000000.0,28095168000000.0,27569169000000.0,26358680000000.0,25625037000000.0,26224615000000.0,29759623000000.0,29385162000000.0,27970190000000.0,26446878000000.0,30991832000000.0,29168306000000.0,27655970000000.0
1980-04-16 00:00:00,28987038000000.0,29418836000000.0,28229914000000.0,29687756000000.0,30902336000000.0,29329673000000.0,28991214000000.0,30790402000000.0,28544923000000.0,32571962000000.0,31089318000000.0,30692486000000.0,28427692000000.0,27186294000000.0,29899077000000.0,29795630000000.0,28405907000000.0,28996460000000.0,26018155000000.0,28096570000000.0,31498476000000.0,28095048000000.0,28145999000000.0,29439216000000.0,27996514000000.0,26676258000000.0,28250714000000.0,27659537000000.0,29176200000000.0,26658396000000.0,28833028000000.0,27975995000000.0,29624445000000.0,27277895000000.0,29980377000000.0,28724792000000.0,30490529000000.0,28197284000000.0,29168658000000.0,28708250000000.0,27784273000000.0,26704410000000.0,27290539000000.0,31145385000000.0,30595684000000.0,29225030000000.0,27742905000000.0,32041477000000.0,30513232000000.0,28838877000000.0
1980-05-16 12:00:00,28662072000000.0,29318840000000.0,27841408000000.0,29500929000000.0,30817248000000.0,29292835000000.0,28800623000000.0,30650240000000.0,28521760000000.0,32458260000000.0,30734132000000.0,30648380000000.0,28378296000000.0,27091823000000.0,29824194000000.0,29915202000000.0,28268080000000.0,28795594000000.0,26013344000000.0,27570964000000.0,31229653000000.0,27972103000000.0,27937869000000.0,29448657000000.0,27785242000000.0,26608960000000.0,28064354000000.0,27650383000000.0,28960940000000.0,26274878000000.0,28944439000000.0,27656521000000.0,29251684000000.0,27319377000000.0,29924590000000.0,28480171000000.0,30401780000000.0,28173505000000.0,29076333000000.0,28551617000000.0,27222837000000.0,26492117000000.0,27208820000000.0,30922406000000.0,30526620000000.0,29164766000000.0,27819118000000.0,31676734000000.0,30371958000000.0,28689534000000.0
1980-06-16 00:00:00,25468447000000.0,26923506000000.0,25094487000000.0,26643997000000.0,28495321000000.0,26822186000000.0,26512740000000.0,27699137000000.0,25990450000000.0,29707584000000.0,27822997000000.0,27999227000000.0,25958529000000.0,24485760000000.0,27443906000000.0,27967518000000.0,25454631000000.0,26185673000000.0,23607787000000.0,24335272000000.0,28147960000000.0,25143292000000.0,25575326000000.0,26894305000000.0,24785787000000.0,24033744000000.0,25379664000000.0,25207587000000.0,26386930000000.0,23084292000000.0,26517360000000.0,25100074000000.0,26572136000000.0,25202100000000.0,27669991000000.0,25512513000000.0,27521538000000.0,25797654000000.0,26427712000000.0,25724157000000.0,24210970000000.0,23882268000000.0,24928447000000.0,27807750000000.0,27868277000000.0,26377672000000.0,25108463000000.0,28700978000000.0,27706094000000.0,25621143000000.0
1980-07-16 12:00:00,19669432000000.0,21645290000000.0,19296523000000.0,21329982000000.0,23480163000000.0,21506766000000.0,20838407000000.0,21879530000000.0,20425732000000.0,24552747000000.0,22483080000000.0,22922995000000.0,20114414000000.0,18946875000000.0,22048430000000.0,23456150000000.0,20032960000000.0,20693601000000.0,18657208000000.0,19454098000000.0,22617510000000.0,19185917000000.0,21239983000000.0,21374387000000.0,19503600000000.0,18613516000000.0,19644627000000.0,19069440000000.0,20711198000000.0,17462628000000.0,21253121000000.0,20275217000000.0,21244758000000.0,19866577000000.0,22503230000000.0,20492086000000.0,22207502000000.0,20032147000000.0,20709480000000.0,20074017000000.0,19052830000000.0,18701846000000.0,19176024000000.0,22968975000000.0,22132529000000.0,20805941000000.0,19367499000000.0,22941431000000.0,21926775000000.0,19352823000000.0
1980-08-16 12:00:00,15308652000000.0,17627200000000.0,15126095000000.0,16861106000000.0,19322615000000.0,17269581000000.0,16173550000000.0,17459772000000.0,16089635000000.0,20600987000000.0,18384850000000.0,19102544000000.0,16059154000000.0,14666697000000.0,17989024000000.0,19138162000000.0,15681754000000.0,16591954000000.0,14406471000000.0,15353356000000.0,18281285000000.0,14829459000000.0,17000657000000.0,17172192000000.0,15285982000000.0,14310278000000.0,15266697000000.0,14312962000000.0,16005945000000.0,13163992000000.0,16505008000000.0,16208221000000.0,17136728000000.0,15695736000000.0,18125985000000.0,16336590000000.0,17946020000000.0,15814591000000.0,16566177000000.0,15647505000000.0,14596507000000.0,14692909000000.0,14591070000000.0,18916762000000.0,17944533000000.0,16388812000000.0,15013561000000.0,18293470000000.0,17545965000000.0,15115417000000.0
1980-09-16 00:00:00,14243825000000.0,16242611000000.0,13988221000000.0,15542501000000.0,18323340000000.0,15979029000000.0,14959373000000.0,16140808000000.0,14824374000000.0,19643597000000.0,17163464000000.0,17874052000000.0,14758277000000.0,13601896000000.0,16849417000000.0,18156882000000.0,14429297000000.0,15528254000000.0,13266176000000.0,14037450000000.0,17038321000000.0,13695925000000.0,15900426000000.0,16170481000000.0,14289745000000.0,13211527000000.0,13771755000000.0,13356611000000.0,14731933000000.0,11929821000000.0,15222182000000.0,15165364000000.0,15885863000000.0,14564819000000.0,16753349000000.0,15149286000000.0,16928188000000.0,14699210000000.0,15406614000000.0,14411815000000.0,13378613000000.0,13742742000000.0,13331834000000.0,17858650000000.0,16808140000000.0,15314938000000.0,13827658000000.0,17063820000000.0,16459937000000.0,13688232000000.0
1980-10-16 12:00:00,15344822000000.0,17200744000000.0,14921915000000.0,16577043000000.0,19578309000000.0,17024341000000.0,15950223000000.0,17451159000000.0,16026855000000.0,20804746000000.0,18328844000000.0,18946678000000.0,16003499000000.0,14877475000000.0,17990146000000.0,19345885000000.0,15757257000000.0,16870371000000.0,14508140000000.0,15230453000000.0,18061724000000.0,14873357000000.0,17018014000000.0,17398242000000.0,15476345000000.0,14389511000000.0,14887999000000.0,14480971000000.0,15719614000000.0,13284729000000.0,16553311000000.0,16420073000000.0,16870329000000.0,15700077000000.0,17947090000000.0,16362367000000.0,18181052000000.0,15789247000000.0,16319374000000.0,15669693000000.0,14524218000000.0,14798171000000.0,14517358000000.0,19145205000000.0,17969540000000.0,16752756000000.0,15208387000000.0,18201316000000.0,17706999000000.0,14758493000000.0
1980-11-16 00:00:00,17440083000000.0,19062346000000.0,16928084000000.0,18440258000000.0,21441406000000.0,19070850000000.0,17951072000000.0,19523140000000.0,18095280000000.0,22681846000000.0,20348758000000.0,20969910000000.0,18097940000000.0,17066152000000.0,19731092000000.0,21146815000000.0,17897513000000.0,18904768000000.0,16611675000000.0,17172164000000.0,19759484000000.0,16910301000000.0,19019370000000.0,19315932000000.0,17631887000000.0,16631808000000.0,16903517000000.0,16456554000000.0,17563800000000.0,15453214000000.0,18388020000000.0,18214294000000.0,18673675000000.0,17747354000000.0,20005391000000.0,18198867000000.0,20149378000000.0,17590183000000.0,18267637000000.0,17696498000000.0,16499055000000.0,16648595000000.0,16752524000000.0,20938622000000.0,19923988000000.0,18919117000000.0,17554234000000.0,20163523000000.0,19686505000000.0,17017862000000.0
1980-12-16 12:00:00,19790194000000.0,21387475000000.0,19329133000000.0,20897110000000.0,23551660000000.0,21385162000000.0,20344610000000.0,21895690000000.0,20316655000000.0,25025768000000.0,22649325000000.0,23222238000000.0,20386387000000.0,19434303000000.0,21715074000000.0,23239430000000.0,20276522000000.0,20909740000000.0,18935322000000.0,19370660000000.0,21925502000000.0,19367102000000.0,21120020000000.0,21570592000000.0,20202736000000.0,19033020000000.0,19234768000000.0,18659722000000.0,20106060000000.0,17907388000000.0,20454341000000.0,20411796000000.0,20536470000000.0,20178641000000.0,22306135000000.0,20284845000000.0,22349038000000.0,19865790000000.0,20361880000000.0,20022129000000.0,18698193000000.0,18544549000000.0,19282449000000.0,22813264000000.0,22301385000000.0,21028718000000.0,20051254000000.0,22406203000000.0,21791340000000.0,19597416000000.0
1981-01-16 12:00:00,22269510000000.0,23806417000000.0,22101216000000.0,23715157000000.0,25864197000000.0,23750620000000.0,23106538000000.0,24588145000000.0,22754502000000.0,27594989000000.0,25378494000000.0,25749747000000.0,23092343000000.0,22141362000000.0,24104885000000.0,25529005000000.0,22958250000000.0,23357567000000.0,21550160000000.0,21908980000000.0,24348235000000.0,21698470000000.0,23561536000000.0,23964754000000.0,22736273000000.0,21653998000000.0,22006710000000.0,21094063000000.0,22761949000000.0,20568275000000.0,22780550000000.0,23150794000000.0,23025370000000.0,22947096000000.0,25064020000000.0,22558628000000.0,25109901000000.0,22378686000000.0,22882697000000.0,22348724000000.0,21227708000000.0,20956364000000.0,21901586000000.0,25019606000000.0,24950182000000.0,23499679000000.0,22685497000000.0,25064520000000.0,24522493000000.0,22429519000000.0
1981-02-15 00:00:00,24670795000000.0,25837137000000.0,24441904000000.0,26186880000000.0,28043926000000.0,25944427000000.0,25381319000000.0,26913096000000.0,24871057000000.0,29782826000000.0,27804668000000.0,28165242000000.0,25403004000000.0,24589938000000.0,26360383000000.0,27635237000000.0,25374906000000.0,25491891000000.0,23888417000000.0,24272733000000.0,26485478000000.0,23903508000000.0,25603021000000.0,26147211000000.0,25148682000000.0,23769626000000.0,24660312000000.0,23214367000000.0,24810890000000.0,23036856000000.0,25076030000000.0,25413577000000.0,25543640000000.0,25153382000000.0,27677291000000.0,24730320000000.0,27150795000000.0,24761036000000.0,25309223000000.0,24597080000000.0,23605247000000.0,22902599000000.0,24148030000000.0,27486637000000.0,27239022000000.0,25730382000000.0,24862274000000.0,27397051000000.0,26668160000000.0,24923907000000.0
1981-03-16 12:00:00,26412925000000.0,27862145000000.0,26521561000000.0,28233072000000.0,29814132000000.0,27787409000000.0,27348076000000.0,29079007000000.0,26686691000000.0,31552134000000.0,29626955000000.0,30029176000000.0,27151288000000.0,26632992000000.0,28093123000000.0,29306508000000.0,27577782000000.0,27211457000000.0,25918114000000.0,25931234000000.0,28269743000000.0,25571403000000.0,27467810000000.0,27942233000000.0,27138044000000.0,25615573000000.0,26584193000000.0,24981793000000.0,26808070000000.0,25133060000000.0,26903516000000.0,27368459000000.0,27557525000000.0,27048595000000.0,29532258000000.0,26489397000000.0,28621624000000.0,26861212000000.0,27274676000000.0,26373194000000.0,25647825000000.0,24699327000000.0,26069483000000.0,29496833000000.0,29065396000000.0,27701946000000.0,26752259000000.0,29277068000000.0,28579820000000.0,26892032000000.0
1981-04-16 00:00:00,27619106000000.0,29241312000000.0,27974275000000.0,29511568000000.0,30786407000000.0,29045341000000.0,28625496000000.0,30367604000000.0,27903245000000.0,32524034000000.0,30690263000000.0,31114786000000.0,28436574000000.0,27896810000000.0,29339720000000.0,30347826000000.0,28788864000000.0,28302597000000.0,27277272000000.0,27125187000000.0,29558745000000.0,26726415000000.0,28804480000000.0,29206287000000.0,28483930000000.0,26691559000000.0,27822911000000.0,26195438000000.0,28345585000000.0,26464854000000.0,28000987000000.0,28586908000000.0,28954145000000.0,28143174000000.0,30682848000000.0,27555223000000.0,29754380000000.0,28163631000000.0,28591648000000.0,27511608000000.0,27052061000000.0,25946490000000.0,27507881000000.0,30818567000000.0,30225595000000.0,28941381000000.0,27976058000000.0,30552913000000.0,29883082000000.0,28131080000000.0
1981-05-16 12:00:00,27445695000000.0,29311059000000.0,28034594000000.0,29476553000000.0,30588140000000.0,29061296000000.0,28568493000000.0,30328054000000.0,27649114000000.0,32212527000000.0,30353796000000.0,31251304000000.0,28334440000000.0,27857960000000.0,29175290000000.0,30219160000000.0,28312445000000.0,28125908000000.0,27141882000000.0,27084066000000.0,29347750000000.0,26637326000000.0,28658155000000.0,29241375000000.0,28530610000000.0,26592710000000.0,27730230000000.0,26230089000000.0,28167029000000.0,26431151000000.0,27646455000000.0,28667468000000.0,29100190000000.0,28134624000000.0,30620609000000.0,27163076000000.0,29624281000000.0,27917262000000.0,28402266000000.0,27373347000000.0,26882104000000.0,25915594000000.0,27537076000000.0,30751947000000.0,29992256000000.0,28863866000000.0,27929682000000.0,30585823000000.0,29877909000000.0,27868894000000.0
1981-06-16 00:00:00,24984938000000.0,26759480000000.0,25292106000000.0,26940983000000.0,27783078000000.0,26835014000000.0,25932799000000.0,27905830000000.0,24562920000000.0,29741070000000.0,27677965000000.0,28977196000000.0,25705654000000.0,25223722000000.0,26501559000000.0,27888397000000.0,25189857000000.0,25878580000000.0,24317245000000.0,24762770000000.0,26546760000000.0,23899178000000.0,25856492000000.0,26725434000000.0,26314927000000.0,24114083000000.0,25031300000000.0,23624258000000.0,25060660000000.0,23694294000000.0,24246764000000.0,26487437000000.0,26478396000000.0,25520306000000.0,27848063000000.0,24259490000000.0,26866992000000.0,24633657000000.0,25345636000000.0,24735107000000.0,24024965000000.0,23274084000000.0,24685820000000.0,28209320000000.0,27456682000000.0,26162118000000.0,25207627000000.0,27980550000000.0,27328046000000.0,24957925000000.0
1981-07-16 12:00:00,19997173000000.0,21506243000000.0,19927124000000.0,21619460000000.0,22875235000000.0,21550883000000.0,20082315000000.0,23084726000000.0,19366260000000.0,24358064000000.0,22464726000000.0,23820790000000.0,19935435000000.0,20044247000000.0,21649775000000.0,22495840000000.0,19946710000000.0,21295138000000.0,19185166000000.0,19782233000000.0,21409439000000.0,18108163000000.0,21635688000000.0,22446202000000.0,21330328000000.0,18821033000000.0,19354725000000.0,18418137000000.0,19760155000000.0,18274893000000.0,18412068000000.0,21382216000000.0,21566732000000.0,20220723000000.0,21678826000000.0,19107013000000.0,21514830000000.0,18530225000000.0,20232203000000.0,19825049000000.0,18542053000000.0,18220237000000.0,19265147000000.0,23639630000000.0,21863078000000.0,20915268000000.0,19120939000000.0,22541775000000.0,22023634000000.0,19311266000000.0
1981-08-16 12:00:00,15725287000000.0,17626930000000.0,15509357000000.0,17568075000000.0,18606438000000.0,17082064000000.0,15471059000000.0,19141749000000.0,15311116000000.0,20304196000000.0,18536066000000.0,19593160000000.0,15788646000000.0,15798978000000.0,17349401000000.0,18548450000000.0,15399941000000.0,17264195000000.0,14992089000000.0,15627150000000.0,17272985000000.0,13953627000000.0,17538900000000.0,18756735000000.0,17364454000000.0,14796562000000.0,15375468000000.0,14210170000000.0,15648845000000.0,14293607000000.0,14297000000000.0,17391457000000.0,17524164000000.0,16008867000000.0,17024087000000.0,14832275000000.0,17078613000000.0,14061912000000.0,15607743000000.0,15771412000000.0,14595123000000.0,14138869000000.0,15092528000000.0,19603200000000.0,17375477000000.0,16893863000000.0,14508006000000.0,18414640000000.0,17871013000000.0,14989463000000.0
