time,r7i1p1f1,r31i1p1f1,r12i1p1f1,r18i1p1f1,r13i1p1f1,r30i1p1f1,r44i1p1f1,r41i1p1f1,r40i1p1f1,r17i1p1f1,r10i1p1f1,r33i1p1f1,r35i1p1f1,r1i1p1f1,r19i1p1f1,r5i1p1f1,r36i1p1f1,r15i1p1f1,r25i1p1f1,r45i1p1f1,r23i1p1f1,r46i1p1f1,r4i1p1f1,r22i1p1f1,r27i1p1f1,r28i1p1f1,r43i1p1f1,r9i1p1f1,r47i1p1f1,r8i1p1f1,r38i1p1f1,r42i1p1f1,r32i1p1f1,r11i1p1f1,r24i1p1f1,r16i1p1f1,r3i1p1f1,r2i1p1f1,r37i1p1f1,r20i1p1f1,r34i1p1f1,r26i1p1f1,r50i1p1f1,r48i1p1f1,r14i1p1f1,r6i1p1f1,r21i1p1f1,r49i1p1f1,r29i1p1f1,r39i1p1f1
2007-11-16 00:00:00,14283658000000.0,14906776000000.0,15428282000000.0,13744799000000.0,14012643000000.0,12287453000000.0,9832428000000.0,11830913000000.0,14708599000000.0,14718265000000.0,12397580000000.0,14197420000000.0,14209078000000.0,15262334000000.0,14763625000000.0,10189267000000.0,15699595000000.0,13430346000000.0,12833494000000.0,13116309000000.0,12083821000000.0,12660517000000.0,12091914000000.0,13514450000000.0,13242461000000.0,14084112000000.0,13068470000000.0,11221382000000.0,14511275000000.0,12620762000000.0,12992464000000.0,11644522000000.0,14573673000000.0,14242914000000.0,13070605000000.0,13548426000000.0,11308076000000.0,12865126000000.0,14252976000000.0,14836967000000.0,13894146000000.0,13581813000000.0,12648735000000.0,13267624000000.0,14018465000000.0,13715590000000.0,14139847000000.0,12300866000000.0,14892348000000.0,12771541000000.0
2007-12-16 12:00:00,16762247000000.0,17442970000000.0,17579466000000.0,15950073000000.0,16474016000000.0,14491296000000.0,12410946000000.0,14232143000000.0,16984857000000.0,16968608000000.0,14990601000000.0,16392231000000.0,16615301000000.0,17581340000000.0,17061578000000.0,12807939000000.0,17849676000000.0,15541279000000.0,15265089000000.0,15388310000000.0,14836392000000.0,15117482000000.0,14419883000000.0,15661614000000.0,15871246000000.0,16497341000000.0,15566745000000.0,13603340000000.0,16614393000000.0,14983486000000.0,15355590000000.0,14187780000000.0,17257158000000.0,16521946000000.0,15444780000000.0,15998641000000.0,13815020000000.0,15369148000000.0,16755179000000.0,17334184000000.0,16149423000000.0,15803456000000.0,15085047000000.0,15403670000000.0,16290079000000.0,16022818000000.0,16570679000000.0,14536818000000.0,17527369000000.0,15136463000000.0
2008-01-16 12:00:00,19559920000000.0,20196364000000.0,20069388000000.0,18597798000000.0,19078815000000.0,16825295000000.0,15304277000000.0,16865869000000.0,19437988000000.0,19433250000000.0,17784042000000.0,18813010000000.0,19085788000000.0,19909157000000.0,19670160000000.0,15374664000000.0,20201702000000.0,17857467000000.0,17848372000000.0,17958563000000.0,17560487000000.0,17695416000000.0,16953933000000.0,18100470000000.0,18562515000000.0,18961815000000.0,18124420000000.0,15902720000000.0,19064842000000.0,17526478000000.0,17728583000000.0,16877448000000.0,19828610000000.0,19112126000000.0,17899945000000.0,18530206000000.0,16331903000000.0,17647433000000.0,19263780000000.0,19791748000000.0,18795754000000.0,18143125000000.0,17699640000000.0,17893465000000.0,18669270000000.0,18357374000000.0,19229617000000.0,16978160000000.0,20337289000000.0,17759828000000.0
2008-02-15 12:00:00,22014056000000.0,22788860000000.0,22389522000000.0,21060062000000.0,21267082000000.0,18974058000000.0,17787683000000.0,19298234000000.0,21668697000000.0,21630888000000.0,20185160000000.0,21069805000000.0,21194284000000.0,22010908000000.0,21902379000000.0,17934213000000.0,22334235000000.0,20268848000000.0,20386872000000.0,20475927000000.0,19894490000000.0,19812240000000.0,19385775000000.0,20367872000000.0,20833830000000.0,21357912000000.0,20318150000000.0,18309657000000.0,21101875000000.0,19739343000000.0,20302793000000.0,19209556000000.0,22247622000000.0,21444168000000.0,20226394000000.0,20780973000000.0,18576138000000.0,19790345000000.0,21491079000000.0,22132149000000.0,21216770000000.0,20471752000000.0,20112606000000.0,20118113000000.0,21090259000000.0,20602977000000.0,21540716000000.0,19388711000000.0,22812358000000.0,20301715000000.0
2008-03-16 12:00:00,23953420000000.0,24830856000000.0,24392954000000.0,23058578000000.0,23294460000000.0,20716510000000.0,19636364000000.0,21201040000000.0,23561555000000.0,23341640000000.0,22274388000000.0,23037830000000.0,23072388000000.0,23746314000000.0,23686580000000.0,19961670000000.0,24201166000000.0,22093510000000.0,22488078000000.0,22435650000000.0,21925650000000.0,21568445000000.0,21547958000000.0,22149666000000.0,22785260000000.0,23476237000000.0,22410259000000.0,20431780000000.0,23013244000000.0,21756220000000.0,22413950000000.0,21383046000000.0,24074147000000.0,23623394000000.0,22108204000000.0,22572746000000.0,20329690000000.0,21653800000000.0,23348325000000.0,23876166000000.0,23259404000000.0,22484278000000.0,22046241000000.0,22218336000000.0,23084564000000.0,22613968000000.0,23469568000000.0,21286640000000.0,24856985000000.0,22281772000000.0
2008-04-16 00:00:00,25330157000000.0,26241151000000.0,25620784000000.0,24332310000000.0,24469660000000.0,21876100000000.0,20874049000000.0,22514510000000.0,24815717000000.0,24555456000000.0,23605375000000.0,24328060000000.0,24327517000000.0,25060694000000.0,24850148000000.0,21187206000000.0,25335210000000.0,23307858000000.0,23697030000000.0,23671570000000.0,23225814000000.0,22876920000000.0,22976062000000.0,23298038000000.0,24002123000000.0,24710488000000.0,23554433000000.0,21860356000000.0,24088486000000.0,22828154000000.0,23725492000000.0,22853815000000.0,25218542000000.0,24845770000000.0,23311113000000.0,23797850000000.0,21908664000000.0,22958647000000.0,24509548000000.0,24881823000000.0,24533195000000.0,23571202000000.0,23221328000000.0,23566920000000.0,24357271000000.0,23965427000000.0,24617442000000.0,22580799000000.0,25883667000000.0,23486748000000.0
2008-05-16 12:00:00,25230462000000.0,26426405000000.0,25445850000000.0,24389192000000.0,24448195000000.0,21840260000000.0,20621698000000.0,22261138000000.0,24696820000000.0,24319959000000.0,23385868000000.0,24094033000000.0,24041930000000.0,25016977000000.0,24763016000000.0,20969737000000.0,25088934000000.0,22953782000000.0,23625411000000.0,23449666000000.0,22885544000000.0,23027160000000.0,22915263000000.0,23074150000000.0,23804087000000.0,24717600000000.0,23196462000000.0,21802393000000.0,23776730000000.0,22786588000000.0,23493865000000.0,22815514000000.0,25148447000000.0,24539723000000.0,23079399000000.0,23540288000000.0,21789434000000.0,22910096000000.0,24308804000000.0,24562194000000.0,24188205000000.0,23155662000000.0,23132190000000.0,23380133000000.0,24194186000000.0,23806520000000.0,24515422000000.0,22409340000000.0,25658180000000.0,23489583000000.0
2008-06-16 00:00:00,22543195000000.0,24218645000000.0,22884903000000.0,21930336000000.0,21833756000000.0,19291336000000.0,17643803000000.0,19304192000000.0,21868703000000.0,21210310000000.0,20546150000000.0,21006723000000.0,21203860000000.0,22624015000000.0,22275590000000.0,17598406000000.0,21805210000000.0,19792476000000.0,20719200000000.0,20810654000000.0,19997730000000.0,20579067000000.0,20251738000000.0,20314570000000.0,20698817000000.0,22236015000000.0,20160855000000.0,19323876000000.0,20926918000000.0,19943163000000.0,20457177000000.0,20235230000000.0,22350842000000.0,21256334000000.0,19834914000000.0,20498149000000.0,18657581000000.0,20086583000000.0,21424824000000.0,21605540000000.0,21264735000000.0,19595828000000.0,20353493000000.0,20754730000000.0,20866232000000.0,21121255000000.0,21386890000000.0,19654886000000.0,23138120000000.0,21083156000000.0
2008-07-16 12:00:00,16823181000000.0,19180378000000.0,17808247000000.0,16478129000000.0,16013139000000.0,14442978000000.0,12228401000000.0,13923823000000.0,16026793000000.0,15284075000000.0,14403594000000.0,15560482000000.0,16365434000000.0,17441498000000.0,17054797000000.0,11627523000000.0,16065911000000.0,14544637000000.0,15034814000000.0,15219359000000.0,14500020000000.0,15098526000000.0,15240006000000.0,15060076000000.0,14905295000000.0,17145787000000.0,14418182000000.0,14052913000000.0,15804534000000.0,14177419000000.0,14629561000000.0,14809188000000.0,16800460000000.0,15740864000000.0,14782930000000.0,15021877000000.0,13439681000000.0,14733950000000.0,16177854000000.0,16305294000000.0,15508431000000.0,14465120000000.0,15286853000000.0,16121992000000.0,14285576000000.0,15447003000000.0,15602541000000.0,14458022000000.0,17396966000000.0,16203276000000.0
2008-08-16 12:00:00,12467626000000.0,14631418000000.0,13822000000000.0,11958791000000.0,11708944000000.0,10214459000000.0,7776089700000.0,9976781000000.0,11605453000000.0,11053088000000.0,10015852000000.0,11352356000000.0,12288325000000.0,13035687000000.0,12749350000000.0,7807271000000.0,11663434000000.0,10415983000000.0,10940591000000.0,10673039000000.0,10287018000000.0,10604719000000.0,11035541000000.0,11205709000000.0,10834004000000.0,12965455000000.0,10486323000000.0,9735575000000.0,11592968000000.0,10421619000000.0,9956998000000.0,10804828000000.0,12005519000000.0,11385345000000.0,11129598000000.0,10688677000000.0,9150884000000.0,10681888000000.0,11742377000000.0,11583133000000.0,11157060000000.0,10254727000000.0,11015055000000.0,11899511000000.0,9793303000000.0,11176990000000.0,11361183000000.0,10608051000000.0,13114002000000.0,11684852000000.0
2008-09-16 00:00:00,11225549000000.0,13158427000000.0,12724698000000.0,10770759000000.0,10327150000000.0,8986445000000.0,6568823000000.0,8985644000000.0,10279638000000.0,9876462000000.0,8780880300000.0,10017099000000.0,10861624000000.0,11893427000000.0,11495467000000.0,6944670000000.0,10475320000000.0,9150676000000.0,9756782000000.0,9518753000000.0,8983807000000.0,9474131000000.0,9997851000000.0,10142830000000.0,9646012000000.0,11855829000000.0,9444711000000.0,8683423500000.0,10338832000000.0,9214162000000.0,8844626000000.0,9763099000000.0,10865095000000.0,10080519000000.0,10081918000000.0,9497624000000.0,8028340400000.0,9382840000000.0,10382312000000.0,10501562000000.0,9933304000000.0,8896330000000.0,9870542000000.0,10716394000000.0,8817608000000.0,9993120000000.0,10225035000000.0,9450010000000.0,11901004000000.0,10355523000000.0
2008-10-16 12:00:00,12438855000000.0,14365877000000.0,13832233000000.0,11975909000000.0,11333259000000.0,10259852000000.0,7413080000000.0,9944403000000.0,11211331000000.0,10905040000000.0,9855320000000.0,11284204000000.0,11808680000000.0,12945943000000.0,12794375000000.0,7654130000000.0,11426911000000.0,10101671000000.0,10719066000000.0,10475843000000.0,10141351000000.0,10627181000000.0,10946387000000.0,10970568000000.0,10568893000000.0,13184001000000.0,10462208000000.0,9754229000000.0,11056003000000.0,9901394000000.0,9864025000000.0,10703143000000.0,12067455000000.0,11061390000000.0,10826507000000.0,10744067000000.0,9144080000000.0,10431512000000.0,11485203000000.0,11723694000000.0,10842386000000.0,9738685000000.0,11045167000000.0,11701642000000.0,9917948000000.0,10951661000000.0,11394656000000.0,10342439000000.0,13011228000000.0,11556146000000.0
2008-11-16 00:00:00,14371386000000.0,16532476000000.0,15718708000000.0,13935610000000.0,13559643000000.0,12442787000000.0,9579742000000.0,12027082000000.0,13137934000000.0,13092645000000.0,12176587000000.0,13257396000000.0,13787441000000.0,14962023000000.0,14783244000000.0,9492075000000.0,13652755000000.0,12302546000000.0,12939086000000.0,12536269000000.0,12341685000000.0,12866755000000.0,12852121000000.0,13121681000000.0,12732587000000.0,15237456000000.0,12521009000000.0,11806443000000.0,12886127000000.0,11801343000000.0,12068954000000.0,12590302000000.0,14308232000000.0,12910221000000.0,12670755000000.0,12732934000000.0,11201703000000.0,12591498000000.0,13296705000000.0,13790605000000.0,12927977000000.0,11749175000000.0,13305149000000.0,13836010000000.0,11961509000000.0,13335646000000.0,13488669000000.0,12512466000000.0,14998791000000.0,13589117000000.0
2008-12-16 12:00:00,16488349000000.0,18848565000000.0,17917983000000.0,16366770000000.0,15999176000000.0,14823396000000.0,12388189000000.0,14560157000000.0,15357080000000.0,15522335000000.0,14829389000000.0,15550057000000.0,16036197000000.0,17225492000000.0,17116818000000.0,11905201000000.0,16165951000000.0,14482549000000.0,15493313000000.0,14977831000000.0,14682235000000.0,15313542000000.0,14904952000000.0,15612038000000.0,15211367000000.0,17569203000000.0,15225488000000.0,14354617000000.0,15241100000000.0,14405662000000.0,14393267000000.0,14791802000000.0,16649581000000.0,15327530000000.0,14749870000000.0,14912909000000.0,13787529000000.0,14833409000000.0,15421427000000.0,16114940000000.0,15197720000000.0,13954369000000.0,15606404000000.0,16205637000000.0,14497540000000.0,15941960000000.0,15660466000000.0,15048907000000.0,17413324000000.0,15772875000000.0
2009-01-16 12:00:00,18873322000000.0,21327880000000.0,20154612000000.0,18965256000000.0,18636287000000.0,17535345000000.0,15411245000000.0,17002724000000.0,17972620000000.0,18045470000000.0,17540600000000.0,18180815000000.0,18460021000000.0,19496618000000.0,19663883000000.0,14651476000000.0,18791060000000.0,17092565000000.0,18198936000000.0,17221701000000.0,17307938000000.0,17770205000000.0,17098569000000.0,18067694000000.0,17767418000000.0,20059487000000.0,18019030000000.0,17046929000000.0,17882646000000.0,17109612000000.0,16913319000000.0,17217949000000.0,19283508000000.0,18053167000000.0,16895596000000.0,17422344000000.0,16470455000000.0,17300644000000.0,17822862000000.0,18562587000000.0,17706961000000.0,16584133000000.0,17872225000000.0,18491948000000.0,17111907000000.0,18575117000000.0,18044944000000.0,17471977000000.0,19951476000000.0,18299510000000.0
2009-02-15 00:00:00,21315614000000.0,23702073000000.0,22460259000000.0,21336078000000.0,20764361000000.0,19851265000000.0,18283728000000.0,19258096000000.0,20178410000000.0,20279808000000.0,19694411000000.0,20423073000000.0,20788090000000.0,21712427000000.0,21927863000000.0,17199320000000.0,20987148000000.0,19598118000000.0,20346762000000.0,19438230000000.0,19653082000000.0,19954519000000.0,19483140000000.0,20346439000000.0,19927100000000.0,22277333000000.0,20436130000000.0,19527983000000.0,20292630000000.0,19328320000000.0,19340928000000.0,19601893000000.0,21396621000000.0,20316309000000.0,19178010000000.0,19618830000000.0,18930387000000.0,19679158000000.0,20025165000000.0,20830103000000.0,19770791000000.0,19169680000000.0,20091280000000.0,20921094000000.0,19427848000000.0,20842750000000.0,20554262000000.0,19975792000000.0,22535167000000.0,20670522000000.0
2009-03-16 12:00:00,23268279000000.0,25512140000000.0,24318285000000.0,23419286000000.0,22689134000000.0,21731694000000.0,20661725000000.0,21210168000000.0,22052455000000.0,22247213000000.0,21460020000000.0,22418517000000.0,22510492000000.0,23522888000000.0,23720379000000.0,19276207000000.0,22941866000000.0,21657289000000.0,22212732000000.0,21292367000000.0,21678569000000.0,21614612000000.0,21459441000000.0,22327765000000.0,21733833000000.0,24011633000000.0,22299955000000.0,21447097000000.0,22281057000000.0,21191566000000.0,21314862000000.0,21588192000000.0,23179385000000.0,22309629000000.0,21338090000000.0,21417907000000.0,21170349000000.0,21857015000000.0,21825489000000.0,22794738000000.0,21552142000000.0,21303837000000.0,21855398000000.0,22844520000000.0,21196955000000.0,22534460000000.0,22452450000000.0,22140085000000.0,24651453000000.0,22690698000000.0
2009-04-16 00:00:00,24419072000000.0,26676335000000.0,25463440000000.0,24626480000000.0,24057940000000.0,23250927000000.0,22002230000000.0,22359057000000.0,23258758000000.0,23379164000000.0,22382822000000.0,23582334000000.0,23723594000000.0,24737695000000.0,24862815000000.0,20497410000000.0,24277470000000.0,23007114000000.0,23522968000000.0,22533550000000.0,22661724000000.0,22857734000000.0,22484724000000.0,23671477000000.0,22817639000000.0,25278387000000.0,23439593000000.0,22718720000000.0,23560018000000.0,22561933000000.0,22516570000000.0,22943136000000.0,24336105000000.0,23624925000000.0,22745199000000.0,22747288000000.0,22446671000000.0,23167716000000.0,22787547000000.0,23954576000000.0,22777162000000.0,22727721000000.0,23223530000000.0,24201858000000.0,22302188000000.0,23689823000000.0,23494606000000.0,23576530000000.0,26077519000000.0,24000277000000.0
2009-05-16 12:00:00,24333628000000.0,26568097000000.0,25233090000000.0,24586528000000.0,23989515000000.0,22936090000000.0,21675643000000.0,22229720000000.0,22940133000000.0,23425274000000.0,22236944000000.0,23256959000000.0,23440904000000.0,24551094000000.0,24945071000000.0,20410012000000.0,24332610000000.0,22778103000000.0,23429779000000.0,22479188000000.0,22398047000000.0,22764077000000.0,22160186000000.0,23484978000000.0,22456532000000.0,25139589000000.0,23143335000000.0,22515928000000.0,23404577000000.0,22236914000000.0,22410707000000.0,22813060000000.0,23923610000000.0,23447627000000.0,22407224000000.0,22842203000000.0,22005384000000.0,23180148000000.0,22502909000000.0,23941274000000.0,22608414000000.0,22509422000000.0,23325802000000.0,23942268000000.0,22153043000000.0,23518329000000.0,23142343000000.0,23387567000000.0,25728333000000.0,23680604000000.0
2009-06-16 00:00:00,21732352000000.0,23661503000000.0,22557479000000.0,22081457000000.0,21042406000000.0,20100592000000.0,18511580000000.0,19826137000000.0,19865973000000.0,20646965000000.0,19454302000000.0,19914637000000.0,20602550000000.0,22049196000000.0,22267495000000.0,17447687000000.0,21613351000000.0,20052695000000.0,20514600000000.0,20148333000000.0,19529023000000.0,19999104000000.0,19004115000000.0,20744160000000.0,19571420000000.0,22416074000000.0,20327663000000.0,19710368000000.0,20593764000000.0,19076072000000.0,19559399000000.0,19809027000000.0,20910027000000.0,20124060000000.0,19179310000000.0,19736105000000.0,18901710000000.0,20562714000000.0,19323687000000.0,21107455000000.0,19971470000000.0,19968708000000.0,20780134000000.0,20967074000000.0,19162424000000.0,20294081000000.0,20209094000000.0,20174544000000.0,22360382000000.0,21050390000000.0
2009-07-16 12:00:00,15596031000000.0,17831207000000.0,17811278000000.0,17067685000000.0,15260935000000.0,15244368000000.0,13558704000000.0,14945742000000.0,13904267000000.0,14740481000000.0,13366960000000.0,14595864000000.0,15283327000000.0,16992881000000.0,16486060000000.0,11987530000000.0,16037750000000.0,14665451000000.0,14709097000000.0,15634771000000.0,13908044000000.0,14251869000000.0,13355830000000.0,15543097000000.0,14231736000000.0,17085876000000.0,14589838000000.0,14160291000000.0,15852617000000.0,13614876000000.0,13984917000000.0,14065282000000.0,15318072000000.0,14544600000000.0,13982771000000.0,14162277000000.0,13431783000000.0,15433555000000.0,14089923000000.0,15716493000000.0,14704655000000.0,15163634000000.0,15987935000000.0,15669789000000.0,13691370000000.0,14657058000000.0,15062170000000.0,14962219000000.0,16397094000000.0,15519762000000.0
2009-08-16 12:00:00,11253758000000.0,13627297000000.0,13466144000000.0,12645347000000.0,10582055000000.0,11031439000000.0,9597270000000.0,10887423000000.0,9407809000000.0,10295741000000.0,9044853000000.0,10755779000000.0,11493282000000.0,12723717000000.0,12472851000000.0,8074578000000.0,11741970000000.0,10238851000000.0,10274350000000.0,11549438000000.0,10069445000000.0,10084579000000.0,9257426000000.0,11366215000000.0,10074204000000.0,12746716000000.0,10412870000000.0,10061832000000.0,11993997000000.0,9639546000000.0,9493180000000.0,9683183000000.0,10574088000000.0,10192430000000.0,10084773000000.0,9983791000000.0,9078860000000.0,11432062000000.0,9821729000000.0,11462497000000.0,10783663000000.0,10732363000000.0,11673946000000.0,11314554000000.0,9447574000000.0,10365688000000.0,11256743000000.0,11095587000000.0,12067401000000.0,11429799000000.0
2009-09-16 00:00:00,9942622000000.0,12623899000000.0,12148245000000.0,11660439000000.0,9429664000000.0,9900021000000.0,8476376400000.0,9913314000000.0,8225379300000.0,9261162000000.0,8160633000000.0,9592843000000.0,10329311000000.0,11645953000000.0,11190336000000.0,7228722500000.0,10661371000000.0,9001289000000.0,8991929000000.0,10435484000000.0,9115720000000.0,8989867000000.0,8190250000000.0,10062297000000.0,8934196000000.0,11509301000000.0,9320834000000.0,8826625000000.0,10818087000000.0,8447395400000.0,8452340400000.0,8768392300000.0,9266075000000.0,9155249000000.0,8666683000000.0,9015292000000.0,8086509000000.0,10386350000000.0,8664440600000.0,10189933000000.0,9678986000000.0,9405163000000.0,10417427000000.0,10159334000000.0,8428019000000.0,9075767000000.0,10026016000000.0,10148830000000.0,10836509000000.0,10334341000000.0
2009-10-16 12:00:00,11143427000000.0,13471350000000.0,13477172000000.0,12848336000000.0,10490722000000.0,11056090000000.0,9462998000000.0,11048557000000.0,9296438000000.0,10454114000000.0,9145269000000.0,10619594000000.0,11128111000000.0,12909430000000.0,12150095000000.0,8197275400000.0,11922338000000.0,10223136000000.0,10029476000000.0,11406140000000.0,10266822000000.0,9843693000000.0,9189616000000.0,11151343000000.0,9901579000000.0,12635308000000.0,10146684000000.0,9718053000000.0,11679865000000.0,9391445000000.0,9550869000000.0,9867294000000.0,10472654000000.0,10263122000000.0,9645172000000.0,10059493000000.0,9119900000000.0,11506905000000.0,9794587000000.0,11240149000000.0,10564877000000.0,10536358000000.0,11666960000000.0,10973974000000.0,9463434000000.0,9875718000000.0,10681831000000.0,11303953000000.0,11769929000000.0,11371912000000.0
2009-11-16 00:00:00,13257238000000.0,15132587000000.0,15660768000000.0,14824682000000.0,12761797000000.0,13017312000000.0,11400903000000.0,13193936000000.0,11410857000000.0,12373822000000.0,11162422000000.0,12530901000000.0,13087539000000.0,14809416000000.0,14181221000000.0,10383317000000.0,13938480000000.0,12588477000000.0,12066931000000.0,13294769000000.0,12549213000000.0,11733479000000.0,11418375000000.0,13313456000000.0,12061328000000.0,14915115000000.0,11943918000000.0,11699350000000.0,13700545000000.0,11291402000000.0,11795210000000.0,12010638000000.0,12765519000000.0,12394600000000.0,11734328000000.0,12269089000000.0,11285688000000.0,13610923000000.0,11901400000000.0,13114382000000.0,12754432000000.0,12756078000000.0,13949183000000.0,12648013000000.0,11593382000000.0,11735187000000.0,12510840000000.0,13533940000000.0,13863947000000.0,13577275000000.0
2009-12-16 12:00:00,15534236000000.0,17220095000000.0,18029352000000.0,17227593000000.0,15398014000000.0,15337146000000.0,13792075000000.0,15604741000000.0,13923649000000.0,14656103000000.0,13588664000000.0,14643077000000.0,15650175000000.0,16805327000000.0,16565853000000.0,12778370000000.0,16402891000000.0,15212336000000.0,14617706000000.0,15390808000000.0,15224184000000.0,14212686000000.0,13782683000000.0,15712447000000.0,14397692000000.0,17393866000000.0,14229314000000.0,14514835000000.0,16081391000000.0,13694451000000.0,14387960000000.0,14427422000000.0,15279343000000.0,14936409000000.0,14184098000000.0,14705756000000.0,13955603000000.0,15989286000000.0,14254804000000.0,15471487000000.0,15008566000000.0,15047724000000.0,16326406000000.0,15099809000000.0,14062284000000.0,14175779000000.0,14868764000000.0,15897482000000.0,16382280000000.0,16116127000000.0
2010-01-16 12:00:00,18177486000000.0,19809993000000.0,20569236000000.0,19747228000000.0,18177633000000.0,17912117000000.0,16500798000000.0,18261347000000.0,16576179000000.0,17281645000000.0,15984809000000.0,17090935000000.0,18347574000000.0,19286257000000.0,19134956000000.0,15116965000000.0,18864425000000.0,18133916000000.0,17346540000000.0,17841355000000.0,17690492000000.0,16869063000000.0,16312273000000.0,18355163000000.0,16893260000000.0,20030140000000.0,16733827000000.0,17315313000000.0,18580340000000.0,16375406000000.0,17278877000000.0,17233376000000.0,18020580000000.0,17536396000000.0,16649293000000.0,17237197000000.0,16490427000000.0,18591844000000.0,16693686000000.0,17856341000000.0,17600100000000.0,17663586000000.0,18878715000000.0,17656728000000.0,16616086000000.0,16984891000000.0,17344563000000.0,18485678000000.0,19164658000000.0,18565480000000.0
2010-02-15 00:00:00,20509136000000.0,21996969000000.0,22848391000000.0,21933120000000.0,20527914000000.0,20549808000000.0,19274595000000.0,20573688000000.0,18989380000000.0,19467952000000.0,18329002000000.0,19590436000000.0,20710806000000.0,21662748000000.0,21437587000000.0,17209879000000.0,21106551000000.0,20583360000000.0,19562360000000.0,20156187000000.0,19988212000000.0,19237236000000.0,18709838000000.0,20512569000000.0,19175040000000.0,22266197000000.0,18898804000000.0,19660513000000.0,20898847000000.0,18730633000000.0,19634101000000.0,19554388000000.0,20452838000000.0,20054607000000.0,18922265000000.0,19630800000000.0,18944623000000.0,20683411000000.0,19274041000000.0,19868668000000.0,19786625000000.0,19951799000000.0,21462128000000.0,19820746000000.0,19070460000000.0,19461870000000.0,19750986000000.0,20739428000000.0,21744211000000.0,20766557000000.0
2010-03-16 12:00:00,22278817000000.0,23721901000000.0,24551388000000.0,23894585000000.0,22394249000000.0,22615142000000.0,21628696000000.0,22350985000000.0,21017880000000.0,21297053000000.0,20243167000000.0,21588513000000.0,22871286000000.0,23553636000000.0,23391443000000.0,19016412000000.0,23165418000000.0,22719356000000.0,21336615000000.0,22163738000000.0,21843564000000.0,21294990000000.0,20810975000000.0,22646457000000.0,21120288000000.0,24041056000000.0,20577692000000.0,21578492000000.0,22671593000000.0,20798648000000.0,21502250000000.0,21540780000000.0,22533175000000.0,21929063000000.0,20646612000000.0,21481400000000.0,20956844000000.0,22616815000000.0,21609765000000.0,21697214000000.0,21758707000000.0,21757004000000.0,23508195000000.0,21721113000000.0,21216524000000.0,21491742000000.0,21819230000000.0,22520938000000.0,23784132000000.0,22671230000000.0
2010-04-16 00:00:00,23423418000000.0,24879890000000.0,25638080000000.0,25105044000000.0,23472955000000.0,23953536000000.0,23079370000000.0,23539580000000.0,22352226000000.0,22547110000000.0,21554738000000.0,22966864000000.0,24384106000000.0,24655746000000.0,24699447000000.0,20507525000000.0,24418663000000.0,24117470000000.0,22684656000000.0,23531585000000.0,23010646000000.0,22498431000000.0,22053567000000.0,24082943000000.0,22611812000000.0,25360924000000.0,21911554000000.0,22801950000000.0,23832970000000.0,22168044000000.0,22671505000000.0,22870310000000.0,23917708000000.0,23193138000000.0,21905382000000.0,22671752000000.0,22479114000000.0,23883370000000.0,23191340000000.0,23042854000000.0,23077990000000.0,22986931000000.0,24508030000000.0,22881160000000.0,22631910000000.0,22845447000000.0,23211736000000.0,23785829000000.0,25123700000000.0,23920476000000.0
2010-05-16 12:00:00,23193595000000.0,24816283000000.0,25477420000000.0,24920290000000.0,23374349000000.0,23825282000000.0,22975122000000.0,23538044000000.0,22259821000000.0,22665409000000.0,21531946000000.0,22695125000000.0,24401643000000.0,24379692000000.0,24319455000000.0,20254930000000.0,24249030000000.0,23996173000000.0,22515590000000.0,23528420000000.0,22723530000000.0,22281967000000.0,21871146000000.0,24015639000000.0,22598293000000.0,25062371000000.0,21843890000000.0,22586201000000.0,23800643000000.0,21972627000000.0,22344926000000.0,22507627000000.0,23818643000000.0,23112737000000.0,21608832000000.0,22402268000000.0,22608385000000.0,23981330000000.0,23059474000000.0,22848968000000.0,22950334000000.0,22521217000000.0,24231539000000.0,22539043000000.0,22470667000000.0,22684243000000.0,22943124000000.0,23710298000000.0,24928978000000.0,23747164000000.0
2010-06-16 00:00:00,19783592000000.0,21893954000000.0,22865106000000.0,21934070000000.0,20642754000000.0,20979753000000.0,20329057000000.0,20928080000000.0,19584382000000.0,20084429000000.0,18779147000000.0,19679070000000.0,21659954000000.0,21421045000000.0,20761232000000.0,17007576000000.0,21200816000000.0,21480595000000.0,19695676000000.0,20843197000000.0,19969630000000.0,19443057000000.0,18900327000000.0,21190633000000.0,19416090000000.0,21735310000000.0,19144815000000.0,19801830000000.0,21097310000000.0,19112806000000.0,19193480000000.0,19302920000000.0,20980242000000.0,20060542000000.0,18798107000000.0,19514492000000.0,19685680000000.0,21878310000000.0,20074258000000.0,19901408000000.0,20327858000000.0,19504466000000.0,21327684000000.0,19560567000000.0,19877203000000.0,19648630000000.0,19549649000000.0,21342158000000.0,21994637000000.0,21050910000000.0
