time,r9i1p1f1,r8i1p1f1,r1i1p1f1,r11i1p1f1,r5i1p1f1,r7i1p1f1,r2i1p1f1,r3i1p1f1,r4i1p1f1,r6i1p1f1,r10i1p1f1
2004-01-15 12:00:00,13418246000000.0,15892607000000.0,13033825000000.0,17629560000000.0,15915874000000.0,13454117000000.0,14548835000000.0,14656064000000.0,14262846000000.0,15088096000000.0,14341491000000.0
2004-02-14 00:00:00,16449653000000.0,18895050000000.0,16198940000000.0,20654615000000.0,19156737000000.0,16384514000000.0,17599030000000.0,18134984000000.0,17487602000000.0,18234350000000.0,17536167000000.0
2004-03-15 12:00:00,18494075000000.0,21416989000000.0,18446163000000.0,23075620000000.0,21671012000000.0,18780755000000.0,20326132000000.0,20391028000000.0,19658392000000.0,20876278000000.0,20011322000000.0
2004-04-15 00:00:00,20085134000000.0,23169704000000.0,19969954000000.0,24541892000000.0,22996308000000.0,19936760000000.0,22098643000000.0,21730190000000.0,21195573000000.0,22370127000000.0,21659650000000.0
2004-05-15 12:00:00,19719675000000.0,23346459000000.0,19618882000000.0,24090304000000.0,22779114000000.0,19482825000000.0,21745067000000.0,21084382000000.0,20831504000000.0,22067957000000.0,21744765000000.0
2004-06-15 00:00:00,16086714000000.0,19878730000000.0,15937145000000.0,20810110000000.0,19414701000000.0,16103903000000.0,18233904000000.0,17167688000000.0,17811687000000.0,18918735000000.0,18324874000000.0
2004-07-15 12:00:00,9137436000000.0,11936869000000.0,9189602000000.0,13714445000000.0,11730185000000.0,9398762000000.0,11148974000000.0,9522505000000.0,11583728000000.0,11836356000000.0,10437678000000.0
2004-08-15 12:00:00,4094627700000.0,5849657000000.0,4546812000000.0,7834797300000.0,5639326000000.0,4807935000000.0,5508984500000.0,4528983000000.0,6453378700000.0,5561543300000.0,4997822500000.0
2004-09-15 00:00:00,2683207400000.0,4119209400000.0,3005186000000.0,5362575500000.0,3450408500000.0,3400075800000.0,3866571300000.0,2958291000000.0,4736818300000.0,3711794400000.0,3062834100000.0
2004-10-15 12:00:00,3805695200000.0,5216562300000.0,3980119200000.0,6236890000000.0,4884894600000.0,4244469200000.0,4873689500000.0,4085084800000.0,5444030000000.0,4852524000000.0,4209647300000.0
2004-11-15 00:00:00,5607618000000.0,7164320000000.0,6024657400000.0,8249652000000.0,7324141000000.0,5975480000000.0,6930736600000.0,6219435600000.0,7500411000000.0,7423645500000.0,6458413400000.0
2004-12-15 12:00:00,8935212000000.0,9973162000000.0,9237568000000.0,11671975000000.0,11226104000000.0,9681794000000.0,9971827000000.0,9809760000000.0,10876118000000.0,10906844000000.0,9739709000000.0
2005-01-15 12:00:00,12841758000000.0,13698821000000.0,13109780000000.0,15189278000000.0,15384376000000.0,13593976000000.0,13487417000000.0,14362838000000.0,14455916000000.0,14940940000000.0,13513201000000.0
2005-02-14 00:00:00,15973438000000.0,16803873000000.0,16543076000000.0,18318658000000.0,18841002000000.0,16915225000000.0,16441202000000.0,17846854000000.0,17274826000000.0,18599893000000.0,16782123000000.0
2005-03-15 12:00:00,18576325000000.0,19185426000000.0,19049795000000.0,20881370000000.0,21685512000000.0,19242578000000.0,18747327000000.0,20480208000000.0,19515065000000.0,21174296000000.0,19291831000000.0
2005-04-15 00:00:00,19833040000000.0,20938203000000.0,20780704000000.0,22339580000000.0,23054567000000.0,20872654000000.0,20020166000000.0,21835459000000.0,20791809000000.0,22590135000000.0,20616116000000.0
2005-05-15 12:00:00,19715406000000.0,20679169000000.0,20635697000000.0,22248551000000.0,22850673000000.0,20941988000000.0,19616240000000.0,21400300000000.0,20343683000000.0,22567767000000.0,20276977000000.0
2005-06-15 00:00:00,16479544000000.0,17139052000000.0,17070924000000.0,19257203000000.0,19571692000000.0,17729482000000.0,15841340000000.0,17602961000000.0,17342271000000.0,19269478000000.0,16901835000000.0
2005-07-15 12:00:00,9726820000000.0,8998909000000.0,9941914000000.0,12322813000000.0,11810946000000.0,10399915000000.0,8346700600000.0,9937437000000.0,10701182000000.0,12292001000000.0,10351600000000.0
2005-08-15 12:00:00,4829384000000.0,3735470000000.0,5004271300000.0,6425623000000.0,5583367300000.0,5063188000000.0,3850282000000.0,4543825300000.0,5383514000000.0,6949838000000.0,5405540400000.0
2005-09-15 00:00:00,3648078200000.0,2707764500000.0,3620209700000.0,4368457300000.0,3890009300000.0,3298031600000.0,2545643700000.0,2926080700000.0,3452126400000.0,5180562600000.0,3835281000000.0
2005-10-15 12:00:00,4651473000000.0,3534788800000.0,4531359000000.0,5162753000000.0,5295553000000.0,4448186300000.0,3655095500000.0,4054923000000.0,4425055700000.0,6217438000000.0,5019141000000.0
2005-11-15 00:00:00,6678254700000.0,5517713000000.0,6506260500000.0,7464963000000.0,7821223000000.0,6596191000000.0,5421507000000.0,6133656000000.0,6747249000000.0,8302787000000.0,7381293500000.0
2005-12-15 12:00:00,10013032000000.0,9699299000000.0,9828999000000.0,10914752000000.0,11820767000000.0,9684311000000.0,8904849000000.0,9461247000000.0,10128394000000.0,12029865000000.0,10797697000000.0
2006-01-15 12:00:00,13922651000000.0,13916588000000.0,14264002000000.0,14547885000000.0,16020771000000.0,13247900000000.0,12620370000000.0,13580146000000.0,13766078000000.0,16006408000000.0,14567422000000.0
2006-02-14 00:00:00,17096240000000.0,16899647000000.0,17838534000000.0,17414872000000.0,19227912000000.0,16061432000000.0,15606665000000.0,17128098000000.0,16944500000000.0,19187156000000.0,17829240000000.0
2006-03-15 12:00:00,19211707000000.0,19287826000000.0,20205713000000.0,19836134000000.0,21686945000000.0,18261520000000.0,17804495000000.0,19831310000000.0,19216220000000.0,21396166000000.0,20224032000000.0
2006-04-15 00:00:00,20453930000000.0,20581276000000.0,21524134000000.0,21842950000000.0,23278693000000.0,19739898000000.0,19258692000000.0,21550516000000.0,20495662000000.0,22762947000000.0,21791605000000.0
2006-05-15 12:00:00,20183810000000.0,20154348000000.0,21087109000000.0,22005317000000.0,23284314000000.0,19406883000000.0,18980438000000.0,21454698000000.0,20040894000000.0,22472760000000.0,21530090000000.0
2006-06-15 00:00:00,16242710000000.0,17315450000000.0,17995148000000.0,18746196000000.0,20536267000000.0,15733713000000.0,15966086000000.0,18236576000000.0,16905597000000.0,19205185000000.0,18049580000000.0
2006-07-15 12:00:00,7950886000000.0,10304678000000.0,11960096000000.0,11602521000000.0,13843791000000.0,8335198000000.0,8684290700000.0,11319257000000.0,10538501000000.0,12164295000000.0,10000749000000.0
2006-08-15 12:00:00,2978153500000.0,4530107300000.0,6736379400000.0,5840606600000.0,7396627000000.0,3199251300000.0,4142160400000.0,5413825700000.0,5455155300000.0,6721309000000.0,4791100500000.0
2006-09-15 00:00:00,1918066500000.0,2611544600000.0,4813205500000.0,4120175200000.0,5013486700000.0,1592021100000.0,2698976400000.0,3797424800000.0,3825107200000.0,4638813000000.0,3009019000000.0
2006-10-15 12:00:00,2913018600000.0,3471770000000.0,5560692000000.0,5365109400000.0,6340339000000.0,2905709000000.0,3596869000000.0,4899128000000.0,4832256600000.0,5409863600000.0,4423748700000.0
2006-11-15 00:00:00,5119497000000.0,5441959000000.0,7504844600000.0,7926931500000.0,8574567700000.0,5275133000000.0,5451689000000.0,6967955300000.0,6506090000000.0,7115783000000.0,6710319000000.0
2006-12-15 12:00:00,9083637000000.0,8646107300000.0,10374877000000.0,11186144000000.0,11616024000000.0,9070542000000.0,8186890300000.0,10135372000000.0,9550051000000.0,10308209000000.0,10446453000000.0
2007-01-15 12:00:00,13050544000000.0,11821270000000.0,13634734000000.0,14652062000000.0,15119707000000.0,12937503000000.0,11739018000000.0,14170884000000.0,13172195000000.0,14132612000000.0,14172216000000.0
2007-02-14 00:00:00,16691839000000.0,14945878000000.0,16673092000000.0,17754548000000.0,18164973000000.0,16485128000000.0,14947735000000.0,17704872000000.0,16922313000000.0,17363151000000.0,17319315000000.0
2007-03-15 12:00:00,19331837000000.0,17700246000000.0,19608489000000.0,20117110000000.0,20236078000000.0,19032090000000.0,17421591000000.0,20208492000000.0,19437726000000.0,19853006000000.0,19555701000000.0
2007-04-15 00:00:00,20964843000000.0,19183440000000.0,21107675000000.0,21667827000000.0,21433334000000.0,20312624000000.0,18633617000000.0,21846957000000.0,20764527000000.0,21213278000000.0,20684393000000.0
2007-05-15 12:00:00,20857003000000.0,18873309000000.0,20775010000000.0,21293846000000.0,21139187000000.0,20051822000000.0,18189956000000.0,21517656000000.0,20192048000000.0,20806700000000.0,20440274000000.0
2007-06-15 00:00:00,17495098000000.0,15277777000000.0,17535650000000.0,18113320000000.0,17888616000000.0,16730150000000.0,14856688000000.0,17904255000000.0,16704355000000.0,16659252000000.0,16802168000000.0
2007-07-15 12:00:00,10126886000000.0,7724235500000.0,10835890000000.0,11266110000000.0,11326549000000.0,8780475500000.0,7643635600000.0,10302518000000.0,9304090000000.0,8538799700000.0,8939725000000.0
2007-08-15 12:00:00,4490703400000.0,2700243600000.0,5282279700000.0,5608273000000.0,6007506000000.0,3197328400000.0,3158829200000.0,4841900000000.0,4365929400000.0,3381349300000.0,4090669000000.0
2007-09-15 00:00:00,2634513000000.0,1496527700000.0,2915401700000.0,3399749700000.0,4205076500000.0,1459304400000.0,2098190400000.0,2703578600000.0,2719194000000.0,2319995600000.0,2996497800000.0
2007-10-15 12:00:00,3584372800000.0,2459661200000.0,3972703200000.0,4783846000000.0,5019890400000.0,2539348800000.0,2923852700000.0,3956207000000.0,3664728800000.0,3249827000000.0,3631338200000.0
2007-11-15 00:00:00,5674368000000.0,4730387400000.0,6072714700000.0,7035820700000.0,6827553000000.0,4764085000000.0,4535959000000.0,6160539700000.0,5694110600000.0,5481529000000.0,4960740000000.0
2007-12-15 12:00:00,8819106000000.0,8223705000000.0,9177413000000.0,10252730000000.0,9297786000000.0,7984871600000.0,7228310400000.0,9267094000000.0,8970650000000.0,8781390000000.0,8047653000000.0
2008-01-15 12:00:00,12306288000000.0,12008190000000.0,13064177000000.0,14055766000000.0,12665830000000.0,11869518000000.0,10940301000000.0,12470159000000.0,12642813000000.0,12138703000000.0,12114274000000.0
2008-02-14 00:00:00,15436769000000.0,15207647000000.0,16565669000000.0,17113144000000.0,16191050000000.0,15307676000000.0,13998527000000.0,15530814000000.0,16159385000000.0,15078223000000.0,15000362000000.0
2008-03-15 12:00:00,17967354000000.0,17977877000000.0,19286574000000.0,19600356000000.0,18553562000000.0,18059656000000.0,16679145000000.0,17633232000000.0,18837177000000.0,17407519000000.0,17207914000000.0
2008-04-15 00:00:00,19681510000000.0,19828912000000.0,20751348000000.0,21063824000000.0,20256116000000.0,19688489000000.0,18558403000000.0,18824280000000.0,20308872000000.0,19056606000000.0,18575562000000.0
2008-05-15 12:00:00,19686054000000.0,19632778000000.0,20573082000000.0,20737090000000.0,19979074000000.0,19533000000000.0,18449451000000.0,18624683000000.0,19885533000000.0,19053190000000.0,18169004000000.0
2008-06-15 00:00:00,16660494000000.0,16836434000000.0,16768221000000.0,17712600000000.0,16345230000000.0,16149858000000.0,14812667000000.0,15475189000000.0,16513439000000.0,16123989000000.0,14768417000000.0
2008-07-15 12:00:00,9276190000000.0,10091012000000.0,8994214000000.0,10543163000000.0,9270918000000.0,8695857500000.0,7247419000000.0,8499900700000.0,9509377000000.0,8964593000000.0,7828220700000.0
2008-08-15 12:00:00,3578715200000.0,4646396000000.0,3852613700000.0,4598956000000.0,4078716300000.0,3078696200000.0,2258890000000.0,3786054000000.0,3666573000000.0,3753276900000.0,3124715600000.0
2008-09-15 00:00:00,1966747200000.0,3033688700000.0,2562278800000.0,2841310400000.0,1817102500000.0,1591600300000.0,1306930300000.0,2275911000000.0,1664273400000.0,2452643400000.0,2351652400000.0
2008-10-15 12:00:00,3121735800000.0,3869243900000.0,3531424000000.0,3971330000000.0,3229899800000.0,2954376500000.0,2150019100000.0,3295394700000.0,3087188400000.0,3067881700000.0,2921373000000.0
2008-11-15 00:00:00,5561615600000.0,5888426400000.0,5540944000000.0,5869983000000.0,5288770000000.0,4984555400000.0,4333805000000.0,5389096000000.0,5316762700000.0,4735717300000.0,4729279000000.0
2008-12-15 12:00:00,9216379000000.0,9076692000000.0,8304206500000.0,8662935400000.0,8585934300000.0,7940042000000.0,7433887000000.0,8357214700000.0,8770125600000.0,8034262700000.0,7601567000000.0
2009-01-15 12:00:00,12924165000000.0,12859946000000.0,12709299000000.0,12147194000000.0,12486005000000.0,11564396000000.0,11129022000000.0,11776091000000.0,12439400000000.0,12082024000000.0,11412163000000.0
2009-02-14 00:00:00,16377421000000.0,15987655000000.0,16389312000000.0,15766984000000.0,15963219000000.0,14957737000000.0,14830778000000.0,15229616000000.0,15741043000000.0,15735993000000.0,15005330000000.0
2009-03-15 12:00:00,18683950000000.0,18463884000000.0,19172113000000.0,18609347000000.0,18648454000000.0,17653910000000.0,17512173000000.0,17826648000000.0,18336591000000.0,18199131000000.0,17681569000000.0
2009-04-15 00:00:00,19874672000000.0,19825560000000.0,20666825000000.0,20169238000000.0,20669025000000.0,19664050000000.0,18887924000000.0,19375042000000.0,19992165000000.0,19800777000000.0,19132293000000.0
2009-05-15 12:00:00,19334454000000.0,19745517000000.0,20457323000000.0,19972697000000.0,20440362000000.0,19720280000000.0,18703018000000.0,19157645000000.0,19787497000000.0,19966020000000.0,19035266000000.0
2009-06-15 00:00:00,15853418000000.0,16848446000000.0,16633999000000.0,16931665000000.0,17187203000000.0,16853635000000.0,15054693000000.0,15731345000000.0,16730043000000.0,16266679000000.0,15792830000000.0
2009-07-15 12:00:00,8161295000000.0,9717726000000.0,8609950000000.0,9814253000000.0,9871734000000.0,10039490000000.0,7706649000000.0,8458677000000.0,10174987000000.0,8543595400000.0,8203021000000.0
2009-08-15 12:00:00,2959252400000.0,4430589000000.0,3404474400000.0,4755025000000.0,4466729300000.0,4335001100000.0,3002795800000.0,3685184400000.0,4794726000000.0,3609719500000.0,3452477000000.0
2009-09-15 00:00:00,1682914400000.0,3097933600000.0,1794403200000.0,3352142800000.0,2571923600000.0,2755262400000.0,1869234700000.0,2505440800000.0,2781762600000.0,2145018400000.0,2053691700000.0
2009-10-15 12:00:00,2544990200000.0,4077682400000.0,3110077200000.0,4475009000000.0,3616868400000.0,3851299300000.0,2668450500000.0,3372050300000.0,3964566500000.0,3177550400000.0,2802137000000.0
2009-11-15 00:00:00,4251030000000.0,6367335000000.0,4822835700000.0,6849581500000.0,5558589000000.0,6523004600000.0,4546364400000.0,5488217400000.0,6143160000000.0,4970102400000.0,4307153600000.0
2009-12-15 12:00:00,7217506000000.0,9800956000000.0,7697610600000.0,10025129000000.0,8970763000000.0,10080071000000.0,8156246000000.0,8522295000000.0,9156461000000.0,7873812000000.0,7296660300000.0
2010-01-15 12:00:00,10751849000000.0,13507728000000.0,11256224000000.0,14101047000000.0,13062006000000.0,13397683000000.0,12348664000000.0,12586003000000.0,12929585000000.0,11099993000000.0,10874184000000.0
2010-02-14 00:00:00,14248179000000.0,16430430000000.0,14750340000000.0,17683874000000.0,16616793000000.0,16374424000000.0,16058098000000.0,15715006000000.0,16013182000000.0,13913428000000.0,14176330000000.0
2010-03-15 12:00:00,16733026000000.0,18948158000000.0,17583552000000.0,20330810000000.0,19015087000000.0,18811604000000.0,18404308000000.0,18126341000000.0,18608768000000.0,16300040000000.0,16857263000000.0
2010-04-15 00:00:00,18311782000000.0,20259460000000.0,19328582000000.0,22002940000000.0,20460991000000.0,20327518000000.0,19752626000000.0,19442707000000.0,20374406000000.0,17778541000000.0,18795800000000.0
2010-05-15 12:00:00,17824175000000.0,19923596000000.0,19212777000000.0,21851347000000.0,19986470000000.0,20266925000000.0,19735794000000.0,19105227000000.0,20188527000000.0,17568768000000.0,18945399000000.0
2010-06-15 00:00:00,13938362000000.0,16738630000000.0,16402321000000.0,18459550000000.0,17251814000000.0,17298358000000.0,16964214000000.0,15648053000000.0,16966680000000.0,13988748000000.0,16077763000000.0
2010-07-15 12:00:00,6716845500000.0,9711272000000.0,10300714000000.0,10755779000000.0,10876466000000.0,10757142000000.0,9488382000000.0,8300576000000.0,10176279000000.0,6707222700000.0,9528557000000.0
2010-08-15 12:00:00,2869336000000.0,4538564600000.0,5009941000000.0,5238000500000.0,5452855000000.0,5384840400000.0,3390558200000.0,3178986200000.0,4933566000000.0,2384191300000.0,4641682600000.0
2010-09-15 00:00:00,1855197500000.0,2901509700000.0,3081600800000.0,3733090000000.0,3677808200000.0,3885713300000.0,2216601000000.0,2060073400000.0,3141321400000.0,1483879500000.0,2903538000000.0
2010-10-15 12:00:00,2725881300000.0,3860537800000.0,4336602600000.0,4880790500000.0,4713659500000.0,4935142000000.0,3271732200000.0,3153468900000.0,4187167000000.0,2203905200000.0,3853305500000.0
2010-11-15 00:00:00,4495591300000.0,5894321500000.0,6564791500000.0,7278514700000.0,6686309000000.0,7322547500000.0,5645414700000.0,5124425000000.0,6236377400000.0,4124749000000.0,5859546500000.0
2010-12-15 12:00:00,7827872500000.0,9541490000000.0,9779320000000.0,10699009000000.0,9776451000000.0,10194625000000.0,8731116400000.0,8659324000000.0,9271436000000.0,7170831700000.0,9249960000000.0
2011-01-15 12:00:00,11732525000000.0,13304287000000.0,13388137000000.0,14878689000000.0,13714963000000.0,13587620000000.0,12779916000000.0,12272732000000.0,13173376000000.0,11184323000000.0,13201525000000.0
2011-02-14 00:00:00,15159771000000.0,16691092000000.0,16354291000000.0,18152530000000.0,17147597000000.0,16414547000000.0,16175980000000.0,15862806000000.0,16677469000000.0,14456770000000.0,16383976000000.0
2011-03-15 12:00:00,17532332000000.0,19561808000000.0,18692813000000.0,20512302000000.0,19557192000000.0,18300732000000.0,18612285000000.0,18534665000000.0,19128184000000.0,16767567000000.0,19002076000000.0
2011-04-15 00:00:00,19297169000000.0,21127603000000.0,20303443000000.0,22022088000000.0,20898027000000.0,19546920000000.0,20095913000000.0,20110459000000.0,20711846000000.0,18164220000000.0,20667028000000.0
2011-05-15 12:00:00,19247313000000.0,20718853000000.0,20270983000000.0,21671290000000.0,20572507000000.0,19152822000000.0,19752936000000.0,20005605000000.0,20716181000000.0,17992771000000.0,20221797000000.0
2011-06-15 00:00:00,15605260000000.0,17696758000000.0,17302195000000.0,18591078000000.0,17375028000000.0,15778089000000.0,16159767000000.0,17074108000000.0,17492366000000.0,14681913000000.0,16654348000000.0
2011-07-15 12:00:00,8284971000000.0,10564061000000.0,10501613000000.0,12222727000000.0,10538755000000.0,9409375000000.0,8237646600000.0,9723384000000.0,10326703000000.0,7467091600000.0,10321475000000.0
2011-08-15 12:00:00,3267749000000.0,4691491000000.0,5296234700000.0,6356787500000.0,4805095000000.0,4602877400000.0,3136148700000.0,4167147500000.0,4554435300000.0,2892801000000.0,4983341700000.0
2011-09-15 00:00:00,1699528800000.0,2779791500000.0,3747565800000.0,4466830500000.0,2701126500000.0,2823249700000.0,1699142800000.0,2705518000000.0,3017542200000.0,1703193200000.0,3114134100000.0
2011-10-15 12:00:00,2639874200000.0,3866024200000.0,4569652000000.0,5596880300000.0,4133864600000.0,3861151200000.0,2615525200000.0,3689742900000.0,4028079300000.0,2433260200000.0,4163315200000.0
2011-11-15 00:00:00,4338582300000.0,6142654000000.0,6500674000000.0,8096076300000.0,6587010000000.0,5916260000000.0,4629799000000.0,5686671400000.0,6103695400000.0,4329750700000.0,6600876600000.0
2011-12-15 12:00:00,7227152000000.0,9151688000000.0,10089391000000.0,11645363000000.0,9878340000000.0,8672236300000.0,7925384000000.0,9035729000000.0,9200784000000.0,7696936000000.0,10162943000000.0
2012-01-15 12:00:00,11134109000000.0,13121085000000.0,14172226000000.0,15328387000000.0,14087656000000.0,12004963000000.0,11661258000000.0,12938272000000.0,12653968000000.0,11566885000000.0,14098903000000.0
2012-02-14 00:00:00,14329063000000.0,16395990000000.0,17575619000000.0,18136846000000.0,17842435000000.0,15153754000000.0,14934188000000.0,16423308000000.0,15722390000000.0,14921988000000.0,17143318000000.0
2012-03-15 12:00:00,16836630000000.0,18959106000000.0,20348806000000.0,20666753000000.0,20410115000000.0,17349982000000.0,17774288000000.0,18852985000000.0,18181553000000.0,17654633000000.0,19730840000000.0
2012-04-15 00:00:00,18570782000000.0,20433980000000.0,21792301000000.0,22250350000000.0,21860872000000.0,18714850000000.0,19370570000000.0,20011054000000.0,19799023000000.0,19310370000000.0,21799211000000.0
2012-05-15 12:00:00,18314454000000.0,20441167000000.0,21469841000000.0,21997170000000.0,21503911000000.0,18153067000000.0,19106913000000.0,19475424000000.0,19852274000000.0,19243433000000.0,21726570000000.0
2012-06-15 00:00:00,14604961000000.0,17448241000000.0,18055380000000.0,19449057000000.0,18139855000000.0,14527159000000.0,15851657000000.0,16334475000000.0,16717533000000.0,16064631000000.0,18708817000000.0
2012-07-15 12:00:00,7586100000000.0,10640836000000.0,10991364000000.0,13759711000000.0,10639173000000.0,7823174000000.0,9021262000000.0,9800834000000.0,10225652000000.0,8731283700000.0,12619319000000.0
2012-08-15 12:00:00,3217054500000.0,5075265000000.0,6105633000000.0,8241920600000.0,5119506000000.0,3728463000000.0,3964120000000.0,4774449600000.0,4707010500000.0,3342614400000.0,6902227400000.0
2012-09-15 00:00:00,1715209200000.0,3342761700000.0,4672618000000.0,6142775000000.0,3458830200000.0,2733866700000.0,2546545700000.0,3500032700000.0,2807787700000.0,1722686600000.0,4878282000000.0
2012-10-15 12:00:00,2911467500000.0,4318334800000.0,5416970000000.0,7065128400000.0,4475837000000.0,3529308400000.0,3671319000000.0,4437878000000.0,4113177000000.0,2781485200000.0,6131189500000.0
2012-11-15 00:00:00,4425153000000.0,6740259000000.0,7055809000000.0,9091874000000.0,6754688600000.0,5001373000000.0,5663887000000.0,6577304600000.0,6660249600000.0,5026153500000.0,8768209300000.0
2012-12-15 12:00:00,7305612500000.0,9990163000000.0,10361766000000.0,12392994000000.0,9708996000000.0,7829269000000.0,9470973000000.0,9776075000000.0,10144271000000.0,9213852000000.0,11856765000000.0
2013-01-15 12:00:00,11383105000000.0,13724155000000.0,14079129000000.0,15967023000000.0,13339564000000.0,11453978000000.0,13908958000000.0,14194602000000.0,14133109000000.0,13712828000000.0,15542533000000.0
2013-02-14 00:00:00,14730134000000.0,17022878000000.0,17450484000000.0,19052976000000.0,17104228000000.0,14691344000000.0,17358354000000.0,17592593000000.0,17672730000000.0,16833984000000.0,18806215000000.0
2013-03-15 12:00:00,17326693000000.0,19598473000000.0,19757030000000.0,21741213000000.0,20048284000000.0,17138784000000.0,19576195000000.0,20215110000000.0,20442790000000.0,19261310000000.0,21438810000000.0
2013-04-15 00:00:00,19210273000000.0,21397460000000.0,20818057000000.0,22930000000000.0,21772175000000.0,18563803000000.0,21029460000000.0,21697797000000.0,21795420000000.0,20705840000000.0,22974732000000.0
2013-05-15 12:00:00,19066836000000.0,21027320000000.0,20328196000000.0,22666710000000.0,21318448000000.0,18317583000000.0,20871719000000.0,21327910000000.0,21532785000000.0,20536476000000.0,22708767000000.0
2013-06-15 00:00:00,15725633000000.0,17437583000000.0,16198262000000.0,18828742000000.0,17905723000000.0,15443291000000.0,17535930000000.0,17824697000000.0,17692663000000.0,17263829000000.0,19229747000000.0
2013-07-15 12:00:00,8453686300000.0,9226942000000.0,8958391000000.0,11006212000000.0,11072686000000.0,9718092000000.0,10187688000000.0,10035990000000.0,10002072000000.0,10217945000000.0,11860053000000.0
2013-08-15 12:00:00,3235397500000.0,3792228800000.0,4235297000000.0,5887874300000.0,5486766000000.0,4570403000000.0,4421642000000.0,4200220000000.0,4634255600000.0,4919931000000.0,5767886300000.0
2013-09-15 00:00:00,1965926500000.0,2511690000000.0,1967342500000.0,4193736700000.0,3625255000000.0,2704930200000.0,2713409600000.0,2678355400000.0,3060347200000.0,3396425000000.0,3856415900000.0
2013-10-15 12:00:00,3072662700000.0,3545543000000.0,3512483200000.0,5062498700000.0,4563935000000.0,3737928900000.0,3759738700000.0,3503106800000.0,4030221300000.0,4485287000000.0,5071901300000.0
2013-11-15 00:00:00,5319100000000.0,5608751000000.0,6092724600000.0,6975458000000.0,6775880000000.0,5769674600000.0,6148697000000.0,5779975300000.0,5909424600000.0,6547918000000.0,6941197700000.0
2013-12-15 12:00:00,8774946000000.0,8804048000000.0,9618663000000.0,10101071000000.0,10252200000000.0,9079150000000.0,9959277000000.0,9334140000000.0,9004702000000.0,10631158000000.0,10100924000000.0
2014-01-15 12:00:00,12740435000000.0,12313041000000.0,13432426000000.0,14380908000000.0,13921314000000.0,13022200000000.0,13758353000000.0,13349337000000.0,13423427000000.0,14491097000000.0,14185736000000.0
2014-02-14 00:00:00,15874455000000.0,15348223000000.0,16950184000000.0,17798005000000.0,17092471000000.0,16558157000000.0,17048359000000.0,16913581000000.0,16854659000000.0,17299608000000.0,17530457000000.0
2014-03-15 12:00:00,18282660000000.0,17615762000000.0,19401147000000.0,20512829000000.0,19417585000000.0,19333086000000.0,19436790000000.0,19405635000000.0,19311939000000.0,19735970000000.0,19792030000000.0
2014-04-15 00:00:00,19550780000000.0,18974847000000.0,20883742000000.0,21958771000000.0,20801970000000.0,21228492000000.0,20629135000000.0,20659560000000.0,21016217000000.0,21230490000000.0,21039120000000.0
2014-05-15 12:00:00,19345820000000.0,18808530000000.0,20645970000000.0,21762606000000.0,20290726000000.0,21301420000000.0,19899775000000.0,20320784000000.0,20786786000000.0,21075539000000.0,20615147000000.0
2014-06-15 00:00:00,15856922000000.0,15478153000000.0,17430323000000.0,18426836000000.0,16660262000000.0,18430502000000.0,16040417000000.0,17047071000000.0,17326324000000.0,17369131000000.0,16889290000000.0
2014-07-15 12:00:00,8216979000000.0,8510323600000.0,10121214000000.0,10535928000000.0,9725719000000.0,10770163000000.0,9179802000000.0,9472724000000.0,9891059000000.0,9490791000000.0,9606504000000.0
2014-08-15 12:00:00,3074421400000.0,3622743300000.0,4884889000000.0,4771549000000.0,4813368600000.0,4535025000000.0,4230155300000.0,3974432600000.0,4618744500000.0,3843400700000.0,4459856400000.0
2014-09-15 00:00:00,1881729100000.0,2472585200000.0,3463297600000.0,3181859000000.0,3457642100000.0,2724747300000.0,2396255200000.0,2380635600000.0,2813687000000.0,2176202300000.0,2958571000000.0
2014-10-15 12:00:00,2756791800000.0,3220383700000.0,4557189000000.0,4115512400000.0,4300766400000.0,4012525200000.0,3353550000000.0,3321722000000.0,3838881600000.0,3426629000000.0,3792387400000.0
2014-11-15 00:00:00,4982783000000.0,5173520400000.0,6506321000000.0,5881794700000.0,5807909000000.0,6558163400000.0,5387223000000.0,5417236000000.0,6040911300000.0,5706004600000.0,5777564600000.0
2014-12-15 12:00:00,8366362500000.0,8321963700000.0,9946349000000.0,9016082000000.0,8990021000000.0,10263745000000.0,8919140000000.0,8628506500000.0,9139271000000.0,8846645000000.0,9468652000000.0
