time,r7i1p1f1,r6i1p1f1,r5i1p1f1,r8i1p1f1,r4i1p1f1,r1i1p1f1,r2i1p1f1,r9i1p1f1,r3i1p1f1
1986-08-16 12:00:00,0.10587304,0.10912401,0.10240153,0.103709675,0.095551714,0.09858699,0.10962511,0.093012616,0.10111338
1986-09-16 00:00:00,0.10346741,0.10647954,0.119696185,0.10870237,0.110876784,0.12112077,0.116914004,0.11283052,0.11948976
1986-10-16 12:00:00,0.1428105,0.13682197,0.13676731,0.1313953,0.13235939,0.13631031,0.1463723,0.14014846,0.13765828
1986-11-16 00:00:00,0.14477447,0.150088,0.13295364,0.122828096,0.14767474,0.13851215,0.13456468,0.12941353,0.15503696
1986-12-16 12:00:00,0.13194063,0.12822597,0.1425096,0.14367676,0.13339344,0.13056321,0.16442314,0.12655392,0.13123614
1987-01-16 12:00:00,0.14135122,0.14767665,0.12966235,0.11897678,0.12923077,0.13272421,0.14907143,0.12157529,0.12545195
1987-02-15 00:00:00,0.13382405,0.12518963,0.12152398,0.13160732,0.12608989,0.13817813,0.15102673,0.13984202,0.13714711
1987-03-16 12:00:00,0.14926879,0.13003008,0.123895854,0.12920049,0.12263967,0.13561095,0.13606946,0.12802997,0.13874093
1987-04-16 00:00:00,0.12250227,0.10906961,0.12922685,0.12079221,0.118954115,0.11961568,0.12376967,0.116252646,0.12046877
1987-05-16 12:00:00,0.102673344,0.10909078,0.10609646,0.10856107,0.10554869,0.10625752,0.11084218,0.09420467,0.113839
1987-06-16 00:00:00,0.092507996,0.08491453,0.09671686,0.09230754,0.09565375,0.08490359,0.09738261,0.09074476,0.0965515
1987-07-16 12:00:00,0.101965,0.09115039,0.097184815,0.077953935,0.10036469,0.090951696,0.09973109,0.095041625,0.10472158
1987-08-16 12:00:00,0.10371537,0.10099757,0.092847876,0.08976281,0.10228762,0.10136337,0.09808337,0.1026482,0.109200224
1987-09-16 00:00:00,0.117238276,0.109427325,0.110108614,0.11246505,0.11169777,0.11900495,0.13041891,0.12654808,0.11314816
1987-10-16 12:00:00,0.13354887,0.13887827,0.12839164,0.12520994,0.1339148,0.13887171,0.1492066,0.14969754,0.13606921
1987-11-16 00:00:00,0.13444254,0.14321405,0.13849731,0.12840663,0.14340927,0.13935946,0.122464985,0.13942362,0.15006858
1987-12-16 12:00:00,0.11706638,0.1430465,0.12536891,0.1345658,0.14453074,0.13678643,0.14451125,0.13949996,0.13499686
1988-01-16 12:00:00,0.13285185,0.13908124,0.13206641,0.13985087,0.15224078,0.13137543,0.13073713,0.1354111,0.15067327
1988-02-15 12:00:00,0.12143237,0.14301078,0.12673143,0.12847884,0.11388391,0.14898911,0.14824715,0.13266449,0.14351319
1988-03-16 12:00:00,0.12593623,0.12724698,0.1170615,0.11881826,0.12466399,0.11483225,0.13554715,0.13408098,0.13511473
1988-04-16 00:00:00,0.120985515,0.10619587,0.11525874,0.13491668,0.10760057,0.1118646,0.13624549,0.12588847,0.12749577
1988-05-16 12:00:00,0.104221724,0.093739346,0.10451203,0.103283994,0.10185764,0.101369515,0.10310034,0.09569145,0.10571104
1988-06-16 00:00:00,0.09305613,0.092295736,0.097725496,0.0955316,0.093329296,0.10014594,0.08079891,0.08487163,0.10095599
1988-07-16 12:00:00,0.08156855,0.105470315,0.09546567,0.086701766,0.09374024,0.09393744,0.090223625,0.10169705,0.0953471
1988-08-16 12:00:00,0.10389959,0.101043314,0.096580036,0.09964277,0.101695605,0.10170931,0.11588656,0.11066004,0.09849109
1988-09-16 00:00:00,0.120828375,0.12113178,0.11151309,0.11417855,0.11282769,0.111089714,0.11828923,0.102779225,0.11806639
1988-10-16 12:00:00,0.14611769,0.13496234,0.13091443,0.14024414,0.13555898,0.13752286,0.13965714,0.13380338,0.15512234
1988-11-16 00:00:00,0.12703265,0.1304695,0.12770297,0.15608834,0.14730388,0.14998539,0.14065446,0.12910715,0.16048752
1988-12-16 12:00:00,0.14121889,0.13454022,0.11877442,0.1323141,0.132556,0.13316947,0.12963365,0.11812044,0.13851276
1989-01-16 12:00:00,0.1433662,0.12369431,0.14197974,0.15923779,0.12625754,0.12653993,0.14920051,0.1265366,0.13406159
1989-02-15 00:00:00,0.13108577,0.14571342,0.13122803,0.1475538,0.12859778,0.120973065,0.14807053,0.11929206,0.12688915
1989-03-16 12:00:00,0.14002027,0.120459765,0.12831818,0.1414955,0.120694704,0.13475364,0.12713635,0.1294549,0.13017952
1989-04-16 00:00:00,0.10909331,0.12393953,0.12168263,0.13114561,0.11137428,0.13445024,0.11624102,0.11635352,0.11925669
1989-05-16 12:00:00,0.10097501,0.112767,0.118505225,0.09896854,0.10786092,0.10308393,0.10227371,0.10892467,0.105764344
1989-06-16 00:00:00,0.08661334,0.08525637,0.08844974,0.0867789,0.084244035,0.08955581,0.08822041,0.09401256,0.09841494
1989-07-16 12:00:00,0.093186505,0.09635207,0.09611332,0.0976775,0.09706847,0.10435256,0.094481766,0.08529014,0.09154183
1989-08-16 12:00:00,0.09387781,0.1076081,0.11398383,0.09403927,0.119497545,0.10307781,0.09641138,0.09757994,0.11695915
1989-09-16 00:00:00,0.09453398,0.12101326,0.10755114,0.11551549,0.12206866,0.1080637,0.12040407,0.11813624,0.116765335
1989-10-16 12:00:00,0.13289803,0.13431178,0.13296133,0.12777293,0.14963542,0.13391957,0.13367967,0.13401875,0.13630326
1989-11-16 00:00:00,0.12517713,0.14210992,0.14852273,0.14584236,0.1287264,0.13499425,0.14011069,0.14872967,0.14396693
1989-12-16 12:00:00,0.12144996,0.15755759,0.1403046,0.13729055,0.12943484,0.16140845,0.12971129,0.15260349,0.14231318
1990-01-16 12:00:00,0.123848386,0.15734175,0.13279022,0.14829738,0.13501412,0.1168348,0.13782912,0.13288094,0.12998915
1990-02-15 00:00:00,0.1298797,0.13269246,0.12319217,0.12922533,0.11814259,0.13330789,0.123318635,0.1207498,0.13895975
1990-03-16 12:00:00,0.13321887,0.12061602,0.13220938,0.124394305,0.118326925,0.121656835,0.123828955,0.117345326,0.11876077
1990-04-16 00:00:00,0.1189516,0.11345204,0.13393168,0.12260336,0.10895633,0.1219673,0.11596439,0.10563876,0.11589821
1990-05-16 12:00:00,0.11346952,0.1068875,0.106827654,0.09538008,0.0918768,0.11013259,0.0919213,0.10153298,0.10552271
1990-06-16 00:00:00,0.07945193,0.088934414,0.08209272,0.09352308,0.08992674,0.08619891,0.09075062,0.095168285,0.09802375
1990-07-16 12:00:00,0.0889177,0.088460624,0.09840747,0.09282828,0.08583932,0.09608968,0.09012489,0.095186375,0.10360303
1990-08-16 12:00:00,0.09952689,0.10056907,0.10175502,0.098383665,0.08915039,0.100024,0.096165255,0.09913623,0.10577008
1990-09-16 00:00:00,0.114074565,0.122877814,0.11645608,0.11206274,0.117346734,0.11303783,0.110598296,0.108184546,0.11104293
1990-10-16 12:00:00,0.13040346,0.13487971,0.12537262,0.14339608,0.1420833,0.13836831,0.14324264,0.14692727,0.1452126
1990-11-16 00:00:00,0.12202062,0.14436863,0.15470876,0.14263447,0.13868096,0.14326604,0.13953726,0.1389555,0.15255693
1990-12-16 12:00:00,0.13280565,0.12627977,0.110690005,0.13512649,0.1154713,0.13695341,0.13944092,0.15080188,0.15369709
1991-01-16 12:00:00,0.14674506,0.13782983,0.14323418,0.12860031,0.1308878,0.13026725,0.14025863,0.14385219,0.14285517
1991-02-15 00:00:00,0.11716912,0.14128333,0.121711835,0.12636623,0.111800164,0.13411973,0.12635396,0.13079146,0.14319022
1991-03-16 12:00:00,0.115558654,0.1324401,0.11254763,0.12792693,0.12856905,0.13153532,0.11215995,0.11662882,0.14502916
1991-04-16 00:00:00,0.116296165,0.121681266,0.11215915,0.107219085,0.109868,0.117918916,0.11815201,0.13451575,0.12951432
1991-05-16 12:00:00,0.109982476,0.11346356,0.10637199,0.100619115,0.10521736,0.092511006,0.10760655,0.10218696,0.11221451
1991-06-16 00:00:00,0.10144629,0.10382635,0.09281707,0.09489785,0.080326766,0.09526385,0.09657786,0.10083648,0.09541995
1991-07-16 12:00:00,0.081706,0.09194358,0.095731154,0.08994475,0.09072264,0.08830106,0.08790306,0.102663845,0.093759045
1991-08-16 12:00:00,0.10567645,0.09987295,0.10110624,0.09619475,0.10255802,0.10226053,0.10780657,0.09584526,0.09993872
1991-09-16 00:00:00,0.120875515,0.104313016,0.11190723,0.112166464,0.10205635,0.10649726,0.10773421,0.11181802,0.11941391
1991-10-16 12:00:00,0.12900329,0.13775378,0.14031996,0.14042254,0.13977632,0.13340876,0.12815544,0.13997835,0.13876192
1991-11-16 00:00:00,0.12529714,0.14194486,0.14514276,0.1422142,0.14241712,0.14997274,0.13274246,0.13172635,0.14728174
1991-12-16 12:00:00,0.1200656,0.14703248,0.1321225,0.1407683,0.14162746,0.13514805,0.13107099,0.13423873,0.13436024
1992-01-16 12:00:00,0.14149846,0.13400349,0.13320465,0.13387026,0.1323992,0.12652697,0.1258613,0.13736317,0.12846126
1992-02-15 12:00:00,0.12388873,0.12685049,0.12729217,0.12812768,0.13776986,0.12986659,0.13486134,0.13388534,0.1241109
1992-03-16 12:00:00,0.116635926,0.13226517,0.12059937,0.123597324,0.13141473,0.11374636,0.11866616,0.13053507,0.13703142
1992-04-16 00:00:00,0.11915195,0.121257275,0.104294464,0.124394126,0.12269944,0.13237278,0.111852966,0.13314569,0.1251464
1992-05-16 12:00:00,0.10194233,0.10899132,0.10222816,0.101324014,0.09857897,0.10907846,0.11496854,0.10407847,0.106826454
1992-06-16 00:00:00,0.09947318,0.09414642,0.085317664,0.090618975,0.089386076,0.08963199,0.08208497,0.095565334,0.09933062
1992-07-16 12:00:00,0.09564368,0.09534675,0.096593,0.08616424,0.0884212,0.09545374,0.091252625,0.09586877,0.0979954
1992-08-16 12:00:00,0.102753595,0.10160377,0.10381757,0.09841514,0.108343646,0.10124824,0.10626514,0.1066429,0.101050675
1992-09-16 00:00:00,0.1059481,0.13019888,0.12928341,0.12022575,0.11005898,0.13155857,0.11308167,0.12091921,0.12090699
