time,r4i1p1f1,r1i1p1f1,r5i1p1f1,r6i1p1f1,r2i1p1f1,r3i1p1f1
1997-05-16 12:00:00,0.0344415,0.037476443,0.035174243,0.05651255,0.03792147,0.053798947
1997-06-16 00:00:00,0.04827916,0.041838434,0.036671363,0.06938576,0.04038345,0.041621365
1997-07-16 12:00:00,0.06334186,0.038794953,0.04668554,0.045301434,0.039340835,0.03330488
1997-08-16 12:00:00,0.0441817,0.03808005,0.024096964,0.040648617,0.035195433,0.04715571
1997-09-16 00:00:00,0.05443551,0.060765844,0.031561844,0.05454585,0.04815237,0.041097555
1997-10-16 12:00:00,0.064011164,0.0706945,0.06485384,0.04894026,0.052483127,0.045805592
1997-11-16 00:00:00,0.0551561,0.063931495,0.066355415,0.06215282,0.04336269,0.06001275
1997-12-16 12:00:00,0.06663973,0.050018582,0.06836409,0.04175482,0.06561496,0.060216296
1998-01-16 12:00:00,0.05930196,0.06320484,0.054271873,0.06499378,0.07246692,0.061749835
1998-02-15 00:00:00,0.06471828,0.075048536,0.08050274,0.06177346,0.049631245,0.084313296
1998-03-16 12:00:00,0.052812047,0.06063907,0.082852155,0.07789122,0.04849687,0.049063336
1998-04-16 00:00:00,0.051971372,0.058484357,0.04588658,0.05560709,0.044398885,0.053893887
1998-05-16 12:00:00,0.04120336,0.041756406,0.036201462,0.044972975,0.043573264,0.059089307
1998-06-16 00:00:00,0.02960611,0.041672245,0.04127498,0.053245503,0.0464443,0.04762068
1998-07-16 12:00:00,0.028384414,0.037684027,0.03384332,0.030844755,0.026894504,0.039076418
1998-08-16 12:00:00,0.02983743,0.030055102,0.03255954,0.034708615,0.04053926,0.049114548
1998-09-16 00:00:00,0.05504116,0.07859494,0.043649603,0.039971292,0.038813718,0.032033294
1998-10-16 12:00:00,0.049460176,0.07578648,0.0524556,0.060190134,0.060520485,0.040497657
1998-11-16 00:00:00,0.04961353,0.039857082,0.08112469,0.054968968,0.048330765,0.03877129
1998-12-16 12:00:00,0.05707093,0.07373713,0.054599382,0.050862845,0.041888747,0.065441206
1999-01-16 12:00:00,0.065091655,0.093559645,0.07363592,0.060480524,0.06287976,0.06800331
1999-02-15 00:00:00,0.0827031,0.06201878,0.0760883,0.06305734,0.076650724,0.07702633
1999-03-16 12:00:00,0.06601675,0.061275147,0.05067631,0.060500465,0.057224873,0.0575265
1999-04-16 00:00:00,0.06739724,0.04290147,0.06084051,0.047628183,0.056757428,0.059593737
1999-05-16 12:00:00,0.061326336,0.04091085,0.034473933,0.031186165,0.038997702,0.052387826
1999-06-16 00:00:00,0.033540282,0.02494266,0.038662035,0.047878772,0.05870654,0.0464566
1999-07-16 12:00:00,0.039399955,0.032272667,0.03745602,0.045441166,0.032002848,0.035518777
